"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.609083078E1,-1.318125057E1,1.805625153E1,1.188750076E1
3.610083078E1,-1.297500038E1,1.966875076E1,1.327500057E1
3.611083078E1,-1.436250019E1,1.951875114E1,1.387500095E1
3.612083078E1,-1.280625057E1,1.951875114E1,1.265625095E1
3.613083078E1,-1.440000057E1,1.865625000E1,1.173750019E1
3.614083078E1,-1.419375038E1,1.966875076E1,1.357500076E1
3.615083078E1,-1.282500076E1,1.951875114E1,1.312500095E1
3.616083078E1,-1.351875019E1,1.805625153E1,1.263750076E1
3.617083078E1,-1.404375076E1,1.921875000E1,1.387500095E1
3.618083078E1,-1.479375076E1,1.848750114E1,1.417500019E1
3.619083078E1,-1.325625038E1,1.773750114E1,1.415625095E1
3.620083078E1,-1.477500057E1,1.923750114E1,1.310625076E1
3.621083078E1,-1.355625057E1,1.923750114E1,1.265625095E1
3.622083078E1,-1.256250095E1,2.053125000E1,1.342500019E1
3.623083078E1,-1.477500057E1,1.923750114E1,1.342500019E1
3.624083078E1,-1.380000019E1,2.010000038E1,1.509375095E1
3.625083078E1,-1.419375038E1,1.936875153E1,1.357500076E1
3.626083078E1,-1.513125038E1,1.951875114E1,1.462500095E1
3.627083078E1,-1.340625095E1,1.893750000E1,1.325625038E1
3.628083078E1,-1.282500076E1,1.921875000E1,1.387500095E1
3.629083078E1,-1.479375076E1,1.983750153E1,1.342500019E1
3.630083078E1,-1.336875057E1,1.818750000E1,1.280625057E1
3.631083078E1,-1.449375057E1,1.938750076E1,1.357500076E1
3.632083078E1,-1.192500019E1,2.010000038E1,1.282500076E1
3.633083078E1,-1.196250057E1,2.156250000E1,1.282500076E1
3.634083078E1,-1.327500057E1,1.951875114E1,1.312500095E1
3.635083078E1,-1.333125019E1,1.980000114E1,1.494375038E1
3.636083078E1,-1.301250076E1,2.010000038E1,1.402500057E1
3.637083078E1,-1.235625076E1,2.010000038E1,1.250625038E1
3.638083078E1,-1.325625038E1,1.921875000E1,1.310625076E1
3.639083078E1,-1.325625038E1,1.921875000E1,1.310625076E1
3.640083078E1,-1.357500076E1,2.056875038E1,1.190625000E1
3.641083078E1,-1.286250019E1,1.920000076E1,1.492500019E1
3.642083078E1,-1.363125038E1,2.025000000E1,1.419375038E1
3.643083078E1,-1.363125038E1,2.025000000E1,1.419375038E1
3.644083078E1,-1.258125019E1,2.098125076E1,1.389375019E1
3.645083078E1,-1.209375095E1,2.023125076E1,1.342500019E1
3.646083078E1,-1.400625038E1,1.953750038E1,1.265625095E1
3.647083078E1,-1.400625038E1,1.953750038E1,1.265625095E1
3.648083078E1,-1.434375095E1,1.981875038E1,1.312500095E1
3.649083078E1,-1.288125038E1,1.980000114E1,1.494375038E1
3.650083078E1,-1.342500019E1,2.011875153E1,1.250625038E1
3.651083078E1,-1.342500019E1,2.011875153E1,1.250625038E1
3.652083078E1,-1.361250019E1,1.980000114E1,1.417500019E1
3.653083078E1,-1.430625057E1,2.026875114E1,1.190625000E1
3.654083078E1,-1.273125076E1,2.156250000E1,1.329375076E1
3.655083078E1,-1.273125076E1,2.156250000E1,1.329375076E1
3.656083078E1,-1.166250038E1,2.081250000E1,1.359375095E1
3.657083078E1,-1.357500076E1,2.026875114E1,1.235625076E1
3.658083078E1,-1.205625057E1,1.980000114E1,1.235625076E1
3.659083078E1,-1.207500076E1,2.053125000E1,1.237500095E1
3.660083078E1,-1.361250019E1,2.130000114E1,1.267500019E1
3.661083078E1,-1.368750095E1,2.128125000E1,1.496250057E1
3.662083078E1,-1.258125019E1,2.053125000E1,1.389375019E1
3.663083078E1,-1.323750019E1,1.951875114E1,1.190625000E1
3.664083078E1,-1.258125019E1,2.128125000E1,1.344375038E1
3.665083078E1,-1.381875038E1,2.010000038E1,1.554375076E1
3.666083078E1,-1.164375019E1,2.038125038E1,1.327500057E1
3.667083078E1,-1.425000095E1,2.115000153E1,1.404375076E1
3.668083078E1,-1.361250019E1,2.130000114E1,1.267500019E1
3.669083078E1,-1.138125038E1,2.096250153E1,1.389375019E1
3.670083078E1,-1.275000095E1,2.111250114E1,1.434375095E1
3.671083078E1,-1.282500076E1,1.950000000E1,1.342500019E1
3.672083078E1,-1.374375057E1,1.936875153E1,1.402500057E1
3.673083078E1,-1.256250095E1,1.875000000E1,1.539375019E1
3.674083078E1,-1.267500019E1,1.965000153E1,1.327500057E1
3.675083078E1,-1.365000057E1,2.098125076E1,1.419375038E1
3.676083078E1,-1.578750038E1,2.011875153E1,1.554375076E1
3.677083078E1,-1.404375076E1,1.921875000E1,1.417500019E1
3.678083078E1,-1.515000057E1,1.981875038E1,1.464375019E1
3.679083078E1,-1.453125095E1,2.040000153E1,1.404375076E1
3.680083078E1,-1.342500019E1,2.011875153E1,1.282500076E1
3.681083078E1,-1.348125076E1,1.965000153E1,1.479375076E1
3.682083078E1,-1.423125076E1,1.891875076E1,1.507500076E1
3.683083078E1,-1.380000019E1,2.010000038E1,1.509375095E1
3.684083078E1,-1.438125038E1,1.981875038E1,1.464375019E1
3.685083078E1,-1.571250057E1,1.968750000E1,1.357500076E1
3.686083078E1,-1.299375057E1,2.010000038E1,1.357500076E1
3.687083078E1,-1.290000057E1,2.053125000E1,1.464375019E1
3.688083078E1,-1.500000095E1,2.041875076E1,1.434375095E1
3.689083078E1,-1.363125038E1,1.921875000E1,1.492500019E1
3.690083078E1,-1.246875095E1,1.933125114E1,1.629375076E1
3.691083078E1,-1.440000057E1,2.100000000E1,1.389375019E1
3.692083078E1,-1.421250057E1,1.936875153E1,1.432500076E1
3.693083078E1,-1.346250057E1,1.936875153E1,1.432500076E1
3.694083078E1,-1.344375038E1,1.818750000E1,1.477500057E1
3.695083078E1,-1.451250076E1,1.893750000E1,1.477500057E1
3.696083078E1,-1.303125095E1,2.038125038E1,1.404375076E1
3.697083078E1,-1.438125038E1,2.055000114E1,1.389375019E1
3.698083078E1,-1.456875038E1,2.040000153E1,1.479375076E1
3.699083078E1,-1.400625038E1,1.953750038E1,1.265625095E1
3.700083078E1,-1.273125076E1,2.008125114E1,1.434375095E1
3.701083078E1,-1.380000019E1,1.965000153E1,1.554375076E1
3.702083078E1,-1.350000095E1,2.083125114E1,1.434375095E1
3.703083078E1,-1.368750095E1,1.893750000E1,1.280625057E1
3.704083078E1,-1.404375076E1,1.981875038E1,1.342500019E1
3.705083078E1,-1.269375038E1,2.010000038E1,1.357500076E1
3.706083078E1,-1.293750095E1,1.936875153E1,1.250625038E1
3.707083078E1,-1.413750076E1,2.025000000E1,1.569375038E1
3.708083078E1,-1.346250057E1,1.891875076E1,1.507500076E1
3.709083078E1,-1.310625076E1,2.156250000E1,1.511250019E1
3.710083078E1,-1.297500038E1,1.966875076E1,1.327500057E1
3.711083078E1,-1.453125095E1,2.160000038E1,1.252500057E1
3.712083078E1,-1.327500057E1,2.025000000E1,1.267500019E1
3.713083078E1,-1.408125019E1,1.951875114E1,1.462500095E1
3.714083078E1,-1.380000019E1,2.040000153E1,1.434375095E1
3.715083078E1,-1.456875038E1,2.040000153E1,1.509375095E1
3.716083078E1,-1.305000019E1,2.216250038E1,1.284375095E1
3.717083078E1,-1.406250095E1,1.981875038E1,1.417500019E1
3.718083078E1,-1.342500019E1,2.040000153E1,1.252500057E1
3.719083078E1,-1.329375076E1,1.981875038E1,1.342500019E1
3.720083078E1,-1.331250095E1,2.025000000E1,1.387500095E1
3.721083078E1,-1.303125095E1,2.083125114E1,1.359375095E1
3.722083078E1,-1.243125057E1,1.963125038E1,1.479375076E1
3.723083078E1,-1.306875038E1,2.111250114E1,1.479375076E1
3.724083078E1,-1.273125076E1,2.038125038E1,1.434375095E1
3.725083078E1,-1.290000057E1,2.126250076E1,1.419375038E1
3.726083078E1,-1.305000019E1,2.083125114E1,1.434375095E1
3.727083078E1,-1.410000038E1,2.055000114E1,1.419375038E1
3.728083078E1,-1.348125076E1,2.113125038E1,1.359375095E1
3.729083078E1,-1.449375057E1,2.041875076E1,1.282500076E1
3.730083078E1,-1.526250076E1,2.116875076E1,1.252500057E1
3.731083078E1,-1.481250095E1,1.981875038E1,1.387500095E1
3.732083078E1,-1.483125019E1,2.100000000E1,1.312500095E1
3.733083078E1,-1.501875019E1,2.085000038E1,1.434375095E1
3.734083078E1,-1.453125095E1,2.040000153E1,1.404375076E1
3.735083078E1,-1.335000038E1,2.025000000E1,1.464375019E1
3.736083078E1,-1.445625019E1,1.863750076E1,1.325625038E1
3.737083078E1,-1.408125019E1,2.025000000E1,1.387500095E1
3.738083078E1,-1.336875057E1,2.053125000E1,1.494375038E1
3.739083078E1,-1.419375038E1,2.086875153E1,1.207500076E1
3.740083078E1,-1.561875057E1,1.951875114E1,1.569375038E1
3.741083078E1,-1.372500038E1,2.011875153E1,1.282500076E1
3.742083078E1,-1.344375038E1,2.010000038E1,1.327500057E1
3.743083078E1,-1.419375038E1,2.011875153E1,1.327500057E1
3.744083078E1,-1.503750038E1,1.936875153E1,1.629375076E1
3.745083078E1,-1.411875057E1,1.980000114E1,1.569375038E1
3.746083078E1,-1.421250057E1,1.891875076E1,1.477500057E1
3.747083078E1,-1.520625019E1,1.865625000E1,1.325625038E1
3.748083078E1,-1.483125019E1,2.026875114E1,1.387500095E1
3.749083078E1,-1.310625076E1,2.156250000E1,1.511250019E1
3.750083078E1,-1.441875076E1,2.055000114E1,1.464375019E1
3.751083078E1,-1.500000095E1,2.115000153E1,1.359375095E1
3.752083078E1,-1.331250095E1,2.055000114E1,1.342500019E1
3.753083078E1,-1.366875076E1,2.098125076E1,1.464375019E1
3.754083078E1,-1.438125038E1,2.055000114E1,1.389375019E1
3.755083078E1,-1.368750095E1,2.053125000E1,1.539375019E1
3.756083078E1,-1.408125019E1,1.951875114E1,1.494375038E1
3.757083078E1,-1.383750057E1,2.113125038E1,1.479375076E1
3.758083078E1,-1.428750038E1,2.113125038E1,1.479375076E1
3.759083078E1,-1.183125019E1,2.023125076E1,1.464375019E1
3.760083078E1,-1.335000038E1,1.980000114E1,1.539375019E1
3.761083078E1,-1.380000019E1,2.040000153E1,1.479375076E1
3.762083078E1,-1.387500095E1,2.156250000E1,1.556250095E1
3.763083078E1,-1.276875019E1,2.083125114E1,1.479375076E1
3.764083078E1,-1.441875076E1,1.980000114E1,1.569375038E1
3.765083078E1,-1.436250019E1,2.055000114E1,1.342500019E1
3.766083078E1,-1.306875038E1,2.083125114E1,1.509375095E1
3.767083078E1,-1.518750095E1,2.100000000E1,1.494375038E1
3.768083078E1,-1.290000057E1,2.053125000E1,1.464375019E1
3.769083078E1,-1.485000038E1,2.026875114E1,1.464375019E1
3.770083078E1,-1.261875057E1,2.171250153E1,1.389375019E1
3.771083078E1,-1.306875038E1,2.038125038E1,1.509375095E1
3.772083078E1,-1.331250095E1,2.025000000E1,1.387500095E1
3.773083078E1,-1.404375076E1,2.026875114E1,1.267500019E1
3.774083078E1,-1.370625019E1,2.098125076E1,1.571250057E1
3.775083078E1,-1.336875057E1,2.023125076E1,1.539375019E1
3.776083078E1,-1.361250019E1,2.055000114E1,1.312500095E1
3.777083078E1,-1.411875057E1,1.980000114E1,1.569375038E1
3.778083078E1,-1.336875057E1,2.098125076E1,1.494375038E1
3.779083078E1,-1.404375076E1,1.951875114E1,1.342500019E1
3.780083078E1,-1.441875076E1,2.055000114E1,1.464375019E1
3.781083078E1,-1.406250095E1,2.055000114E1,1.342500019E1
3.782083078E1,-1.408125019E1,1.951875114E1,1.494375038E1
3.783083078E1,-1.485000038E1,1.921875000E1,1.569375038E1
3.784083078E1,-1.443750095E1,2.055000114E1,1.539375019E1
3.785083078E1,-1.380000019E1,1.935000038E1,1.584375095E1
3.786083078E1,-1.355625057E1,2.111250114E1,1.586250019E1
3.787083078E1,-1.445625019E1,1.893750000E1,1.280625057E1
3.788083078E1,-1.344375038E1,1.891875076E1,1.432500076E1
3.789083078E1,-1.372500038E1,1.893750000E1,1.357500076E1
3.790083078E1,-1.355625057E1,1.848750114E1,1.340625095E1
3.791083078E1,-1.486875057E1,1.981875038E1,1.539375019E1
3.792083078E1,-1.299375057E1,2.010000038E1,1.357500076E1
3.793083078E1,-1.368750095E1,1.980000114E1,1.616250038E1
3.794083078E1,-1.488750076E1,2.055000114E1,1.539375019E1
3.795083078E1,-1.455000019E1,1.936875153E1,1.554375076E1
3.796083078E1,-1.273125076E1,1.965000153E1,1.509375095E1
3.797083078E1,-1.305000019E1,2.038125038E1,1.479375076E1
3.798083078E1,-1.308750057E1,2.008125114E1,1.631250000E1
3.799083078E1,-1.333125019E1,1.980000114E1,1.464375019E1
3.800083078E1,-1.306875038E1,2.038125038E1,1.554375076E1
3.801083078E1,-1.485000038E1,1.981875038E1,1.494375038E1
3.802083078E1,-1.432500076E1,2.186250114E1,1.511250019E1
3.803083078E1,-1.406250095E1,1.981875038E1,1.417500019E1
3.804083078E1,-1.426875019E1,1.965000153E1,1.554375076E1
3.805083078E1,-1.303125095E1,2.038125038E1,1.434375095E1
3.806083078E1,-1.483125019E1,2.026875114E1,1.419375038E1
3.807083078E1,-1.286250019E1,2.053125000E1,1.342500019E1
3.808083078E1,-1.361250019E1,1.980000114E1,1.417500019E1
3.809083078E1,-1.301250076E1,1.891875076E1,1.477500057E1
3.810083078E1,-1.348125076E1,1.965000153E1,1.479375076E1
3.811083078E1,-1.271250057E1,1.965000153E1,1.432500076E1
3.812083078E1,-1.370625019E1,2.098125076E1,1.571250057E1
3.813083078E1,-1.342500019E1,1.936875153E1,1.357500076E1
3.814083078E1,-1.560000038E1,1.981875038E1,1.464375019E1
3.815083078E1,-1.385625076E1,2.216250038E1,1.481250095E1
3.816083078E1,-1.366875076E1,2.098125076E1,1.464375019E1
3.817083078E1,-1.426875019E1,1.936875153E1,1.584375095E1
3.818083078E1,-1.410000038E1,2.128125000E1,1.389375019E1
3.819083078E1,-1.421250057E1,2.041875076E1,1.327500057E1
3.820083078E1,-1.310625076E1,2.156250000E1,1.511250019E1
3.821083078E1,-1.383750057E1,2.113125038E1,1.479375076E1
3.822083078E1,-1.336875057E1,2.053125000E1,1.494375038E1
3.823083078E1,-1.460625076E1,2.188125038E1,1.481250095E1
3.824083078E1,-1.434375095E1,1.981875038E1,1.312500095E1
3.825083078E1,-1.415625095E1,2.098125076E1,1.541250038E1
3.826083078E1,-1.481250095E1,1.951875114E1,1.417500019E1
3.827083078E1,-1.501875019E1,1.966875076E1,1.554375076E1
3.828083078E1,-1.522500038E1,2.173125076E1,1.541250038E1
3.829083078E1,-1.406250095E1,2.130000114E1,1.267500019E1
3.830083078E1,-1.404375076E1,1.951875114E1,1.342500019E1
3.831083078E1,-1.368750095E1,2.171250153E1,1.466250038E1
3.832083078E1,-1.539375019E1,2.218125153E1,1.556250095E1
3.833083078E1,-1.366875076E1,2.246250153E1,1.344375038E1
3.834083078E1,-1.441875076E1,2.025000000E1,1.494375038E1
3.835083078E1,-1.428750038E1,2.158125114E1,1.434375095E1
3.836083078E1,-1.380000019E1,2.158125114E1,1.329375076E1
3.837083078E1,-1.451250076E1,2.041875076E1,1.327500057E1
3.838083078E1,-1.451250076E1,2.011875153E1,1.327500057E1
3.839083078E1,-1.408125019E1,2.025000000E1,1.387500095E1
3.840083078E1,-1.428750038E1,2.188125038E1,1.434375095E1
3.841083078E1,-1.348125076E1,2.158125114E1,1.282500076E1
3.842083078E1,-1.436250019E1,2.026875114E1,1.342500019E1
3.843083078E1,-1.456875038E1,2.115000153E1,1.434375095E1
3.844083078E1,-1.578750038E1,2.160000038E1,1.434375095E1
3.845083078E1,-1.578750038E1,2.115000153E1,1.479375076E1
3.846083078E1,-1.441875076E1,2.173125076E1,1.389375019E1
3.847083078E1,-1.342500019E1,1.861875153E1,1.432500076E1
3.848083078E1,-1.365000057E1,1.980000114E1,1.539375019E1
3.849083078E1,-1.516875076E1,2.055000114E1,1.494375038E1
3.850083078E1,-1.376250076E1,2.085000038E1,1.282500076E1
3.851083078E1,-1.462500095E1,2.158125114E1,1.586250019E1
3.852083078E1,-1.411875057E1,2.098125076E1,1.464375019E1
3.853083078E1,-1.351875019E1,2.113125038E1,1.434375095E1
3.854083078E1,-1.291875076E1,2.023125076E1,1.569375038E1
3.855083078E1,-1.246875095E1,2.111250114E1,1.479375076E1
3.856083078E1,-1.381875038E1,2.188125038E1,1.359375095E1
3.857083078E1,-1.308750057E1,2.216250038E1,1.404375076E1
3.858083078E1,-1.370625019E1,2.126250076E1,1.571250057E1
3.859083078E1,-1.331250095E1,1.921875000E1,1.462500095E1
3.860083078E1,-1.430625057E1,2.188125038E1,1.481250095E1
3.861083078E1,-1.297500038E1,2.317500114E1,1.466250038E1
3.862083078E1,-1.291875076E1,2.171250153E1,1.419375038E1
3.863083078E1,-1.365000057E1,2.055000114E1,1.419375038E1
3.864083078E1,-1.248750019E1,2.186250114E1,1.436250019E1
3.865083078E1,-1.141875076E1,2.199375153E1,1.389375019E1
3.866083078E1,-1.365000057E1,2.098125076E1,1.389375019E1
3.867083078E1,-1.295625019E1,2.319375038E1,1.391250038E1
3.868083078E1,-1.250625038E1,2.289375114E1,1.436250019E1
3.869083078E1,-1.265625095E1,2.199375153E1,1.496250057E1
3.870083078E1,-1.366875076E1,2.173125076E1,1.389375019E1
3.871083078E1,-1.173750019E1,2.214375114E1,1.436250019E1
3.872083078E1,-1.260000038E1,2.126250076E1,1.389375019E1
3.873083078E1,-1.308750057E1,2.186250114E1,1.436250019E1
3.874083078E1,-1.316250038E1,2.259375000E1,1.588125038E1
3.875083078E1,-1.291875076E1,2.098125076E1,1.464375019E1
3.876083078E1,-1.203750038E1,2.154375076E1,1.481250095E1
3.877083078E1,-1.342500019E1,2.171250153E1,1.571250057E1
3.878083078E1,-1.173750019E1,2.081250000E1,1.556250095E1
3.879083078E1,-1.046250057E1,2.081250000E1,1.359375095E1
3.880083078E1,-1.203750038E1,2.154375076E1,1.481250095E1
3.881083078E1,-1.282500076E1,2.259375000E1,1.481250095E1
3.882083078E1,-1.194375038E1,2.242500114E1,1.573125076E1
3.883083078E1,-1.458750057E1,2.113125038E1,1.511250019E1
3.884083078E1,-1.263750076E1,2.096250153E1,1.571250057E1
3.885083078E1,-1.203750038E1,2.154375076E1,1.481250095E1
3.886083078E1,-1.305000019E1,2.083125114E1,1.434375095E1
3.887083078E1,-1.383750057E1,2.216250038E1,1.404375076E1
3.888083078E1,-1.291875076E1,2.096250153E1,1.494375038E1
3.889083078E1,-1.338750076E1,1.978125000E1,1.616250038E1
3.890083078E1,-1.290000057E1,2.201250076E1,1.344375038E1
3.891083078E1,-1.203750038E1,2.259375000E1,1.406250095E1
3.892083078E1,-1.451250076E1,2.274375153E1,1.573125076E1
3.893083078E1,-1.263750076E1,2.126250076E1,1.496250057E1
3.894083078E1,-1.301250076E1,2.347500038E1,1.543125057E1
3.895083078E1,-1.353750038E1,2.113125038E1,1.511250019E1
3.896083078E1,-1.263750076E1,2.201250076E1,1.419375038E1
3.897083078E1,-1.216875076E1,2.199375153E1,1.421250057E1
3.898083078E1,-1.293750095E1,2.201250076E1,1.466250038E1
3.899083078E1,-1.248750019E1,2.156250000E1,1.511250019E1
3.900083078E1,-1.256250095E1,2.182500076E1,1.708125114E1
3.901083078E1,-1.368750095E1,2.128125000E1,1.464375019E1
3.902083078E1,-1.275000095E1,2.038125038E1,1.509375095E1
3.903083078E1,-1.425000095E1,2.040000153E1,1.434375095E1
3.904083078E1,-1.380000019E1,2.218125153E1,1.284375095E1
3.905083078E1,-1.245000076E1,2.083125114E1,1.434375095E1
3.906083078E1,-1.447500038E1,2.171250153E1,1.571250057E1
3.907083078E1,-1.411875057E1,2.055000114E1,1.494375038E1
3.908083078E1,-1.365000057E1,1.980000114E1,1.539375019E1
3.909083078E1,-1.383750057E1,2.038125038E1,1.554375076E1
3.910083078E1,-1.381875038E1,2.040000153E1,1.509375095E1
3.911083078E1,-1.276875019E1,2.008125114E1,1.554375076E1
3.912083078E1,-1.215000057E1,1.978125000E1,1.539375019E1
3.913083078E1,-1.359375095E1,2.184375000E1,1.633125114E1
3.914083078E1,-1.351875019E1,2.113125038E1,1.434375095E1
3.915083078E1,-1.338750076E1,2.171250153E1,1.466250038E1
3.916083078E1,-1.246875095E1,2.081250000E1,1.479375076E1
3.917083078E1,-1.293750095E1,2.171250153E1,1.496250057E1
3.918083078E1,-1.220625019E1,2.094375038E1,1.616250038E1
3.919083078E1,-1.340625095E1,2.126250076E1,1.571250057E1
3.920083078E1,-1.306875038E1,2.038125038E1,1.509375095E1
3.921083078E1,-1.340625095E1,2.171250153E1,1.496250057E1
3.922083078E1,-1.185000038E1,2.021250153E1,1.494375038E1
3.923083078E1,-1.415625095E1,2.173125076E1,1.496250057E1
3.924083078E1,-1.333125019E1,1.980000114E1,1.464375019E1
3.925083078E1,-1.196250057E1,2.038125038E1,1.357500076E1
3.926083078E1,-1.368750095E1,2.098125076E1,1.541250038E1
3.927083078E1,-1.140000057E1,2.051250076E1,1.494375038E1
3.928083078E1,-1.314375019E1,2.407500076E1,1.406250095E1
3.929083078E1,-1.290000057E1,2.023125076E1,1.494375038E1
3.930083078E1,-1.335000038E1,2.025000000E1,1.464375019E1
3.931083078E1,-1.258125019E1,2.053125000E1,1.419375038E1
3.932083078E1,-1.449375057E1,2.171250153E1,1.618125153E1
3.933083078E1,-1.297500038E1,2.169375038E1,1.571250057E1
3.934083078E1,-1.368750095E1,2.098125076E1,1.541250038E1
3.935083078E1,-1.263750076E1,2.126250076E1,1.496250057E1
3.936083078E1,-1.288125038E1,2.203125000E1,1.237500095E1
3.937083078E1,-1.273125076E1,2.008125114E1,1.479375076E1
3.938083078E1,-1.246875095E1,2.186250114E1,1.404375076E1
3.939083078E1,-1.460625076E1,2.113125038E1,1.556250095E1
3.940083078E1,-1.216875076E1,2.199375153E1,1.421250057E1
3.941083078E1,-1.243125057E1,2.008125114E1,1.479375076E1
3.942083078E1,-1.218750095E1,2.169375038E1,1.496250057E1
3.943083078E1,-1.293750095E1,2.053125000E1,1.571250057E1
3.944083078E1,-1.530000019E1,2.086875153E1,1.357500076E1
3.945083078E1,-1.575000095E1,2.041875076E1,1.434375095E1
3.946083078E1,-1.258125019E1,2.098125076E1,1.389375019E1
3.947083078E1,-1.295625019E1,2.126250076E1,1.541250038E1
3.948083078E1,-1.380000019E1,2.085000038E1,1.404375076E1
3.949083078E1,-1.411875057E1,2.203125000E1,1.344375038E1
3.950083078E1,-1.426875019E1,2.158125114E1,1.404375076E1
3.951083078E1,-1.299375057E1,2.010000038E1,1.327500057E1
3.952083078E1,-1.183125019E1,2.096250153E1,1.389375019E1
3.953083078E1,-1.505625057E1,2.218125153E1,1.404375076E1
3.954083078E1,-1.500000095E1,2.041875076E1,1.404375076E1
3.955083078E1,-1.335000038E1,2.128125000E1,1.389375019E1
3.956083078E1,-1.288125038E1,2.053125000E1,1.419375038E1
3.957083078E1,-1.372500038E1,2.201250076E1,1.541250038E1
3.958083078E1,-1.141875076E1,2.094375038E1,1.494375038E1
3.959083078E1,-1.297500038E1,2.274375153E1,1.466250038E1
3.960083078E1,-1.171875000E1,2.214375114E1,1.404375076E1
3.961083078E1,-1.171875000E1,2.154375076E1,1.481250095E1
3.962083078E1,-1.265625095E1,2.169375038E1,1.541250038E1
3.963083078E1,-1.198125076E1,2.186250114E1,1.329375076E1
3.964083078E1,-1.218750095E1,2.096250153E1,1.571250057E1
3.965083078E1,-1.248750019E1,2.111250114E1,1.556250095E1
3.966083078E1,-1.310625076E1,2.156250000E1,1.511250019E1
3.967083078E1,-1.282500076E1,2.184375000E1,1.556250095E1
3.968083078E1,-1.342500019E1,2.201250076E1,1.541250038E1
3.969083078E1,-1.250625038E1,2.111250114E1,1.586250019E1
3.970083078E1,-1.138125038E1,2.021250153E1,1.464375019E1
3.971083078E1,-1.111875057E1,2.169375038E1,1.466250038E1
3.972083078E1,-1.380000019E1,2.010000038E1,1.509375095E1
3.973083078E1,-1.216875076E1,2.126250076E1,1.496250057E1
3.974083078E1,-1.310625076E1,2.111250114E1,1.586250019E1
3.975083078E1,-1.261875057E1,2.096250153E1,1.464375019E1
3.976083078E1,-1.335000038E1,2.128125000E1,1.389375019E1
3.977083078E1,-1.306875038E1,2.156250000E1,1.404375076E1
3.978083078E1,-1.387500095E1,2.156250000E1,1.556250095E1
3.979083078E1,-1.213125038E1,2.201250076E1,1.269375038E1
3.980083078E1,-1.046250057E1,2.036250114E1,1.434375095E1
3.981083078E1,-1.194375038E1,2.008125114E1,1.357500076E1
3.982083078E1,-1.171875000E1,2.184375000E1,1.404375076E1
3.983083078E1,-1.171875000E1,2.111250114E1,1.479375076E1
3.984083078E1,-1.246875095E1,2.259375000E1,1.359375095E1
3.985083078E1,-1.186875057E1,2.199375153E1,1.389375019E1
3.986083078E1,-1.336875057E1,2.171250153E1,1.389375019E1
3.987083078E1,-1.271250057E1,2.113125038E1,1.282500076E1
3.988083078E1,-1.278750038E1,2.186250114E1,1.481250095E1
3.989083078E1,-1.216875076E1,2.126250076E1,1.464375019E1
3.990083078E1,-1.186875057E1,2.199375153E1,1.421250057E1
3.991083078E1,-1.288125038E1,2.098125076E1,1.342500019E1
3.992083078E1,-1.306875038E1,2.216250038E1,1.359375095E1
3.993083078E1,-1.173750019E1,2.214375114E1,1.436250019E1
3.994083078E1,-1.145625019E1,2.169375038E1,1.541250038E1
3.995083078E1,-1.273125076E1,2.158125114E1,1.282500076E1
3.996083078E1,-1.171875000E1,2.184375000E1,1.436250019E1
3.997083078E1,-1.216875076E1,2.199375153E1,1.389375019E1
3.998083078E1,-1.361250019E1,2.173125076E1,1.237500095E1
3.999083078E1,-1.291875076E1,2.171250153E1,1.419375038E1
4.000083078E1,-1.250625038E1,2.025000000E1,1.190625000E1
4.001083078E1,-1.291875076E1,2.053125000E1,1.494375038E1
4.002083078E1,-1.269375038E1,2.010000038E1,1.327500057E1
4.003083078E1,-1.186875057E1,2.124375153E1,1.496250057E1
4.004083078E1,-1.291875076E1,2.201250076E1,1.389375019E1
4.005083078E1,-1.269375038E1,2.010000038E1,1.357500076E1
4.006083078E1,-1.245000076E1,2.111250114E1,1.434375095E1
4.007083078E1,-1.425000095E1,2.040000153E1,1.434375095E1
4.008083078E1,-1.503750038E1,2.085000038E1,1.479375076E1
4.009083078E1,-1.215000057E1,2.096250153E1,1.419375038E1
4.010083078E1,-1.213125038E1,2.126250076E1,1.344375038E1
4.011083078E1,-1.291875076E1,2.201250076E1,1.389375019E1
4.012083078E1,-1.248750019E1,2.081250000E1,1.556250095E1
4.013083078E1,-1.284375095E1,2.055000114E1,1.267500019E1
4.014083078E1,-1.376250076E1,2.040000153E1,1.357500076E1
4.015083078E1,-1.331250095E1,2.055000114E1,1.312500095E1
4.016083078E1,-1.275000095E1,2.008125114E1,1.509375095E1
4.017083078E1,-1.415625095E1,2.053125000E1,1.616250038E1
4.018083078E1,-1.376250076E1,1.966875076E1,1.402500057E1
4.019083078E1,-1.346250057E1,2.115000153E1,1.282500076E1
4.020083078E1,-1.383750057E1,2.158125114E1,1.434375095E1
4.021083078E1,-1.336875057E1,2.053125000E1,1.494375038E1
4.022083078E1,-1.192500019E1,1.890000153E1,1.432500076E1
4.023083078E1,-1.305000019E1,2.083125114E1,1.434375095E1
4.024083078E1,-1.256250095E1,2.053125000E1,1.342500019E1
4.025083078E1,-1.209375095E1,1.980000114E1,1.387500095E1
4.026083078E1,-1.336875057E1,2.201250076E1,1.344375038E1
4.027083078E1,-1.260000038E1,2.126250076E1,1.389375019E1
4.028083078E1,-1.306875038E1,2.113125038E1,1.434375095E1
4.029083078E1,-1.290000057E1,2.126250076E1,1.419375038E1
4.030083078E1,-1.260000038E1,2.098125076E1,1.419375038E1
