"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.808307830E-1,1.389375019E1,1.282500076E1,1.548750019E1
5.908307830E-1,1.320000076E1,1.136250019E1,1.546875095E1
6.008307830E-1,1.297500038E1,1.194375038E1,1.683750153E1
6.108307830E-1,1.516875076E1,1.179375076E1,1.471875095E1
6.208307830E-1,1.361250019E1,1.179375076E1,1.623750114E1
6.308307830E-1,1.426875019E1,1.091250038E1,1.561875057E1
6.408307830E-1,1.303125095E1,1.121250057E1,1.608750153E1
6.508307830E-1,1.297500038E1,1.267500019E1,1.638750076E1
6.608307830E-1,1.391250038E1,1.209375095E1,1.578750038E1
6.708307830E-1,1.470000076E1,1.252500057E1,1.471875095E1
6.808307830E-1,1.366875076E1,1.136250019E1,1.501875019E1
6.908307830E-1,1.426875019E1,1.164375019E1,1.486875057E1
7.008307830E-1,1.426875019E1,1.164375019E1,1.486875057E1
7.108307830E-1,1.365000057E1,1.179375076E1,1.501875019E1
7.208307830E-1,1.515000057E1,1.177500057E1,1.501875019E1
7.308307830E-1,1.350000095E1,1.121250057E1,1.531875038E1
7.408307830E-1,1.350000095E1,1.121250057E1,1.531875038E1
7.508307830E-1,1.400625038E1,1.063125038E1,1.425000095E1
7.608307830E-1,1.370625019E1,1.181250000E1,1.350000095E1
7.708307830E-1,1.421250057E1,1.089375019E1,1.713750076E1
7.808307830E-1,1.421250057E1,1.089375019E1,1.713750076E1
7.908307830E-1,1.380000019E1,1.121250057E1,1.531875038E1
8.008307830E-1,1.385625076E1,1.093125057E1,1.410000038E1
8.108307830E-1,1.571250057E1,1.220625019E1,1.608750153E1
8.208307830E-1,1.395000076E1,1.061250019E1,1.621875000E1
8.308307830E-1,1.368750095E1,1.033125019E1,1.500000095E1
8.408307830E-1,1.621875000E1,1.029375076E1,1.651875114E1
8.508307830E-1,1.383750057E1,9.431250572E0,1.636875153E1
8.608307830E-1,1.368750095E1,9.881250381E0,1.545000076E1
8.708307830E-1,1.318125057E1,1.061250019E1,1.651875114E1
8.808307830E-1,1.404375076E1,8.850000381E0,1.500000095E1
8.908307830E-1,1.393125057E1,1.134375000E1,1.623750114E1
9.008307830E-1,1.576875019E1,1.089375019E1,1.561875057E1
9.108307830E-1,1.432500076E1,9.431250572E0,1.530000019E1
9.208307830E-1,1.350000095E1,1.091250038E1,1.561875057E1
9.308307830E-1,1.456875038E1,1.164375019E1,1.486875057E1
9.408307830E-1,1.336875057E1,1.192500019E1,1.865625000E1
9.508307830E-1,1.348125076E1,1.224375057E1,1.533750057E1
9.608307830E-1,1.451250076E1,1.222500038E1,1.563750076E1
9.708307830E-1,1.426875019E1,1.164375019E1,1.456875038E1
9.808307830E-1,1.466250038E1,1.134375000E1,1.653750038E1
9.908307830E-1,1.359375095E1,1.252500057E1,1.578750038E1
1.000830783E0,1.426875019E1,1.091250038E1,1.561875057E1
1.010830783E0,1.344375038E1,1.119375038E1,1.713750076E1
1.020830783E0,1.423125076E1,1.119375038E1,1.608750153E1
1.030830783E0,1.500000095E1,1.119375038E1,1.608750153E1
1.040830783E0,1.372500038E1,1.222500038E1,1.685625076E1
1.050830783E0,1.511250019E1,1.252500057E1,1.548750019E1
1.060830783E0,1.421250057E1,1.297500038E1,1.488750076E1
1.070830783E0,1.440000057E1,1.104375076E1,1.576875019E1
1.080830783E0,1.462500095E1,1.207500076E1,1.700625038E1
1.090830783E0,1.464375019E1,1.207500076E1,1.653750038E1
1.100830783E0,1.305000019E1,1.196250057E1,1.456875038E1
1.110830783E0,1.443750095E1,1.179375076E1,1.426875019E1
1.120830783E0,1.432500076E1,1.091250038E1,1.380000019E1
1.130830783E0,1.316250038E1,1.254375076E1,1.548750019E1
1.140830783E0,1.421250057E1,1.222500038E1,1.608750153E1
1.150830783E0,1.458750057E1,1.325625038E1,1.700625038E1
1.160830783E0,1.314375019E1,1.282500076E1,1.578750038E1
1.170830783E0,1.346250057E1,1.297500038E1,1.488750076E1
1.180830783E0,1.368750095E1,1.192500019E1,1.820625114E1
1.190830783E0,1.291875076E1,1.033125019E1,1.576875019E1
1.200830783E0,1.359375095E1,1.104375076E1,1.728750038E1
1.210830783E0,1.218750095E1,1.269375038E1,1.745625114E1
1.220830783E0,1.305000019E1,1.325625038E1,1.807500076E1
1.230830783E0,1.194375038E1,1.196250057E1,1.608750153E1
1.240830783E0,1.312500095E1,1.254375076E1,1.623750114E1
1.250830783E0,1.276875019E1,1.093125057E1,1.486875057E1
1.260830783E0,1.143750000E1,1.021875000E1,1.485000038E1
1.270830783E0,1.220625019E1,1.164375019E1,1.745625114E1
1.280830783E0,1.582500076E1,1.278750038E1,1.655625153E1
1.290830783E0,1.299375057E1,1.297500038E1,1.563750076E1
1.300830783E0,1.466250038E1,1.207500076E1,1.623750114E1
1.310830783E0,1.263750076E1,1.372500038E1,1.640625000E1
1.320830783E0,1.451250076E1,1.192500019E1,1.608750153E1
1.330830783E0,1.224375057E1,1.269375038E1,1.563750076E1
1.340830783E0,1.462500095E1,1.280625057E1,1.623750114E1
1.350830783E0,1.543125057E1,1.280625057E1,1.473750019E1
1.360830783E0,1.498125076E1,1.222500038E1,1.533750057E1
1.370830783E0,1.421250057E1,1.297500038E1,1.488750076E1
1.380830783E0,1.346250057E1,1.269375038E1,1.533750057E1
1.390830783E0,1.590000057E1,1.250625038E1,1.471875095E1
1.400830783E0,1.374375057E1,1.224375057E1,1.608750153E1
1.410830783E0,1.616250038E1,1.250625038E1,1.578750038E1
1.420830783E0,1.498125076E1,1.222500038E1,1.563750076E1
1.430830783E0,1.576875019E1,1.192500019E1,1.456875038E1
1.440830783E0,1.380000019E1,1.194375038E1,1.486875057E1
1.450830783E0,1.455000019E1,1.297500038E1,1.411875057E1
1.460830783E0,1.584375095E1,1.428750038E1,1.505625057E1
1.470830783E0,1.533750057E1,1.194375038E1,1.381875038E1
1.480830783E0,1.552500057E1,1.106250000E1,1.350000095E1
1.490830783E0,1.546875095E1,1.252500057E1,1.396875095E1
1.500830783E0,1.723125076E1,1.338750076E1,1.458750057E1
1.510830783E0,1.760625076E1,1.338750076E1,1.230000019E1
1.520830783E0,1.683750153E1,1.340625095E1,1.306875038E1
1.530830783E0,1.554375076E1,1.254375076E1,1.200000000E1
1.540830783E0,1.755000114E1,1.411875057E1,1.336875057E1
1.550830783E0,1.546875095E1,1.430625057E1,1.246875095E1
1.560830783E0,1.595625019E1,1.327500057E1,1.245000076E1
1.570830783E0,1.608750153E1,1.370625019E1,1.231875038E1
1.580830783E0,1.597500038E1,1.327500057E1,1.200000000E1
1.590830783E0,1.554375076E1,1.327500057E1,1.125000000E1
1.600830783E0,1.693125153E1,1.456875038E1,1.353750038E1
1.610830783E0,1.578750038E1,1.415625095E1,1.231875038E1
1.620830783E0,1.605000114E1,1.413750076E1,1.306875038E1
1.630830783E0,1.456875038E1,1.417500019E1,1.231875038E1
1.640830783E0,1.533750057E1,1.415625095E1,1.185000038E1
1.650830783E0,1.513125038E1,1.533750057E1,1.246875095E1
1.660830783E0,1.471875095E1,1.430625057E1,1.246875095E1
1.670830783E0,1.515000057E1,1.460625076E1,1.276875019E1
1.680830783E0,1.470000076E1,1.460625076E1,1.246875095E1
1.690830783E0,1.651875114E1,1.443750095E1,1.231875038E1
1.700830783E0,1.680000114E1,1.516875076E1,1.263750076E1
1.710830783E0,1.651875114E1,1.518750095E1,1.186875057E1
1.720830783E0,1.605000114E1,1.563750076E1,1.186875057E1
1.730830783E0,1.528125095E1,1.593750095E1,1.186875057E1
1.740830783E0,1.423125076E1,1.490625095E1,1.261875057E1
1.750830783E0,1.451250076E1,1.490625095E1,1.338750076E1
1.760830783E0,1.419375038E1,1.623750114E1,1.233750057E1
1.770830783E0,1.646250153E1,1.441875076E1,1.413750076E1
1.780830783E0,1.571250057E1,1.518750095E1,1.338750076E1
1.790830783E0,1.464375019E1,1.458750057E1,1.428750038E1
1.800830783E0,1.683750153E1,1.370625019E1,1.261875057E1
1.810830783E0,1.524375057E1,1.413750076E1,1.458750057E1
1.820830783E0,1.419375038E1,1.593750095E1,1.263750076E1
1.830830783E0,1.663125038E1,1.456875038E1,1.353750038E1
1.840830783E0,1.541250038E1,1.428750038E1,1.428750038E1
1.850830783E0,1.661250114E1,1.501875019E1,1.353750038E1
1.860830783E0,1.518750095E1,1.561875057E1,1.490625095E1
1.870830783E0,1.486875057E1,1.486875057E1,1.610625076E1
1.880830783E0,1.383750057E1,1.269375038E1,1.305000019E1
1.890830783E0,1.545000076E1,1.430625057E1,1.321875095E1
1.900830783E0,1.389375019E1,1.430625057E1,1.428750038E1
1.910830783E0,1.674375153E1,1.366875076E1,1.533750057E1
1.920830783E0,1.421250057E1,1.342500019E1,1.488750076E1
1.930830783E0,1.590000057E1,1.385625076E1,1.351875019E1
1.940830783E0,1.494375038E1,1.370625019E1,1.533750057E1
1.950830783E0,1.580625057E1,1.531875038E1,1.505625057E1
1.960830783E0,1.530000019E1,1.222500038E1,1.486875057E1
1.970830783E0,1.417500019E1,1.370625019E1,1.565625095E1
1.980830783E0,1.496250057E1,1.370625019E1,1.458750057E1
1.990830783E0,1.535625076E1,1.248750019E1,1.775625038E1
2.000830783E0,1.350000095E1,1.355625057E1,1.807500076E1
2.010830783E0,1.432500076E1,1.385625076E1,1.550625038E1
2.020830783E0,1.453125095E1,1.297500038E1,1.488750076E1
2.030830783E0,1.372500038E1,1.370625019E1,1.565625095E1
2.040830783E0,1.430625057E1,1.355625057E1,1.625625038E1
2.050830783E0,1.509375095E1,1.280625057E1,1.623750114E1
2.060830783E0,1.417500019E1,1.340625095E1,1.563750076E1
2.070830783E0,1.312500095E1,1.327500057E1,1.548750019E1
2.080830783E0,1.421250057E1,1.267500019E1,1.563750076E1
2.090830783E0,1.496250057E1,1.265625095E1,1.563750076E1
2.100830783E0,1.485000038E1,1.441875076E1,1.717500114E1
2.110830783E0,1.263750076E1,1.267500019E1,1.745625114E1
2.120830783E0,1.125000000E1,1.269375038E1,1.790625000E1
2.130830783E0,1.387500095E1,1.385625076E1,1.550625038E1
2.140830783E0,1.216875076E1,1.342500019E1,1.685625076E1
2.150830783E0,1.383750057E1,1.280625057E1,1.730625153E1
2.160830783E0,1.310625076E1,1.252500057E1,1.730625153E1
2.170830783E0,1.263750076E1,1.342500019E1,1.685625076E1
2.180830783E0,1.485000038E1,1.441875076E1,1.747500038E1
2.190830783E0,1.421250057E1,1.192500019E1,1.638750076E1
2.200830783E0,1.374375057E1,1.297500038E1,1.563750076E1
2.210830783E0,1.361250019E1,1.179375076E1,1.623750114E1
2.220830783E0,1.237500095E1,1.387500095E1,1.503750038E1
2.230830783E0,1.432500076E1,1.280625057E1,1.623750114E1
2.240830783E0,1.365000057E1,1.443750095E1,1.717500114E1
2.250830783E0,1.486875057E1,1.486875057E1,1.642500114E1
2.260830783E0,1.488750076E1,1.368750095E1,1.685625076E1
2.270830783E0,1.365000057E1,1.413750076E1,1.747500038E1
2.280830783E0,1.458750057E1,1.280625057E1,1.775625038E1
2.290830783E0,1.381875038E1,1.383750057E1,1.732500076E1
2.300830783E0,1.496250057E1,1.295625019E1,1.533750057E1
2.310830783E0,1.387500095E1,1.355625057E1,1.548750019E1
2.320830783E0,1.428750038E1,1.325625038E1,1.730625153E1
2.330830783E0,1.269375038E1,1.299375057E1,1.533750057E1
2.340830783E0,1.432500076E1,1.355625057E1,1.580625057E1
2.350830783E0,1.312500095E1,1.387500095E1,1.503750038E1
2.360830783E0,1.569375038E1,1.338750076E1,1.533750057E1
2.370830783E0,1.460625076E1,1.355625057E1,1.625625038E1
2.380830783E0,1.428750038E1,1.458750057E1,1.580625057E1
2.390830783E0,1.537500095E1,1.501875019E1,1.475625038E1
2.400830783E0,1.494375038E1,1.370625019E1,1.533750057E1
2.410830783E0,1.333125019E1,1.443750095E1,1.747500038E1
2.420830783E0,1.464375019E1,1.280625057E1,1.578750038E1
2.430830783E0,1.526250076E1,1.340625095E1,1.488750076E1
2.440830783E0,1.492500019E1,1.340625095E1,1.610625076E1
2.450830783E0,1.389375019E1,1.252500057E1,1.623750114E1
2.460830783E0,1.453125095E1,1.297500038E1,1.488750076E1
2.470830783E0,1.520625019E1,1.293750095E1,1.715625000E1
2.480830783E0,1.522500038E1,1.368750095E1,1.565625095E1
2.490830783E0,1.366875076E1,1.518750095E1,1.565625095E1
2.500830783E0,1.494375038E1,1.413750076E1,1.458750057E1
2.510830783E0,1.316250038E1,1.327500057E1,1.473750019E1
2.520830783E0,1.539375019E1,1.325625038E1,1.548750019E1
2.530830783E0,1.644375038E1,1.411875057E1,1.535625076E1
2.540830783E0,1.466250038E1,1.325625038E1,1.503750038E1
2.550830783E0,1.500000095E1,1.501875019E1,1.657500076E1
2.560830783E0,1.464375019E1,1.385625076E1,1.503750038E1
2.570830783E0,1.370625019E1,1.445625019E1,1.535625076E1
2.580830783E0,1.393125057E1,1.282500076E1,1.473750019E1
2.590830783E0,1.586250019E1,1.428750038E1,1.428750038E1
2.600830783E0,1.381875038E1,1.383750057E1,1.732500076E1
2.610830783E0,1.528125095E1,1.295625019E1,1.488750076E1
2.620830783E0,1.580625057E1,1.501875019E1,1.550625038E1
2.630830783E0,1.464375019E1,1.428750038E1,1.473750019E1
2.640830783E0,1.582500076E1,1.278750038E1,1.655625153E1
2.650830783E0,1.599375057E1,1.368750095E1,1.565625095E1
2.660830783E0,1.535625076E1,1.428750038E1,1.580625057E1
2.670830783E0,1.522500038E1,1.488750076E1,1.460625076E1
2.680830783E0,1.533750057E1,1.501875019E1,1.550625038E1
2.690830783E0,1.768125153E1,1.351875019E1,1.473750019E1
2.700830783E0,1.507500076E1,1.458750057E1,1.505625057E1
2.710830783E0,1.353750038E1,1.385625076E1,1.625625038E1
2.720830783E0,1.441875076E1,1.368750095E1,1.715625000E1
2.730830783E0,1.417500019E1,1.445625019E1,1.488750076E1
2.740830783E0,1.500000095E1,1.501875019E1,1.702500153E1
2.750830783E0,1.462500095E1,1.383750057E1,1.580625057E1
2.760830783E0,1.567500019E1,1.413750076E1,1.535625076E1
2.770830783E0,1.494375038E1,1.370625019E1,1.533750057E1
2.780830783E0,1.490625095E1,1.443750095E1,1.565625095E1
2.790830783E0,1.456875038E1,1.428750038E1,1.702500153E1
2.800830783E0,1.417500019E1,1.415625095E1,1.488750076E1
2.810830783E0,1.533750057E1,1.501875019E1,1.580625057E1
2.820830783E0,1.539375019E1,1.383750057E1,1.503750038E1
2.830830783E0,1.522500038E1,1.413750076E1,1.565625095E1
2.840830783E0,1.616250038E1,1.456875038E1,1.428750038E1
2.850830783E0,1.507500076E1,1.428750038E1,1.550625038E1
2.860830783E0,1.588125038E1,1.383750057E1,1.428750038E1
2.870830783E0,1.642500114E1,1.516875076E1,1.460625076E1
2.880830783E0,1.565625095E1,1.516875076E1,1.535625076E1
2.890830783E0,1.350000095E1,1.533750057E1,1.627500153E1
2.900830783E0,1.689375114E1,1.530000019E1,1.430625057E1
2.910830783E0,1.436250019E1,1.516875076E1,1.747500038E1
2.920830783E0,1.353750038E1,1.385625076E1,1.655625153E1
2.930830783E0,1.578750038E1,1.426875019E1,1.625625038E1
2.940830783E0,1.597500038E1,1.338750076E1,1.610625076E1
2.950830783E0,1.443750095E1,1.340625095E1,1.685625076E1
2.960830783E0,1.515000057E1,1.560000038E1,1.612500000E1
2.970830783E0,1.462500095E1,1.385625076E1,1.550625038E1
2.980830783E0,1.535625076E1,1.456875038E1,1.550625038E1
2.990830783E0,1.535625076E1,1.531875038E1,1.505625057E1
3.000830783E0,1.490625095E1,1.443750095E1,1.535625076E1
3.010830783E0,1.507500076E1,1.383750057E1,1.550625038E1
3.020830783E0,1.486875057E1,1.561875057E1,1.567500019E1
3.030830783E0,1.563750076E1,1.441875076E1,1.610625076E1
3.040830783E0,1.642500114E1,1.441875076E1,1.565625095E1
3.050830783E0,1.539375019E1,1.325625038E1,1.548750019E1
3.060830783E0,1.387500095E1,1.355625057E1,1.580625057E1
3.070830783E0,1.537500095E1,1.428750038E1,1.505625057E1
3.080830783E0,1.599375057E1,1.368750095E1,1.533750057E1
3.090830783E0,1.567500019E1,1.338750076E1,1.610625076E1
3.100830783E0,1.571250057E1,1.295625019E1,1.563750076E1
3.110830783E0,1.430625057E1,1.503750038E1,1.505625057E1
3.120830783E0,1.443750095E1,1.413750076E1,1.610625076E1
3.130830783E0,1.578750038E1,1.530000019E1,1.550625038E1
3.140830783E0,1.646250153E1,1.338750076E1,1.533750057E1
3.150830783E0,1.485000038E1,1.441875076E1,1.717500114E1
3.160830783E0,1.567500019E1,1.368750095E1,1.610625076E1
3.170830783E0,1.584375095E1,1.353750038E1,1.580625057E1
3.180830783E0,1.541250038E1,1.385625076E1,1.428750038E1
3.190830783E0,1.616250038E1,1.353750038E1,1.503750038E1
3.200830783E0,1.621875000E1,1.355625057E1,1.351875019E1
3.210830783E0,1.460625076E1,1.355625057E1,1.625625038E1
3.220830783E0,1.725000000E1,1.263750076E1,1.488750076E1
3.230830783E0,1.453125095E1,1.222500038E1,1.533750057E1
3.240830783E0,1.689375114E1,1.351875019E1,1.548750019E1
3.250830783E0,1.449375057E1,1.340625095E1,1.533750057E1
3.260830783E0,1.661250114E1,1.323750019E1,1.548750019E1
3.270830783E0,1.738125038E1,1.278750038E1,1.548750019E1
3.280830783E0,1.496250057E1,1.265625095E1,1.563750076E1
3.290830783E0,1.719375038E1,1.291875076E1,1.640625000E1
3.300830783E0,1.610625076E1,1.381875038E1,1.625625038E1
3.310830783E0,1.571250057E1,1.295625019E1,1.533750057E1
3.320830783E0,1.518750095E1,1.413750076E1,1.640625000E1
3.330830783E0,1.730625153E1,1.350000095E1,1.700625038E1
3.340830783E0,1.599375057E1,1.413750076E1,1.488750076E1
3.350830783E0,1.689375114E1,1.278750038E1,1.623750114E1
3.360830783E0,1.601250076E1,1.220625019E1,1.608750153E1
3.370830783E0,1.603125000E1,1.220625019E1,1.563750076E1
3.380830783E0,1.526250076E1,1.295625019E1,1.533750057E1
3.390830783E0,1.498125076E1,1.267500019E1,1.488750076E1
3.400830783E0,1.755000114E1,1.293750095E1,1.458750057E1
3.410830783E0,1.681875038E1,1.220625019E1,1.456875038E1
3.420830783E0,1.738125038E1,1.278750038E1,1.548750019E1
3.430830783E0,1.597500038E1,1.338750076E1,1.610625076E1
3.440830783E0,1.766250038E1,1.321875095E1,1.548750019E1
3.450830783E0,1.693125153E1,1.278750038E1,1.503750038E1
3.460830783E0,1.691250038E1,1.278750038E1,1.578750038E1
3.470830783E0,1.608750153E1,1.278750038E1,1.775625038E1
3.480830783E0,1.696875000E1,1.205625057E1,1.471875095E1
3.490830783E0,1.593750095E1,1.207500076E1,1.426875019E1
3.500830783E0,1.678125000E1,1.263750076E1,1.533750057E1
3.510830783E0,1.726875114E1,1.265625095E1,1.411875057E1
3.520830783E0,1.621875000E1,1.207500076E1,1.471875095E1
3.530830783E0,1.676250076E1,1.293750095E1,1.563750076E1
3.540830783E0,1.768125153E1,1.351875019E1,1.473750019E1
3.550830783E0,1.700625038E1,1.250625038E1,1.351875019E1
3.560830783E0,1.781250000E1,1.411875057E1,1.458750057E1
3.570830783E0,1.661250114E1,1.278750038E1,1.578750038E1
3.580830783E0,1.781250000E1,1.336875057E1,1.563750076E1
3.590830783E0,1.599375057E1,1.561875057E1,1.383750057E1
3.600830783E0,1.681875038E1,1.190625000E1,1.486875057E1
3.610830783E0,1.640625000E1,1.293750095E1,1.715625000E1
3.620830783E0,1.648125076E1,1.263750076E1,1.563750076E1
3.630830783E0,1.646250153E1,1.263750076E1,1.608750153E1
3.640830783E0,1.719375038E1,1.411875057E1,1.535625076E1
3.650830783E0,1.676250076E1,1.293750095E1,1.563750076E1
3.660830783E0,1.575000095E1,1.222500038E1,1.486875057E1
3.670830783E0,1.715625000E1,1.410000038E1,1.640625000E1
3.680830783E0,1.584375095E1,1.383750057E1,1.550625038E1
3.690830783E0,1.696875000E1,1.250625038E1,1.471875095E1
3.700830783E0,1.644375038E1,1.263750076E1,1.640625000E1
3.710830783E0,1.531875038E1,1.456875038E1,1.657500076E1
3.720830783E0,1.582500076E1,1.323750019E1,1.625625038E1
3.730830783E0,1.597500038E1,1.338750076E1,1.610625076E1
3.740830783E0,1.601250076E1,1.338750076E1,1.533750057E1
3.750830783E0,1.663125038E1,1.353750038E1,1.473750019E1
3.760830783E0,1.597500038E1,1.368750095E1,1.610625076E1
3.770830783E0,1.698750114E1,1.205625057E1,1.426875019E1
3.780830783E0,1.421250057E1,1.297500038E1,1.533750057E1
3.790830783E0,1.646250153E1,1.411875057E1,1.458750057E1
3.800830783E0,1.614375114E1,1.426875019E1,1.505625057E1
3.810830783E0,1.575000095E1,1.340625095E1,1.411875057E1
3.820830783E0,1.653750038E1,1.573125076E1,1.552500057E1
3.830830783E0,1.689375114E1,1.351875019E1,1.548750019E1
3.840830783E0,1.614375114E1,1.353750038E1,1.580625057E1
3.850830783E0,1.518750095E1,1.486875057E1,1.565625095E1
3.860830783E0,1.507500076E1,1.428750038E1,1.550625038E1
3.870830783E0,1.490625095E1,1.443750095E1,1.535625076E1
3.880830783E0,1.503750038E1,1.531875038E1,1.550625038E1
3.890830783E0,1.490625095E1,1.413750076E1,1.565625095E1
3.900830783E0,1.520625019E1,1.443750095E1,1.565625095E1
3.910830783E0,1.537500095E1,1.576875019E1,1.400625038E1
3.920830783E0,1.738125038E1,1.456875038E1,1.353750038E1
3.930830783E0,1.726875114E1,1.603125000E1,1.582500076E1
3.940830783E0,1.458750057E1,1.428750038E1,1.625625038E1
3.950830783E0,1.610625076E1,1.530000019E1,1.505625057E1
3.960830783E0,1.595625019E1,1.486875057E1,1.535625076E1
3.970830783E0,1.674375153E1,1.486875057E1,1.460625076E1
3.980830783E0,1.635000038E1,1.558125019E1,1.642500114E1
3.990830783E0,1.408125019E1,1.561875057E1,1.687500000E1
4.000830783E0,1.370625019E1,1.415625095E1,1.565625095E1
4.010830783E0,1.456875038E1,1.576875019E1,1.552500057E1
4.020830783E0,1.443750095E1,1.516875076E1,1.535625076E1
4.030830783E0,1.488750076E1,1.561875057E1,1.490625095E1
4.040830783E0,1.436250019E1,1.693125153E1,1.614375114E1
4.050830783E0,1.576875019E1,1.575000095E1,1.582500076E1
4.060830783E0,1.370625019E1,1.488750076E1,1.490625095E1
4.070830783E0,1.426875019E1,1.680000114E1,1.430625057E1
4.080830783E0,1.441875076E1,1.621875000E1,1.490625095E1
4.090830783E0,1.381875038E1,1.533750057E1,1.580625057E1
4.100830783E0,1.408125019E1,1.665000153E1,1.537500095E1
4.110830783E0,1.486875057E1,1.665000153E1,1.492500019E1
4.120830783E0,1.492500019E1,1.721250153E1,1.704375076E1
4.130830783E0,1.528125095E1,1.678125000E1,1.552500057E1
4.140830783E0,1.554375076E1,1.736250114E1,1.644375038E1
4.150830783E0,1.511250019E1,1.768125153E1,1.537500095E1
4.160830783E0,1.494375038E1,1.826250076E1,1.554375076E1
4.170830783E0,1.516875076E1,1.695000076E1,1.462500095E1
4.180830783E0,1.351875019E1,1.726875114E1,1.400625038E1
4.190830783E0,1.346250057E1,1.830000114E1,1.432500076E1
4.200830783E0,1.515000057E1,1.693125153E1,1.492500019E1
4.210830783E0,1.231875038E1,1.578750038E1,1.505625057E1
4.220830783E0,1.483125019E1,1.693125153E1,1.537500095E1
4.230830783E0,1.378125095E1,1.755000114E1,1.477500057E1
4.240830783E0,1.269375038E1,1.830000114E1,1.509375095E1
4.250830783E0,1.498125076E1,1.753125000E1,1.507500076E1
4.260830783E0,1.578750038E1,1.650000000E1,1.430625057E1
4.270830783E0,1.576875019E1,1.650000000E1,1.475625038E1
4.280830783E0,1.428750038E1,1.681875038E1,1.355625057E1
4.290830783E0,1.475625038E1,1.811250114E1,1.644375038E1
4.300830783E0,1.408125019E1,1.665000153E1,1.537500095E1
4.310830783E0,1.406250095E1,1.695000076E1,1.614375114E1
4.320830783E0,1.531875038E1,1.723125076E1,1.400625038E1
