"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.182971227E1,4.935779572E-1,3.035249710E-1,-3.518782139E0
7.183471227E1,4.572210014E-1,3.052939177E-1,-3.529148102E0
7.183971227E1,4.414578080E-1,3.199421167E-1,-3.553424358E0
7.184471227E1,3.801057339E-1,3.199622631E-1,-3.562337875E0
7.184971227E1,3.266941309E-1,3.062263727E-1,-3.521759033E0
7.185471227E1,2.899124026E-1,3.072047234E-1,-3.480103493E0
7.185971227E1,2.893899977E-1,3.246998787E-1,-3.427616119E0
7.186471227E1,3.241775036E-1,3.528366089E-1,-3.381054878E0
7.186971227E1,3.456914723E-1,3.969901800E-1,-3.322023392E0
7.187471227E1,3.492147028E-1,4.572688341E-1,-3.288054466E0
7.187971227E1,3.346092403E-1,4.801501036E-1,-3.291818619E0
7.188471227E1,3.338366151E-1,4.847390652E-1,-3.274672508E0
7.188971227E1,3.315109313E-1,4.756940603E-1,-3.244289875E0
7.189471227E1,3.258266747E-1,4.567979574E-1,-3.193530083E0
7.189971227E1,3.012583554E-1,4.322302341E-1,-3.119953156E0
7.190471227E1,2.571728230E-1,4.200354815E-1,-3.058053017E0
7.190971227E1,2.106718421E-1,4.075360298E-1,-2.949830055E0
7.191471227E1,1.280381382E-1,3.962700367E-1,-2.818031311E0
7.191971227E1,6.742948294E-2,3.543597460E-1,-2.694044590E0
7.192471227E1,3.854334354E-3,3.137502670E-1,-2.544864655E0
7.192971227E1,-6.871438771E-2,2.902739644E-1,-2.360342979E0
7.193471227E1,-1.346474290E-1,2.725033760E-1,-2.178693771E0
7.193971227E1,-1.991968453E-1,2.800304294E-1,-2.005764961E0
7.194471227E1,-2.530494332E-1,2.885347605E-1,-1.835797310E0
7.194971227E1,-3.042123616E-1,3.362092972E-1,-1.676140785E0
7.195471227E1,-3.704602122E-1,3.859989643E-1,-1.570179939E0
7.195971227E1,-4.110902846E-1,4.712974429E-1,-1.473774910E0
7.196471227E1,-4.467792809E-1,5.437340736E-1,-1.422557831E0
7.196971227E1,-5.198113918E-1,6.222671270E-1,-1.371592522E0
7.197471227E1,-5.872101188E-1,7.128655314E-1,-1.313075066E0
7.197971227E1,-6.158348322E-1,7.778310776E-1,-1.212190628E0
7.198471227E1,-6.133868098E-1,8.467492461E-1,-1.102056503E0
7.198971227E1,-5.938860774E-1,9.348723888E-1,-9.823703766E-1
7.199471227E1,-5.947274566E-1,1.048900485E0,-8.878765106E-1
7.199971227E1,-5.837080479E-1,1.163112521E0,-8.046407700E-1
7.200471227E1,-6.031416059E-1,1.243887782E0,-6.685533524E-1
7.200971227E1,-6.081734896E-1,1.306763649E0,-4.887666702E-1
7.201471227E1,-6.190910935E-1,1.333437800E0,-3.271970749E-1
7.201971227E1,-5.914155841E-1,1.367220163E0,-1.357374191E-1
7.202471227E1,-5.393840075E-1,1.404373169E0,5.029678345E-2
7.202971227E1,-4.943020642E-1,1.442562699E0,2.090454102E-1
7.203471227E1,-4.393264055E-1,1.404549360E0,3.619461060E-1
7.203971227E1,-3.497920334E-1,1.348144531E0,5.956115723E-1
7.204471227E1,-2.337724417E-1,1.294420242E0,8.409099579E-1
7.204971227E1,-1.503771544E-1,1.191639900E0,1.097624779E0
7.205471227E1,-6.999236345E-2,1.047873735E0,1.374471664E0
7.205971227E1,-4.009142518E-2,8.777153492E-1,1.666817665E0
7.206471227E1,-4.301029444E-2,7.394601703E-1,2.003089905E0
7.206971227E1,-1.093608737E-1,6.608014703E-1,2.371055603E0
7.207471227E1,-2.383998632E-1,6.683081985E-1,2.683345795E0
7.207971227E1,-4.270947576E-1,7.013447881E-1,2.890358925E0
7.208471227E1,-6.461240053E-1,7.936580777E-1,3.001363754E0
7.208971227E1,-8.665896058E-1,8.792000413E-1,2.995621681E0
7.209471227E1,-1.027182937E0,9.087138772E-1,2.865789413E0
7.209971227E1,-1.124823093E0,8.448719382E-1,2.609177589E0
7.210471227E1,-1.158337474E0,7.199074626E-1,2.353482246E0
7.210971227E1,-1.135109425E0,5.936114192E-1,2.223682404E0
7.211471227E1,-1.103760481E0,5.260254145E-1,2.295607567E0
7.211971227E1,-1.127571464E0,5.188997984E-1,2.546069145E0
7.212471227E1,-1.132510900E0,5.390729904E-1,2.810467720E0
7.212971227E1,-1.185295582E0,5.314402580E-1,3.031652451E0
7.213471227E1,-1.272121668E0,4.685398340E-1,3.218025208E0
7.213971227E1,-1.310435295E0,3.425185680E-1,3.362023354E0
7.214471227E1,-1.322661638E0,1.556532383E-1,3.527998924E0
7.214971227E1,-1.292744994E0,-1.361614466E-1,3.697527885E0
7.215471227E1,-1.146319509E0,-4.488551617E-1,3.871775627E0
7.215971227E1,-8.328837156E-1,-6.935650110E-1,3.789530754E0
7.216471227E1,-8.555944562E-1,-1.243933558E0,3.659816742E0
7.216971227E1,-9.802024364E-1,-1.634619832E0,3.958888054E0
7.217471227E1,-1.022954345E0,-1.789549112E0,4.562145233E0
7.217971227E1,-9.972632527E-1,-1.841536164E0,4.991478920E0
7.218471227E1,-1.044046044E0,-1.776440263E0,5.106206894E0
7.218971227E1,-1.179922104E0,-1.635744333E0,5.030295372E0
7.219471227E1,-1.219042897E0,-1.401378989E0,4.710478783E0
7.219971227E1,-1.146744490E0,-1.117808342E0,4.083468437E0
7.220471227E1,-1.020658612E0,-8.037991524E-1,3.272778511E0
7.220971227E1,-8.826048970E-1,-5.089935660E-1,2.392895699E0
7.221471227E1,-6.512836218E-1,-2.720976174E-1,1.577065468E0
7.221971227E1,-3.815850616E-1,-1.448616087E-1,7.815275192E-1
7.222471227E1,-1.504808664E-1,-1.190408766E-1,-2.497673035E-3
7.222971227E1,4.420569539E-2,-1.314052641E-1,-6.955080032E-1
7.223471227E1,1.770969629E-1,-1.365265846E-1,-1.140007973E0
7.223971227E1,2.557326853E-1,-1.286973953E-1,-1.322549820E0
7.224471227E1,2.885069251E-1,-1.235682070E-1,-1.294455528E0
7.224971227E1,2.937479615E-1,-1.792063117E-1,-1.094039917E0
7.225471227E1,2.726441622E-1,-2.516697049E-1,-8.395071030E-1
7.225971227E1,2.686513364E-1,-3.598809242E-1,-5.941066742E-1
7.226471227E1,2.913534939E-1,-5.062958002E-1,-2.665338516E-1
7.226971227E1,3.225742877E-1,-6.607103348E-1,1.226930618E-1
7.227471227E1,3.308273554E-1,-8.249931335E-1,5.359992981E-1
7.227971227E1,6.775945425E-2,-1.071467280E0,9.136352539E-1
7.228471227E1,2.599329948E-1,-1.112825394E0,1.071523666E0
7.228971227E1,3.989166319E-1,-1.187286615E0,1.160925865E0
7.229471227E1,5.254793167E-1,-1.178265095E0,1.264127731E0
7.229971227E1,6.584302187E-1,-1.162116051E0,1.411679268E0
7.230471227E1,7.870730162E-1,-1.095977664E0,1.471986771E0
7.230971227E1,8.963131905E-1,-9.771351814E-1,1.426868439E0
7.231471227E1,8.465527296E-1,-7.216818929E-1,1.167774200E0
7.231971227E1,7.273188233E-1,-5.282542706E-1,9.957160950E-1
7.232471227E1,8.451797962E-1,-3.679973781E-1,6.534070969E-1
7.232971227E1,8.437366486E-1,-3.526810110E-1,3.163242340E-1
7.233471227E1,7.648640871E-1,-3.019703329E-1,-4.661655426E-2
7.233971227E1,6.713593602E-1,-1.534924209E-1,-4.195680618E-1
7.234471227E1,5.613083839E-1,-2.598425746E-2,-7.441835403E-1
7.234971227E1,4.165478349E-1,5.606105924E-2,-1.122813225E0
7.235471227E1,2.324115783E-1,6.689170003E-2,-1.516937256E0
7.235971227E1,8.896720409E-2,7.867795229E-2,-1.783687592E0
7.236471227E1,-4.421764612E-2,8.178013563E-2,-2.110682487E0
7.236971227E1,-1.974958479E-1,1.006511152E-1,-2.416264534E0
7.237471227E1,-3.580595851E-1,9.942507744E-2,-2.685654640E0
7.237971227E1,-4.692220688E-1,1.395550072E-1,-2.875831604E0
7.238471227E1,-5.732622743E-1,1.337897480E-1,-3.022445679E0
7.238971227E1,-6.496191621E-1,1.713211536E-1,-3.129687309E0
7.239471227E1,-7.184931636E-1,2.296756208E-1,-3.203582764E0
7.239971227E1,-8.762009740E-1,1.536433995E-1,-3.560949326E0
7.240471227E1,-1.089321733E0,1.955810785E-1,-4.082804203E0
7.240971227E1,-1.292895555E0,1.923979223E-1,-4.192148209E0
7.241471227E1,-1.450126171E0,8.087825775E-2,-3.907394409E0
7.241971227E1,-1.344156742E0,9.478032589E-2,-3.340368748E0
7.242471227E1,-9.808402061E-1,1.547956765E-1,-2.889069557E0
7.242971227E1,-5.319271088E-1,2.219130397E-1,-2.555302620E0
7.243471227E1,-1.634010971E-1,2.881612778E-1,-2.236579895E0
7.243971227E1,3.242784739E-2,3.109629750E-1,-1.978389740E0
7.244471227E1,7.999637723E-2,3.851305544E-1,-1.778940201E0
7.244971227E1,5.802035332E-2,4.894270599E-1,-1.660196304E0
7.245471227E1,4.102954268E-2,5.955131054E-1,-1.621600151E0
7.245971227E1,-3.003090620E-3,6.724535227E-1,-1.634274483E0
7.246471227E1,-9.399753809E-2,7.234985828E-1,-1.646680832E0
7.246971227E1,-1.779918075E-1,6.801906228E-1,-1.635005951E0
7.247471227E1,-2.333703339E-1,5.986219645E-1,-1.631250381E0
7.247971227E1,-2.657265961E-1,5.085429549E-1,-1.608701706E0
7.248471227E1,-2.881608307E-1,4.390379786E-1,-1.578103065E0
7.248971227E1,-2.918040752E-1,4.008281827E-1,-1.569243431E0
7.249471227E1,-3.144659996E-1,3.906385899E-1,-1.544258118E0
7.249971227E1,-3.643617332E-1,3.867900968E-1,-1.522578239E0
7.250471227E1,-4.076969922E-1,3.584195375E-1,-1.493404388E0
7.250971227E1,-4.381510317E-1,3.561725020E-1,-1.472188950E0
7.251471227E1,-4.860365689E-1,3.567691445E-1,-1.453921318E0
7.251971227E1,-5.197830200E-1,3.431515098E-1,-1.446982384E0
7.252471227E1,-5.589871407E-1,3.236702085E-1,-1.419686317E0
7.252971227E1,-5.847195983E-1,3.307971954E-1,-1.366382599E0
7.253471227E1,-6.247966290E-1,3.427464962E-1,-1.294045448E0
7.253971227E1,-6.523755789E-1,3.468949795E-1,-1.200386047E0
7.254471227E1,-6.669049859E-1,3.671096563E-1,-1.106058121E0
7.254971227E1,-6.953172684E-1,4.220680594E-1,-1.001821518E0
7.255471227E1,-7.083352804E-1,4.867509604E-1,-9.000110626E-1
7.255971227E1,-7.374405265E-1,5.414984822E-1,-8.225593567E-1
7.256471227E1,-7.679106593E-1,5.428884029E-1,-7.294616699E-1
7.256971227E1,-7.654895782E-1,4.998057485E-1,-6.130790710E-1
7.257471227E1,-7.795618176E-1,4.511821866E-1,-4.956407547E-1
7.257971227E1,-7.846865654E-1,4.385202527E-1,-3.762292862E-1
7.258471227E1,-7.830917239E-1,4.160264134E-1,-1.977710724E-1
7.258971227E1,-7.036170959E-1,3.954449296E-1,1.920986176E-2
7.259471227E1,-5.981589556E-1,3.781641722E-1,2.120428085E-1
7.259971227E1,-4.860738218E-1,3.339016438E-1,3.618164062E-1
7.260471227E1,-4.063827097E-1,2.853242755E-1,4.560241699E-1
7.260971227E1,-3.770464659E-1,2.445272803E-1,5.439720154E-1
7.261471227E1,-3.380352855E-1,1.921641231E-1,6.084957123E-1
7.261971227E1,-3.599513769E-1,1.380903721E-1,6.807813644E-1
7.262471227E1,-3.606307209E-1,6.368613243E-2,7.535028458E-1
7.262971227E1,-3.495772779E-1,-1.242107153E-2,8.204841614E-1
7.263471227E1,-3.393315673E-1,-8.863377571E-2,9.400444031E-1
7.263971227E1,-3.303584158E-1,-1.614016891E-1,1.106320381E0
7.264471227E1,-3.056522012E-1,-2.338509560E-1,1.302944183E0
7.264971227E1,-2.658475041E-1,-2.465219796E-1,1.507842064E0
7.265471227E1,-2.010202408E-1,-1.799860597E-1,1.734622002E0
7.265971227E1,-1.574310660E-1,-3.354990482E-2,1.900813103E0
7.266471227E1,-1.276261955E-1,1.424549222E-1,1.995549202E0
7.266971227E1,-2.627626061E-2,3.466799855E-1,2.102429390E0
7.267471227E1,9.878589213E-2,5.089965463E-1,2.115390778E0
7.267971227E1,1.990220100E-1,6.025216579E-1,1.966523170E0
7.268471227E1,1.727816761E-1,7.330387235E-1,1.642086029E0
7.268971227E1,1.431119442E-1,7.601968050E-1,1.264971733E0
7.269471227E1,1.461829990E-1,6.942344308E-1,1.045987129E0
7.269971227E1,2.122360766E-1,5.717376471E-1,1.091245651E0
7.270471227E1,2.840961218E-1,4.275290966E-1,1.407708168E0
7.270971227E1,3.764883578E-1,3.161710501E-1,1.846728325E0
7.271471227E1,3.974294662E-1,2.235196829E-1,2.350669861E0
7.271971227E1,3.554958999E-1,1.450576782E-1,2.868614197E0
7.272471227E1,2.989301383E-1,2.349674702E-3,3.492946625E0
7.272971227E1,2.189923823E-1,-1.880751252E-1,4.038107872E0
7.273471227E1,1.225931793E-1,-4.328802228E-1,4.529495239E0
7.273971227E1,-1.629948616E-2,-7.415195107E-1,4.932676315E0
7.274471227E1,-2.657863796E-1,-1.113829970E0,5.228668213E0
7.274971227E1,-4.303664863E-1,-1.392733693E0,5.376075745E0
7.275471227E1,-5.141406059E-1,-1.560426593E0,5.371695518E0
7.275971227E1,-6.084219217E-1,-1.627014399E0,5.207674980E0
7.276471227E1,-6.739772558E-1,-1.605573654E0,4.908876419E0
7.276971227E1,-7.115069628E-1,-1.491494417E0,4.400117874E0
7.277471227E1,-7.279254198E-1,-1.293168187E0,3.676438332E0
7.277971227E1,-6.981739998E-1,-9.988249540E-1,2.864151001E0
7.278471227E1,-5.714544058E-1,-6.697341204E-1,2.031642914E0
7.278971227E1,-3.615742326E-1,-4.229922295E-1,1.241343498E0
7.279471227E1,-9.413143992E-2,-2.477602959E-1,5.604190826E-1
7.279971227E1,2.061074972E-1,-1.698674560E-1,-1.450538635E-3
7.280471227E1,5.295482874E-1,-1.097283959E-1,-3.900156021E-1
7.280971227E1,8.589804173E-1,-4.289600253E-2,-6.406898499E-1
7.281471227E1,1.138515949E0,-1.010084152E-2,-6.444091797E-1
7.281971227E1,1.399890900E0,8.494138718E-3,-4.165382385E-1
7.282471227E1,1.667569280E0,6.151914597E-3,-3.240489960E-2
7.282971227E1,1.880071282E0,-5.950671434E-2,4.338903427E-1
7.283471227E1,2.033227682E0,-2.003829479E-1,8.689956665E-1
7.283971227E1,2.158328295E0,-4.244474769E-1,1.345005989E0
7.284471227E1,2.261262894E0,-6.966267228E-1,1.717120171E0
7.284971227E1,2.312055826E0,-9.454434514E-1,1.979140282E0
7.285471227E1,2.296127796E0,-1.167471647E0,2.146114349E0
7.285971227E1,2.226135731E0,-1.308216572E0,2.193079948E0
7.286471227E1,2.122234344E0,-1.390034318E0,2.147099495E0
7.286971227E1,2.077326536E0,-1.388555646E0,2.118667603E0
7.287471227E1,2.026645184E0,-1.510817051E0,1.968523026E0
7.287971227E1,1.903258324E0,-1.611006141E0,1.700187683E0
7.288471227E1,1.775014162E0,-1.603335381E0,1.380881310E0
7.288971227E1,1.690633178E0,-1.501552582E0,9.839916229E-1
7.289471227E1,1.641193509E0,-1.350940108E0,5.522985458E-1
7.289971227E1,1.597738266E0,-1.188040972E0,6.889057159E-2
7.290471227E1,1.548256397E0,-1.021926403E0,-4.491891861E-1
7.290971227E1,1.507198334E0,-8.412209749E-1,-9.491539001E-1
7.291471227E1,1.489340305E0,-6.708143353E-1,-1.375841141E0
7.291971227E1,1.497989416E0,-5.242574215E-1,-1.783678055E0
7.292471227E1,1.524979591E0,-3.965266943E-1,-2.146876335E0
7.292971227E1,1.555747032E0,-2.842346430E-1,-2.446783066E0
7.293471227E1,1.573032022E0,-1.659364700E-1,-2.706215858E0
7.293971227E1,1.538500905E0,-9.667879343E-2,-2.961434364E0
7.294471227E1,1.431989789E0,-6.346398592E-2,-3.254381657E0
7.294971227E1,1.261142850E0,-5.281639099E-2,-3.453773499E0
7.295471227E1,1.099739790E0,-1.501500607E-2,-3.588863373E0
7.295971227E1,9.330868721E-1,2.519130707E-3,-3.733358860E0
7.296471227E1,7.510447502E-1,1.144957542E-2,-3.776919365E0
7.296971227E1,5.626670718E-1,-3.524625301E-2,-3.768916130E0
7.297471227E1,3.252559304E-1,-6.998467445E-2,-3.748923779E0
7.297971227E1,1.126925945E-1,-1.185834408E-1,-3.736131668E0
7.298471227E1,-2.372158766E-1,-2.376964092E-1,-4.076236725E0
7.298971227E1,-5.791826248E-1,-1.750000715E-1,-4.559275627E0
7.299471227E1,-8.116959333E-1,-1.870033741E-1,-4.722017288E0
7.299971227E1,-1.105916739E0,-2.983540297E-1,-4.713417053E0
7.300471227E1,-1.262572885E0,-1.958976388E-1,-4.387707710E0
7.300971227E1,-1.036988854E0,-6.247806549E-2,-4.021224022E0
7.301471227E1,-6.088954210E-1,-2.029430866E-2,-3.690801620E0
7.301971227E1,-1.957799494E-1,1.207697392E-2,-3.407589912E0
7.302471227E1,1.120289266E-1,8.014380932E-2,-3.108923435E0
7.302971227E1,2.685725093E-1,2.000826597E-1,-2.846672535E0
7.303471227E1,3.196284175E-1,3.475642204E-1,-2.637776375E0
7.303971227E1,3.061099946E-1,5.125143528E-1,-2.522808075E0
7.304471227E1,2.644963562E-1,6.560125351E-1,-2.458652496E0
7.304971227E1,1.872719526E-1,7.585551739E-1,-2.447967052E0
7.305471227E1,1.098314226E-1,7.940045595E-1,-2.487348557E0
7.305971227E1,4.921016097E-2,7.743222713E-1,-2.532606602E0
7.306471227E1,-1.178264618E-2,6.996840239E-1,-2.569562912E0
7.306971227E1,-4.524879158E-2,6.381450891E-1,-2.595808506E0
7.307471227E1,-8.006972075E-2,5.880179405E-1,-2.590289116E0
7.307971227E1,-1.193080842E-1,5.469996929E-1,-2.531000137E0
7.308471227E1,-2.224495262E-1,5.013707876E-1,-2.422737122E0
7.308971227E1,-3.299534917E-1,4.699558020E-1,-2.261610985E0
7.309471227E1,-4.419387281E-1,4.033739567E-1,-2.044947624E0
7.309971227E1,-5.161298513E-1,3.469102383E-1,-1.847621441E0
7.310471227E1,-6.088709831E-1,2.756457329E-1,-1.592622757E0
7.310971227E1,-7.163757086E-1,2.385214567E-1,-1.326670647E0
7.311471227E1,-8.350641727E-1,2.034676075E-1,-1.053898811E0
7.311971227E1,-9.314695001E-1,1.701966524E-1,-8.744869232E-1
7.312471227E1,-1.026255250E0,1.717470884E-1,-7.448759079E-1
7.312971227E1,-1.077296495E0,2.071321011E-1,-6.646108627E-1
7.313471227E1,-1.094030976E0,3.096313477E-1,-6.012525558E-1
7.313971227E1,-1.063450336E0,4.403825998E-1,-5.578727722E-1
7.314471227E1,-9.798483253E-1,6.333334446E-1,-4.878683090E-1
7.314971227E1,-8.657239079E-1,7.996523380E-1,-4.296998978E-1
7.315471227E1,-7.683522701E-1,9.748423100E-1,-3.961877823E-1
7.315971227E1,-6.748479009E-1,1.122901797E0,-3.643703461E-1
7.316471227E1,-6.125898361E-1,1.246320605E0,-3.678960800E-1
7.316971227E1,-5.172335505E-1,1.352225065E0,-3.822927475E-1
7.317471227E1,-4.228787720E-1,1.399179339E0,-3.944177628E-1
7.317971227E1,-3.358284533E-1,1.434565783E0,-3.834180832E-1
7.318471227E1,-2.853439152E-1,1.435813546E0,-3.344020844E-1
7.318971227E1,-2.185583413E-1,1.409093618E0,-3.001947403E-1
7.319471227E1,-1.422446668E-1,1.367292166E0,-2.819099426E-1
7.319971227E1,-5.702975392E-2,1.330728412E0,-2.062158585E-1
7.320471227E1,6.760683656E-2,1.287646413E0,-5.901908875E-2
7.320971227E1,2.078932375E-1,1.216121793E0,1.400089264E-1
7.321471227E1,3.437420726E-1,1.115899682E0,4.083919525E-1
7.321971227E1,5.022207499E-1,9.790639877E-1,7.287044525E-1
7.322471227E1,6.350990534E-1,8.109016418E-1,1.048921585E0
7.322971227E1,7.529915571E-1,6.319314241E-1,1.383554459E0
7.323471227E1,7.554211617E-1,5.506639481E-1,1.669091225E0
7.323971227E1,6.558738947E-1,5.595672131E-1,1.835145950E0
7.324471227E1,4.935997427E-1,5.298724174E-1,1.978920937E0
7.324971227E1,2.753968537E-1,4.334205389E-1,2.077623367E0
7.325471227E1,2.743348479E-2,3.394393921E-1,2.137256622E0
7.325971227E1,-2.174388766E-1,3.145514727E-1,2.116418839E0
7.326471227E1,-3.893156052E-1,3.830175400E-1,1.998135567E0
7.326971227E1,-5.179040432E-1,5.235316753E-1,1.759519577E0
7.327471227E1,-6.163373590E-1,6.726237535E-1,1.471336365E0
7.327971227E1,-6.854904294E-1,7.370903492E-1,1.153357506E0
7.328471227E1,-7.605750561E-1,7.308850288E-1,9.539842606E-1
7.328971227E1,-8.123919964E-1,6.374222040E-1,8.518915176E-1
7.329471227E1,-8.782028556E-1,4.788509607E-1,8.432855606E-1
7.329971227E1,-9.486532807E-1,2.941040993E-1,9.667959213E-1
7.330471227E1,-1.013615012E0,1.126977205E-1,1.211198807E0
7.330971227E1,-1.060292244E0,-4.142403603E-2,1.620224953E0
7.331471227E1,-1.017215252E0,-1.779305935E-1,2.142747879E0
7.331971227E1,-9.319883585E-1,-3.348911405E-1,2.653257370E0
7.332471227E1,-8.204711676E-1,-5.521450043E-1,3.149604797E0
7.332971227E1,-7.337076664E-1,-8.296597600E-1,3.601635933E0
7.333471227E1,-7.271456122E-1,-1.113447189E0,4.006355286E0
7.333971227E1,-7.476702929E-1,-1.342778921E0,4.349213600E0
7.334471227E1,-7.797270417E-1,-1.474920511E0,4.512160301E0
7.334971227E1,-8.019974232E-1,-1.533339262E0,4.512097359E0
7.335471227E1,-7.825776339E-1,-1.484077930E0,4.285502434E0
7.335971227E1,-7.188435197E-1,-1.324622631E0,3.813549042E0
7.336471227E1,-6.392394900E-1,-1.051578283E0,3.172169685E0
7.336971227E1,-5.646259189E-1,-6.616562605E-1,2.426079750E0
7.337471227E1,-4.897149205E-1,-2.468678355E-1,1.634759903E0
7.337971227E1,-3.794518113E-1,1.271772385E-1,9.340076447E-1
7.338471227E1,-1.947472095E-1,4.502373934E-1,3.037824631E-1
7.338971227E1,4.801815748E-2,6.579813361E-1,-2.009153366E-1
7.339471227E1,2.876347303E-1,7.711666822E-1,-5.417585373E-1
7.339971227E1,4.986031651E-1,7.415782213E-1,-6.054258347E-1
7.340471227E1,6.724883318E-1,6.626839042E-1,-4.494094849E-1
7.340971227E1,8.785275221E-1,5.167357326E-1,-1.283445358E-1
7.341471227E1,1.042982936E0,3.011522293E-1,3.614988327E-1
7.341971227E1,1.103075862E0,4.971480370E-2,9.996271133E-1
7.342471227E1,1.108352661E0,-2.539053559E-1,1.717817307E0
7.342971227E1,1.050171614E0,-5.566123724E-1,2.345817566E0
7.343471227E1,9.561759830E-1,-8.660427332E-1,2.865811348E0
7.343971227E1,8.612347841E-1,-1.144715667E0,3.234845161E0
7.344471227E1,7.153956890E-1,-1.393001556E0,3.460016251E0
7.344971227E1,5.385654569E-1,-1.575762510E0,3.565870285E0
7.345471227E1,3.758749962E-1,-1.711218119E0,3.511377335E0
7.345971227E1,2.323230505E-1,-1.745492220E0,3.262655258E0
7.346471227E1,1.125519276E-1,-1.709200859E0,2.836906433E0
7.346971227E1,3.287166357E-2,-1.586170793E0,2.283146858E0
7.347471227E1,-3.376662731E-2,-1.421172380E0,1.651711464E0
7.347971227E1,-6.209433079E-2,-1.207244396E0,9.797897339E-1
7.348471227E1,-6.363534927E-2,-9.723127484E-1,3.357086182E-1
7.348971227E1,-6.736654043E-2,-7.403827906E-1,-1.834335327E-1
7.349471227E1,-3.000929952E-2,-5.276436806E-1,-6.494941711E-1
7.349971227E1,3.958225250E-2,-3.642017245E-1,-1.085799217E0
7.350471227E1,8.436793089E-2,-2.362071276E-1,-1.446501732E0
7.350971227E1,9.822267294E-2,-1.086161733E-1,-1.741957664E0
7.351471227E1,8.926036954E-2,2.547395229E-2,-1.989941597E0
7.351971227E1,7.091733813E-2,1.420025229E-1,-2.195159912E0
7.352471227E1,9.914487600E-3,2.463985682E-1,-2.344255447E0
7.352971227E1,-4.894864559E-2,2.929695249E-1,-2.453929901E0
7.353471227E1,-1.273539066E-1,3.308222294E-1,-2.611286163E0
7.353971227E1,-2.305536568E-1,3.115262389E-1,-2.737708092E0
7.354471227E1,-3.203414977E-1,2.789364457E-1,-2.821497917E0
7.354971227E1,-3.853639364E-1,2.604724765E-1,-2.938327789E0
7.355471227E1,-4.555617869E-1,2.164421678E-1,-3.027637482E0
7.355971227E1,-5.060094595E-1,2.079287171E-1,-3.113985062E0
7.356471227E1,-5.325824022E-1,2.071995139E-1,-3.211519241E0
7.356971227E1,-5.480633974E-1,1.990501285E-1,-3.329288960E0
7.357471227E1,-5.295416117E-1,2.233740687E-1,-3.424782753E0
7.357971227E1,-5.165171623E-1,2.874540091E-1,-3.498072624E0
7.358471227E1,-4.681049287E-1,3.659573793E-1,-3.485442638E0
7.358971227E1,-4.084961116E-1,4.501926303E-1,-3.443645000E0
7.359471227E1,-3.341510892E-1,5.179319978E-1,-3.340353012E0
7.359971227E1,-2.311127782E-1,5.708986521E-1,-3.257778168E0
7.360471227E1,-1.117100716E-1,6.219760180E-1,-3.145650387E0
7.360971227E1,-4.170867801E-2,6.754447222E-1,-3.043544292E0
7.361471227E1,-2.252215147E-2,7.043411732E-1,-2.921141624E0
7.361971227E1,-3.189146519E-3,7.454246283E-1,-2.807557583E0
7.362471227E1,1.009047031E-3,7.744837999E-1,-2.691365242E0
7.362971227E1,-1.553052664E-2,7.979371548E-1,-2.557143211E0
7.363471227E1,-5.844378471E-2,7.998035550E-1,-2.447204590E0
7.363971227E1,-1.024136841E-1,8.166177869E-1,-2.374718666E0
7.364471227E1,-1.694077253E-1,8.081205487E-1,-2.326518059E0
7.364971227E1,-2.281911075E-1,8.000522256E-1,-2.299745560E0
7.365471227E1,-2.455448806E-1,7.714428902E-1,-2.235931396E0
7.365971227E1,-2.537661791E-1,7.308272123E-1,-2.129914284E0
7.366471227E1,-2.564664781E-1,6.929692030E-1,-1.976537704E0
7.366971227E1,-2.315131426E-1,6.493023038E-1,-1.799266338E0
7.367471227E1,-2.012079954E-1,5.857235193E-1,-1.620605469E0
7.367971227E1,-1.876173913E-1,5.230932236E-1,-1.393694878E0
7.368471227E1,-1.942043006E-1,4.668953419E-1,-1.154069901E0
7.368971227E1,-2.314391583E-1,4.067758322E-1,-9.055795670E-1
7.369471227E1,-2.814805508E-1,3.827795982E-1,-6.438417435E-1
7.369971227E1,-3.694757819E-1,3.911204338E-1,-4.146223068E-1
7.370471227E1,-4.897159338E-1,4.506499171E-1,-2.704668045E-1
7.370971227E1,-6.105228066E-1,5.207746029E-1,-2.005882263E-1
7.371471227E1,-7.232996225E-1,5.559794307E-1,-1.716413498E-1
7.371971227E1,-7.929496765E-1,5.816648006E-1,-1.676263809E-1
7.372471227E1,-8.492206931E-1,5.762529969E-1,-1.135625839E-1
7.372971227E1,-8.636689186E-1,5.801298022E-1,-6.700801849E-2
7.373471227E1,-8.267098665E-1,5.887271166E-1,-2.567863464E-2
7.373971227E1,-7.561153173E-1,5.887164474E-1,1.092815399E-2
7.374471227E1,-6.486465931E-1,5.979338288E-1,6.899738312E-2
7.374971227E1,-5.041971803E-1,5.979958177E-1,1.673650742E-1
7.375471227E1,-3.891662955E-1,5.652773976E-1,3.089666367E-1
7.375971227E1,-3.081339598E-1,5.064445734E-1,4.550571442E-1
7.376471227E1,-2.634868622E-1,4.232510328E-1,6.123991013E-1
7.376971227E1,-2.186672240E-1,3.523428440E-1,7.791128159E-1
7.377471227E1,-1.844812781E-1,2.310207486E-1,9.769515991E-1
7.377971227E1,-1.705813557E-1,7.418894768E-2,1.220691681E0
7.378471227E1,-1.816345453E-1,-6.860023737E-2,1.484691620E0
