"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.890352517E2,2.145000076E1,7.931250095E0,2.542500114E1
1.890452517E2,2.145000076E1,7.931250095E0,2.542500114E1
1.890552517E2,2.221875000E1,1.010625076E1,2.726250076E1
1.890652517E2,2.321250153E1,8.925000191E0,2.587500191E1
1.890752517E2,2.150625038E1,8.793750763E0,2.724375153E1
1.890852517E2,2.238750076E1,9.956250191E0,2.696250153E1
1.890952517E2,2.235000038E1,9.656250000E0,2.846250153E1
1.891052517E2,2.193750000E1,9.825000763E0,2.726250076E1
1.891152517E2,2.238750076E1,8.925000191E0,2.816250038E1
1.891252517E2,2.246250153E1,7.893750191E0,2.662500191E1
1.891352517E2,2.375625038E1,9.056250572E0,2.756250191E1
1.891452517E2,2.229375076E1,9.093750000E0,2.604375076E1
1.891552517E2,2.201250076E1,8.793750763E0,2.572500038E1
1.891652517E2,2.362500000E1,9.656250000E0,2.619375038E1
1.891752517E2,2.150625038E1,9.093750000E0,2.679375076E1
1.891852517E2,2.077500153E1,9.093750000E0,2.649375153E1
1.891952517E2,2.240625000E1,9.225000381E0,2.694375038E1
1.892052517E2,2.225625038E1,8.775000572E0,2.724375153E1
1.892152517E2,2.306250000E1,6.862500191E0,2.752500153E1
1.892252517E2,2.233125114E1,1.068750000E1,2.771250153E1
1.892352517E2,2.231250000E1,9.825000763E0,2.497500038E1
1.892452517E2,2.227500153E1,8.343750000E0,2.754375076E1
1.892552517E2,2.163750076E1,9.975000381E0,2.696250153E1
1.892652517E2,2.321250153E1,8.193750381E0,2.664375114E1
1.892752517E2,2.197500038E1,9.075000763E0,2.679375076E1
1.892852517E2,2.214375114E1,8.943750381E0,2.587500191E1
1.892952517E2,2.265000153E1,7.612500191E0,2.602500153E1
1.893052517E2,2.300625038E1,9.075000763E0,2.724375153E1
1.893152517E2,2.319375038E1,9.956250191E0,2.544375038E1
1.893252517E2,2.476875114E1,8.925000191E0,2.467500114E1
1.893352517E2,2.148750114E1,9.525000572E0,2.726250076E1
1.893452517E2,1.936875153E1,1.074375057E1,2.589375114E1
1.893552517E2,2.120625114E1,8.793750763E0,2.724375153E1
1.893652517E2,2.167500114E1,9.975000381E0,2.544375038E1
1.893752517E2,2.250000000E1,1.083750057E1,2.726250076E1
1.893852517E2,2.308125114E1,1.186875057E1,2.698125076E1
1.893952517E2,2.259375000E1,9.525000572E0,2.574375153E1
1.894052517E2,2.235000038E1,9.956250191E0,2.816250038E1
1.894152517E2,2.336250114E1,8.043750763E0,2.679375076E1
1.894252517E2,2.146875000E1,9.825000763E0,2.726250076E1
1.894352517E2,2.238750076E1,9.656250000E0,2.741250038E1
1.894452517E2,2.090625000E1,8.943750381E0,2.694375038E1
1.894552517E2,2.246250153E1,8.493750572E0,2.617500114E1
1.894652517E2,2.300625038E1,9.806250572E0,2.679375076E1
1.894752517E2,2.225625038E1,9.525000572E0,2.679375076E1
1.894852517E2,2.070000076E1,9.825000763E0,2.801250076E1
1.894952517E2,2.212500000E1,8.193750381E0,2.769375038E1
1.895052517E2,1.916250038E1,1.057500076E1,2.803125191E1
1.895152517E2,2.193750000E1,9.525000572E0,2.726250076E1
1.895252517E2,2.073750114E1,9.543750763E0,2.679375076E1
1.895352517E2,2.244375038E1,9.675000191E0,2.544375038E1
1.895452517E2,2.206875038E1,9.656250000E0,2.771250153E1
1.895552517E2,2.265000153E1,8.362500191E0,2.497500038E1
1.895652517E2,2.445000076E1,8.175000191E0,2.587500191E1
1.895752517E2,1.925625038E1,9.862500191E0,2.574375153E1
1.895852517E2,2.313750076E1,1.038750076E1,2.666250038E1
1.895952517E2,2.191875076E1,1.158750057E1,2.606250191E1
1.896052517E2,2.126250076E1,1.113750076E1,2.818125153E1
1.896152517E2,2.223750114E1,9.825000763E0,2.679375076E1
1.896252517E2,2.131875038E1,1.070625019E1,2.666250038E1
1.896352517E2,2.055000114E1,1.145625019E1,2.621250153E1
1.896452517E2,2.223750114E1,9.806250572E0,2.726250076E1
1.896552517E2,2.255625153E1,9.806250572E0,2.649375153E1
1.896652517E2,2.190000153E1,9.806250572E0,2.801250076E1
1.896752517E2,2.281875038E1,1.068750000E1,2.696250153E1
1.896852517E2,2.148750114E1,9.525000572E0,2.726250076E1
1.896952517E2,2.302500153E1,9.075000763E0,2.679375076E1
1.897052517E2,2.193750000E1,9.525000572E0,2.726250076E1
1.897152517E2,2.195625114E1,9.825000763E0,2.649375153E1
1.897252517E2,2.079375076E1,8.812500000E0,2.602500153E1
1.897352517E2,2.255625153E1,1.055625057E1,2.574375153E1
1.897452517E2,2.118750000E1,9.825000763E0,2.679375076E1
1.897552517E2,2.302500153E1,1.055625057E1,2.529375076E1
1.897652517E2,2.242500114E1,8.925000191E0,2.664375114E1
1.897752517E2,2.193750000E1,1.010625076E1,2.681250191E1
1.897852517E2,2.208750153E1,1.188750076E1,2.514375114E1
1.897952517E2,2.169375038E1,8.943750381E0,2.619375038E1
1.898052517E2,2.433750153E1,1.111875057E1,2.621250153E1
1.898152517E2,2.165625000E1,1.115625000E1,2.514375114E1
1.898252517E2,2.195625114E1,9.525000572E0,2.679375076E1
1.898352517E2,2.190000153E1,1.128750038E1,2.681250191E1
1.898452517E2,2.167500114E1,9.675000191E0,2.589375114E1
1.898552517E2,2.280000114E1,9.656250000E0,2.846250153E1
1.898652517E2,2.311875153E1,9.937500000E0,2.771250153E1
1.898752517E2,2.377500153E1,1.010625076E1,2.604375076E1
1.898852517E2,2.236875153E1,1.070625019E1,2.696250153E1
1.898952517E2,2.355000114E1,9.937500000E0,2.816250038E1
1.899052517E2,2.253750038E1,9.806250572E0,2.726250076E1
1.899152517E2,2.313750076E1,1.113750076E1,2.621250153E1
1.899252517E2,2.195625114E1,9.825000763E0,2.649375153E1
1.899352517E2,2.145000076E1,1.158750057E1,2.651250076E1
1.899452517E2,2.375625038E1,9.806250572E0,2.679375076E1
1.899552517E2,2.139375114E1,8.212500572E0,2.662500191E1
1.899652517E2,2.053125000E1,1.042500019E1,2.771250153E1
1.899752517E2,2.373750114E1,1.008750057E1,2.726250076E1
1.899852517E2,2.158125114E1,1.113750076E1,2.741250038E1
1.899952517E2,2.135625076E1,9.243750572E0,2.664375114E1
1.900052517E2,2.086875153E1,9.675000191E0,2.741250038E1
1.900152517E2,2.208750153E1,9.956250191E0,2.696250153E1
1.900252517E2,2.150625038E1,9.525000572E0,2.679375076E1
1.900352517E2,2.161875153E1,1.040625000E1,2.666250038E1
1.900452517E2,2.156250000E1,8.362500191E0,2.572500038E1
1.900552517E2,2.161875153E1,1.040625000E1,2.666250038E1
1.900652517E2,2.150625038E1,9.093750000E0,2.679375076E1
1.900752517E2,2.259375000E1,9.525000572E0,2.574375153E1
1.900852517E2,2.145000076E1,1.085625076E1,2.681250191E1
1.900952517E2,2.195625114E1,9.525000572E0,2.649375153E1
1.901052517E2,2.145000076E1,9.825000763E0,2.801250076E1
1.901152517E2,2.193750000E1,8.775000572E0,2.801250076E1
1.901252517E2,2.227500153E1,9.525000572E0,2.604375076E1
1.901352517E2,2.304375076E1,1.055625057E1,2.499375153E1
1.901452517E2,2.210625076E1,9.675000191E0,2.664375114E1
1.901552517E2,2.131875038E1,9.675000191E0,2.771250153E1
1.901652517E2,2.289375114E1,9.675000191E0,2.589375114E1
1.901752517E2,2.300625038E1,9.506250381E0,2.679375076E1
1.901852517E2,2.223750114E1,1.010625076E1,2.681250191E1
1.901952517E2,2.133750153E1,9.225000381E0,2.771250153E1
1.902052517E2,2.221875000E1,1.128750038E1,2.606250191E1
1.902152517E2,2.328750038E1,9.506250381E0,2.756250191E1
1.902252517E2,2.188125038E1,1.083750057E1,2.756250191E1
1.902352517E2,2.358750153E1,1.068750000E1,2.666250038E1
1.902452517E2,2.235000038E1,9.656250000E0,2.816250038E1
1.902552517E2,2.193750000E1,1.010625076E1,2.681250191E1
1.902652517E2,2.360625076E1,9.956250191E0,2.664375114E1
1.902752517E2,2.045625114E1,9.843750000E0,2.604375076E1
1.902852517E2,2.158125114E1,9.206250191E0,2.923125076E1
1.902952517E2,2.161875153E1,1.040625000E1,2.696250153E1
1.903052517E2,2.090625000E1,9.243750572E0,2.694375038E1
1.903152517E2,2.212500000E1,9.675000191E0,2.589375114E1
1.903252517E2,2.150625038E1,9.825000763E0,2.604375076E1
1.903352517E2,2.120625114E1,9.843750000E0,2.604375076E1
1.903452517E2,2.206875038E1,1.040625000E1,2.696250153E1
1.903552517E2,2.250000000E1,9.506250381E0,2.831250191E1
1.903652517E2,2.118750000E1,9.525000572E0,2.726250076E1
1.903752517E2,2.362500000E1,9.956250191E0,2.589375114E1
1.903852517E2,2.244375038E1,9.975000381E0,2.544375038E1
1.903952517E2,2.146875000E1,9.825000763E0,2.726250076E1
1.904052517E2,2.131875038E1,1.070625019E1,2.666250038E1
1.904152517E2,2.358750153E1,1.038750076E1,2.696250153E1
1.904252517E2,2.036250114E1,1.160625076E1,2.728125191E1
1.904352517E2,2.158125114E1,1.143750000E1,2.696250153E1
1.904452517E2,2.010000038E1,9.975000381E0,2.771250153E1
1.904552517E2,2.293125153E1,1.201875019E1,2.683125114E1
1.904652517E2,2.257500076E1,1.055625057E1,2.529375076E1
1.904752517E2,2.285625076E1,1.070625019E1,2.589375114E1
1.904852517E2,2.295000076E1,1.083750057E1,2.756250191E1
1.904952517E2,2.308125114E1,9.825000763E0,2.452500153E1
1.905052517E2,2.135625076E1,9.975000381E0,2.619375038E1
1.905152517E2,2.302500153E1,1.010625076E1,2.604375076E1
1.905252517E2,2.135625076E1,9.975000381E0,2.619375038E1
1.905352517E2,2.208750153E1,9.225000381E0,2.771250153E1
1.905452517E2,2.326875114E1,1.053750038E1,2.726250076E1
1.905552517E2,2.152500153E1,9.825000763E0,2.574375153E1
1.905652517E2,2.060625076E1,1.044375038E1,2.544375038E1
1.905752517E2,2.244375038E1,8.193750381E0,2.694375038E1
1.905852517E2,2.013750076E1,9.243750572E0,2.694375038E1
1.905952517E2,2.045625114E1,8.812500000E0,2.679375076E1
1.906052517E2,2.152500153E1,1.012500000E1,2.574375153E1
1.906152517E2,2.150625038E1,1.087500000E1,2.529375076E1
1.906252517E2,2.197500038E1,1.012500000E1,2.574375153E1
1.906352517E2,2.160000038E1,9.675000191E0,2.816250038E1
1.906452517E2,2.071875000E1,1.012500000E1,2.726250076E1
1.906552517E2,2.086875153E1,9.975000381E0,2.741250038E1
1.906652517E2,2.315625000E1,1.068750000E1,2.589375114E1
1.906752517E2,2.285625076E1,1.040625000E1,2.589375114E1
1.906852517E2,2.111250114E1,1.130625057E1,2.758125114E1
1.906952517E2,2.135625076E1,9.675000191E0,2.664375114E1
1.907052517E2,2.210625076E1,1.145625019E1,2.514375114E1
1.907152517E2,2.220000076E1,1.158750057E1,2.651250076E1
1.907252517E2,2.221875000E1,1.085625076E1,2.681250191E1
1.907352517E2,2.221875000E1,1.085625076E1,2.651250076E1
1.907452517E2,2.253750038E1,9.506250381E0,2.726250076E1
1.907552517E2,2.227500153E1,9.825000763E0,2.604375076E1
1.907652517E2,2.145000076E1,1.085625076E1,2.681250191E1
1.907752517E2,2.250000000E1,1.083750057E1,2.756250191E1
1.907852517E2,2.328750038E1,9.806250572E0,2.756250191E1
1.907952517E2,2.171250153E1,8.512500763E0,2.587500191E1
1.908052517E2,2.214375114E1,9.975000381E0,2.544375038E1
1.908152517E2,2.193750000E1,1.010625076E1,2.681250191E1
1.908252517E2,2.124375153E1,9.543750763E0,2.527500153E1
1.908352517E2,2.240625000E1,9.975000381E0,2.619375038E1
1.908452517E2,2.165625000E1,9.243750572E0,2.664375114E1
1.908552517E2,2.238750076E1,9.956250191E0,2.696250153E1
1.908652517E2,2.131875038E1,1.115625000E1,2.591250038E1
1.908752517E2,2.148750114E1,1.012500000E1,2.649375153E1
1.908852517E2,2.283750153E1,1.070625019E1,2.621250153E1
1.908952517E2,2.160000038E1,1.040625000E1,2.741250038E1
1.909052517E2,2.377500153E1,9.056250572E0,2.679375076E1
1.909152517E2,2.251875114E1,1.083750057E1,2.651250076E1
1.909252517E2,2.208750153E1,9.225000381E0,2.739375114E1
1.909352517E2,2.193750000E1,1.085625076E1,2.574375153E1
1.909452517E2,2.242500114E1,1.042500019E1,2.514375114E1
1.909552517E2,2.135625076E1,9.975000381E0,2.589375114E1
1.909652517E2,2.148750114E1,1.130625057E1,2.576250076E1
1.909752517E2,2.148750114E1,1.130625057E1,2.576250076E1
1.909852517E2,2.148750114E1,1.012500000E1,2.681250191E1
1.909952517E2,2.212500000E1,8.925000191E0,2.694375038E1
1.910052517E2,2.362500000E1,1.113750076E1,2.514375114E1
1.910152517E2,2.362500000E1,1.113750076E1,2.514375114E1
1.910252517E2,2.300625038E1,1.128750038E1,2.499375153E1
1.910352517E2,2.208750153E1,9.675000191E0,2.741250038E1
1.910452517E2,2.161875153E1,1.040625000E1,2.696250153E1
1.910552517E2,2.208750153E1,1.070625019E1,2.589375114E1
1.910652517E2,2.152500153E1,1.057500076E1,2.529375076E1
1.910752517E2,2.161875153E1,1.040625000E1,2.666250038E1
1.910852517E2,2.255625153E1,9.075000763E0,2.756250191E1
1.910952517E2,2.160000038E1,9.956250191E0,2.771250153E1
1.911052517E2,2.246250153E1,8.493750572E0,2.587500191E1
1.911152517E2,2.116875076E1,9.825000763E0,2.756250191E1
1.911252517E2,2.173125076E1,9.243750572E0,2.467500114E1
1.911352517E2,2.077500153E1,8.812500000E0,2.679375076E1
1.911452517E2,2.242500114E1,9.675000191E0,2.589375114E1
1.911552517E2,2.443125153E1,8.475000381E0,2.587500191E1
1.911652517E2,2.246250153E1,9.243750572E0,2.512500191E1
1.911752517E2,2.163750076E1,1.115625000E1,2.591250038E1
1.911852517E2,2.304375076E1,9.806250572E0,2.574375153E1
1.911952517E2,2.287500000E1,1.070625019E1,2.544375038E1
1.912052517E2,2.291250038E1,9.225000381E0,2.542500114E1
1.912152517E2,2.223750114E1,1.158750057E1,2.529375076E1
1.912252517E2,2.208750153E1,1.070625019E1,2.621250153E1
1.912352517E2,2.315625000E1,1.040625000E1,2.589375114E1
1.912452517E2,2.161875153E1,1.070625019E1,2.666250038E1
1.912552517E2,2.225625038E1,9.525000572E0,2.679375076E1
1.912652517E2,2.161875153E1,1.145625019E1,2.621250153E1
1.912752517E2,2.167500114E1,1.042500019E1,2.514375114E1
1.912852517E2,2.394375038E1,1.068750000E1,2.514375114E1
1.912952517E2,2.188125038E1,1.128750038E1,2.758125114E1
1.913052517E2,2.161875153E1,1.070625019E1,2.666250038E1
1.913152517E2,2.304375076E1,1.141875076E1,2.848125076E1
1.913252517E2,2.145000076E1,1.158750057E1,2.651250076E1
1.913352517E2,2.197500038E1,9.093750000E0,2.649375153E1
1.913452517E2,2.319375038E1,9.956250191E0,2.544375038E1
1.913552517E2,2.090625000E1,9.993750572E0,2.589375114E1
1.913652517E2,2.158125114E1,1.070625019E1,2.771250153E1
1.913752517E2,2.141250038E1,8.512500763E0,2.587500191E1
1.913852517E2,2.225625038E1,9.525000572E0,2.679375076E1
1.913952517E2,1.972500038E1,8.831250191E0,2.602500153E1
1.914052517E2,2.062500000E1,9.693750381E0,2.589375114E1
1.914152517E2,2.227500153E1,1.085625076E1,2.499375153E1
1.914252517E2,2.330625153E1,1.055625057E1,2.574375153E1
1.914352517E2,2.317500114E1,9.956250191E0,2.589375114E1
1.914452517E2,2.094375038E1,9.693750381E0,2.512500191E1
1.914552517E2,2.169375038E1,9.693750381E0,2.512500191E1
1.914652517E2,2.167500114E1,9.675000191E0,2.589375114E1
1.914752517E2,2.287500000E1,9.225000381E0,2.664375114E1
1.914852517E2,2.167500114E1,9.675000191E0,2.619375038E1
1.914952517E2,2.336250114E1,9.806250572E0,2.529375076E1
1.915052517E2,2.135625076E1,9.243750572E0,2.664375114E1
1.915152517E2,2.056875038E1,1.042500019E1,2.696250153E1
1.915252517E2,2.210625076E1,9.675000191E0,2.664375114E1
1.915352517E2,2.315625000E1,9.956250191E0,2.664375114E1
1.915452517E2,2.169375038E1,8.943750381E0,2.587500191E1
1.915552517E2,2.163750076E1,1.042500019E1,2.619375038E1
1.915652517E2,2.289375114E1,9.225000381E0,2.619375038E1
1.915752517E2,2.345625114E1,8.062500000E0,2.375625038E1
1.915852517E2,2.236875153E1,1.040625000E1,2.696250153E1
1.915952517E2,2.235000038E1,1.143750000E1,2.666250038E1
1.916052517E2,2.257500076E1,1.010625076E1,2.574375153E1
1.916152517E2,2.173125076E1,8.512500763E0,2.512500191E1
1.916252517E2,2.298750114E1,1.010625076E1,2.681250191E1
1.916352517E2,2.317500114E1,9.956250191E0,2.589375114E1
1.916452517E2,2.227500153E1,8.793750763E0,2.679375076E1
1.916552517E2,2.190000153E1,1.010625076E1,2.801250076E1
1.916652517E2,2.214375114E1,9.975000381E0,2.544375038E1
1.916752517E2,2.231250000E1,8.343750000E0,2.602500153E1
1.916852517E2,2.281875038E1,1.113750076E1,2.666250038E1
1.916952517E2,2.169375038E1,9.975000381E0,2.512500191E1
1.917052517E2,2.075625038E1,1.014375019E1,2.604375076E1
1.917152517E2,2.371875000E1,8.925000191E0,2.437500191E1
1.917252517E2,2.255625153E1,1.085625076E1,2.574375153E1
1.917352517E2,2.437500191E1,9.937500000E0,2.619375038E1
1.917452517E2,2.302500153E1,8.775000572E0,2.679375076E1
1.917552517E2,2.197500038E1,9.525000572E0,2.604375076E1
1.917652517E2,2.362500000E1,9.956250191E0,2.589375114E1
1.917752517E2,2.055000114E1,1.072500038E1,2.696250153E1
1.917852517E2,2.156250000E1,9.093750000E0,2.527500153E1
1.917952517E2,2.413125038E1,9.075000763E0,2.527500153E1
1.918052517E2,2.251875114E1,9.806250572E0,2.756250191E1
1.918152517E2,2.469375038E1,1.038750076E1,2.544375038E1
1.918252517E2,2.210625076E1,1.115625000E1,2.514375114E1
1.918352517E2,2.326875114E1,1.008750057E1,2.756250191E1
1.918452517E2,2.323125076E1,9.225000381E0,2.467500114E1
1.918552517E2,2.171250153E1,9.243750572E0,2.542500114E1
1.918652517E2,2.086875153E1,9.243750572E0,2.771250153E1
1.918752517E2,2.206875038E1,9.956250191E0,2.741250038E1
1.918852517E2,2.062500000E1,8.962500572E0,2.664375114E1
1.918952517E2,2.206875038E1,9.656250000E0,2.771250153E1
1.919052517E2,1.925625038E1,8.081250191E0,2.754375076E1
1.919152517E2,2.248125076E1,7.462500095E0,2.662500191E1
1.919252517E2,2.295000076E1,6.712500095E0,2.662500191E1
1.919352517E2,2.223750114E1,1.010625076E1,2.649375153E1
1.919452517E2,2.203125000E1,8.062500000E0,2.572500038E1
1.919552517E2,2.088750076E1,8.943750381E0,2.739375114E1
1.919652517E2,2.332500076E1,9.806250572E0,2.604375076E1
1.919752517E2,2.169375038E1,8.193750381E0,2.694375038E1
1.919852517E2,2.251875114E1,1.010625076E1,2.726250076E1
1.919952517E2,2.255625153E1,9.525000572E0,2.679375076E1
1.920052517E2,2.131875038E1,7.331250191E0,2.525625038E1
1.920152517E2,2.150625038E1,9.525000572E0,2.679375076E1
1.920252517E2,2.197500038E1,9.075000763E0,2.679375076E1
1.920352517E2,2.227500153E1,9.825000763E0,2.604375076E1
1.920452517E2,2.195625114E1,1.012500000E1,2.604375076E1
1.920552517E2,2.092500114E1,8.943750381E0,2.664375114E1
1.920652517E2,2.227500153E1,9.075000763E0,2.649375153E1
1.920752517E2,2.390625000E1,9.656250000E0,2.694375038E1
1.920852517E2,2.383125114E1,8.043750763E0,2.602500153E1
1.920952517E2,2.251875114E1,1.053750038E1,2.726250076E1
1.921052517E2,2.383125114E1,8.325000763E0,2.572500038E1
1.921152517E2,2.240625000E1,9.675000191E0,2.694375038E1
1.921252517E2,2.304375076E1,8.325000763E0,2.679375076E1
1.921352517E2,1.980000114E1,1.072500038E1,2.696250153E1
1.921452517E2,2.165625000E1,8.193750381E0,2.769375038E1
1.921552517E2,2.146875000E1,1.130625057E1,2.606250191E1
1.921652517E2,2.169375038E1,9.975000381E0,2.512500191E1
1.921752517E2,2.223750114E1,1.010625076E1,2.681250191E1
1.921852517E2,2.124375153E1,7.312500477E0,2.722500038E1
1.921952517E2,2.229375076E1,8.343750000E0,2.679375076E1
1.922052517E2,2.195625114E1,8.343750000E0,2.799375153E1
1.922152517E2,2.261250114E1,9.093750000E0,2.527500153E1
1.922252517E2,2.206875038E1,1.070625019E1,2.666250038E1
1.922352517E2,2.171250153E1,7.162500381E0,2.692500114E1
1.922452517E2,2.133750153E1,9.975000381E0,2.696250153E1
1.922552517E2,2.143125153E1,7.912500381E0,2.587500191E1
1.922652517E2,2.248125076E1,8.943750381E0,2.512500191E1
1.922752517E2,2.291250038E1,8.193750381E0,2.617500114E1
1.922852517E2,2.064375114E1,8.962500572E0,2.587500191E1
1.922952517E2,2.017500114E1,1.044375038E1,2.514375114E1
1.923052517E2,2.235000038E1,8.062500000E0,2.527500153E1
1.923152517E2,2.285625076E1,9.225000381E0,2.694375038E1
1.923252517E2,2.289375114E1,9.975000381E0,2.514375114E1
1.923352517E2,2.281875038E1,1.068750000E1,2.696250153E1
1.923452517E2,2.261250114E1,8.793750763E0,2.602500153E1
1.923552517E2,2.154375076E1,8.793750763E0,2.602500153E1
1.923652517E2,2.191875076E1,9.806250572E0,2.756250191E1
1.923752517E2,2.242500114E1,9.675000191E0,2.589375114E1
1.923852517E2,2.298750114E1,8.775000572E0,2.801250076E1
1.923952517E2,2.396250153E1,8.475000381E0,2.617500114E1
1.924052517E2,2.291250038E1,8.925000191E0,2.587500191E1
1.924152517E2,2.171250153E1,7.912500381E0,2.662500191E1
1.924252517E2,2.070000076E1,9.093750000E0,2.831250191E1
1.924352517E2,2.120625114E1,9.093750000E0,2.679375076E1
1.924452517E2,2.148750114E1,1.057500076E1,2.604375076E1
1.924552517E2,2.152500153E1,8.793750763E0,2.649375153E1
1.924652517E2,2.236875153E1,6.881250381E0,2.570625114E1
1.924752517E2,2.081250000E1,8.081250191E0,2.602500153E1
1.924852517E2,2.212500000E1,1.042500019E1,2.544375038E1
1.924952517E2,2.261250114E1,9.075000763E0,2.572500038E1
1.925052517E2,2.167500114E1,9.675000191E0,2.589375114E1
1.925152517E2,2.173125076E1,8.212500572E0,2.542500114E1
1.925252517E2,2.206875038E1,8.812500000E0,2.420625114E1
1.925352517E2,2.094375038E1,8.512500763E0,2.617500114E1
1.925452517E2,2.199375153E1,9.093750000E0,2.604375076E1
1.925552517E2,2.302500153E1,1.010625076E1,2.574375153E1
1.925652517E2,2.120625114E1,9.843750000E0,2.604375076E1
1.925752517E2,2.287500000E1,9.956250191E0,2.619375038E1
1.925852517E2,2.216250038E1,9.243750572E0,2.542500114E1
1.925952517E2,2.201250076E1,8.793750763E0,2.572500038E1
1.926052517E2,2.244375038E1,9.675000191E0,2.544375038E1
1.926152517E2,2.285625076E1,9.206250191E0,2.739375114E1
1.926252517E2,2.300625038E1,9.806250572E0,2.679375076E1
1.926352517E2,2.298750114E1,7.162500381E0,2.540625191E1
1.926452517E2,2.167500114E1,8.493750572E0,2.694375038E1
1.926552517E2,2.158125114E1,8.062500000E0,2.572500038E1
1.926652517E2,2.240625000E1,9.975000381E0,2.619375038E1
1.926752517E2,2.161875153E1,9.675000191E0,2.741250038E1
1.926852517E2,2.199375153E1,9.093750000E0,2.604375076E1
1.926952517E2,2.386875153E1,7.593750477E0,2.525625038E1
1.927052517E2,2.227500153E1,9.075000763E0,2.679375076E1
1.927152517E2,2.308125114E1,8.043750763E0,2.602500153E1
1.927252517E2,2.265000153E1,7.612500191E0,2.572500038E1
1.927352517E2,2.124375153E1,7.612500191E0,2.724375153E1
1.927452517E2,2.158125114E1,8.062500000E0,2.572500038E1
1.927552517E2,2.169375038E1,8.493750572E0,2.617500114E1
1.927652517E2,2.398125076E1,8.175000191E0,2.617500114E1
1.927752517E2,2.199375153E1,7.312500477E0,2.754375076E1
1.927852517E2,2.131875038E1,8.081250191E0,2.450625038E1
1.927952517E2,2.088750076E1,8.943750381E0,2.739375114E1
1.928052517E2,2.248125076E1,7.912500381E0,2.617500114E1
1.928152517E2,2.216250038E1,8.943750381E0,2.542500114E1
1.928252517E2,2.141250038E1,7.912500381E0,2.617500114E1
1.928352517E2,2.265000153E1,8.343750000E0,2.527500153E1
1.928452517E2,2.178750038E1,7.931250095E0,2.435625076E1
1.928552517E2,2.122500038E1,8.793750763E0,2.679375076E1
1.928652517E2,2.100000000E1,7.931250095E0,2.510625076E1
1.928752517E2,2.175000000E1,8.512500763E0,2.465625191E1
1.928852517E2,2.220000076E1,8.512500763E0,2.512500191E1
1.928952517E2,2.141250038E1,9.243750572E0,2.512500191E1
1.929052517E2,2.218125153E1,7.462500095E0,2.662500191E1
1.929152517E2,1.987500000E1,7.181250095E0,2.769375038E1
1.929252517E2,2.201250076E1,8.343750000E0,2.602500153E1
1.929352517E2,2.175000000E1,7.481250286E0,2.587500191E1
1.929452517E2,2.231250000E1,7.612500191E0,2.677500153E1
1.929552517E2,1.951875114E1,6.468750477E0,2.540625191E1
1.929652517E2,2.139375114E1,8.943750381E0,2.587500191E1
1.929752517E2,2.255625153E1,7.481250286E0,2.435625076E1
1.929852517E2,2.255625153E1,7.481250286E0,2.435625076E1
1.929952517E2,2.210625076E1,8.925000191E0,2.739375114E1
1.930052517E2,2.221875000E1,7.912500381E0,2.465625191E1
1.930152517E2,2.173125076E1,8.212500572E0,2.542500114E1
1.930252517E2,2.341875076E1,7.612500191E0,2.525625038E1
1.930352517E2,2.319375038E1,8.475000381E0,2.664375114E1
1.930452517E2,2.158125114E1,8.362500191E0,2.527500153E1
1.930552517E2,2.223750114E1,6.431250095E0,2.585625076E1
1.930652517E2,2.096250153E1,7.931250095E0,2.617500114E1
1.930752517E2,2.233125114E1,8.062500000E0,2.602500153E1
1.930852517E2,2.227500153E1,7.181250095E0,2.388750076E1
1.930952517E2,2.242500114E1,6.881250381E0,2.418750191E1
1.931052517E2,2.141250038E1,8.212500572E0,2.617500114E1
1.931152517E2,2.313750076E1,7.612500191E0,2.495625114E1
1.931252517E2,2.148750114E1,6.750000477E0,2.510625076E1
1.931352517E2,2.386875153E1,8.343750000E0,2.450625038E1
1.931452517E2,2.340000153E1,7.593750477E0,2.602500153E1
1.931552517E2,2.343750000E1,8.343750000E0,2.420625114E1
1.931652517E2,2.446875191E1,8.175000191E0,2.512500191E1
1.931752517E2,2.156250000E1,8.062500000E0,2.647500038E1
1.931852517E2,2.266875076E1,8.062500000E0,2.450625038E1
1.931952517E2,2.218125153E1,8.943750381E0,2.512500191E1
1.932052517E2,2.311875153E1,7.612500191E0,2.525625038E1
1.932152517E2,2.236875153E1,7.612500191E0,2.525625038E1
1.932252517E2,2.216250038E1,7.912500381E0,2.662500191E1
1.932352517E2,2.218125153E1,7.162500381E0,2.662500191E1
1.932452517E2,2.175000000E1,7.181250095E0,2.585625076E1
1.932552517E2,2.148750114E1,6.000000000E0,2.585625076E1
1.932652517E2,2.161875153E1,6.300000191E0,2.600625038E1
1.932752517E2,2.139375114E1,8.943750381E0,2.619375038E1
1.932852517E2,2.295000076E1,8.193750381E0,2.542500114E1
1.932952517E2,2.212500000E1,7.350000381E0,2.343750000E1
1.933052517E2,2.203125000E1,7.312500477E0,2.647500038E1
1.933152517E2,2.173125076E1,7.912500381E0,2.587500191E1
1.933252517E2,2.216250038E1,7.462500095E0,2.692500114E1
1.933352517E2,2.293125153E1,8.493750572E0,2.587500191E1
1.933452517E2,2.098125076E1,8.231250763E0,2.542500114E1
1.933552517E2,2.223750114E1,6.431250095E0,2.585625076E1
1.933652517E2,2.150625038E1,6.018750191E0,2.508750153E1
1.933752517E2,2.150625038E1,6.000000000E0,2.540625191E1
1.933852517E2,2.300625038E1,7.912500381E0,2.390625000E1
