"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.591253559E0,-7.369893789E-1,-4.307080805E-2,9.394221306E0
4.593360174E0,-7.178468108E-1,-9.571290761E-2,9.446864128E0
4.595466789E0,-7.130611539E-1,-1.387837082E-1,9.566504478E0
4.597573403E0,-7.034898400E-1,-1.627119333E-1,9.638289452E0
4.599680018E0,-6.843472719E-1,-2.201396823E-1,9.724431038E0
4.601786632E0,-6.747759581E-1,-2.392822653E-1,9.805787086E0
4.603893247E0,-6.604190469E-1,-2.775674164E-1,9.930213928E0
4.605999862E0,-6.604190469E-1,-2.967100143E-1,1.002114105E1
4.608106476E0,-6.412764788E-1,-3.349951804E-1,1.014556789E1
4.610213143E0,-6.460621357E-1,-3.637090325E-1,1.026042366E1
4.612319757E0,-6.412764788E-1,-4.211367965E-1,1.037527943E1
4.614426372E0,-6.364908218E-1,-4.546363056E-1,1.049491978E1
4.616532987E0,-6.412764788E-1,-5.072783828E-1,1.057149029E1
4.618639601E0,-6.317051649E-1,-5.551348329E-1,1.069591713E1
4.620746268E0,-6.364908218E-1,-6.077769399E-1,1.077248764E1
4.622852830E0,-6.364908218E-1,-6.747759581E-1,1.084905815E1
4.624959445E0,-6.460621357E-1,-7.178468108E-1,1.092084217E1
4.627066059E0,-6.460621357E-1,-7.657032609E-1,1.093519974E1
4.629172726E0,-6.652047038E-1,-7.800601721E-1,1.096391296E1
4.631279341E0,-6.699903607E-1,-8.135597110E-1,1.093998528E1
4.633385955E0,-6.939185858E-1,-8.279166222E-1,1.091127110E1
4.635492570E0,-7.082754970E-1,-8.422735929E-1,1.088255692E1
4.637599184E0,-7.417750359E-1,-8.374879360E-1,1.082512951E1
4.639705799E0,-7.704889178E-1,-8.518448472E-1,1.072941685E1
4.641812414E0,-8.087740541E-1,-8.470591903E-1,1.063848972E1
4.643919080E0,-8.374879360E-1,-8.470591903E-1,1.052363396E1
4.646025695E0,-8.662018180E-1,-8.183453679E-1,1.041356373E1
4.648132257E0,-8.949156404E-1,-8.231309652E-1,1.027956581E1
4.650238924E0,-9.092726111E-1,-7.992027402E-1,1.013599682E1
4.652345539E0,-9.188438654E-1,-8.087740541E-1,9.973284721E0
4.654452153E0,-9.427721500E-1,-7.896314859E-1,9.824930191E0
4.656558768E0,-9.810572863E-1,-7.848458290E-1,9.657432556E0
4.658665382E0,-9.906286001E-1,-7.752745152E-1,9.489934921E0
4.660771997E0,-1.009771109E0,-7.657032609E-1,9.341579437E0
4.662878612E0,-1.057627559E0,-7.609176040E-1,9.193224907E0
4.664985278E0,-1.091127157E0,-7.561319470E-1,9.059226990E0
4.667091893E0,-1.153340459E0,-7.274180651E-1,8.934800148E0
4.669198507E0,-1.172483087E0,-7.082754970E-1,8.800801277E0
4.671305122E0,-1.210768223E0,-6.795616150E-1,8.657232285E0
4.673411737E0,-1.263410330E0,-6.412764788E-1,8.551948547E0
4.675518351E0,-1.292124271E0,-6.029912829E-1,8.437092781E0
4.677624966E0,-1.330409408E0,-5.790630579E-1,8.317451477E0
4.679731580E0,-1.339980721E0,-5.551348329E-1,8.197810173E0
4.681838247E0,-1.383051515E0,-5.216353536E-1,8.078168869E0
4.683944809E0,-1.397408366E0,-4.833501875E-1,7.963313580E0
4.686051476E0,-1.450050473E0,-4.594219327E-1,7.829315662E0
4.688158091E0,-1.488335729E0,-4.259224236E-1,7.714460373E0
4.690264705E0,-1.545763373E0,-3.828516304E-1,7.604390144E0
4.692371320E0,-1.564906001E0,-3.589234054E-1,7.513463020E0
4.694477934E0,-1.598405480E0,-3.254238665E-1,7.427321434E0
4.696584549E0,-1.617548108E0,-2.919243574E-1,7.317251682E0
4.698691164E0,-1.617548108E0,-2.632105052E-1,7.269395351E0
4.700797778E0,-1.646261930E0,-2.105683982E-1,7.154539585E0
4.702904393E0,-1.651047587E0,-1.818545163E-1,7.063612461E0
4.705011007E0,-1.651047587E0,-1.579262912E-1,7.001399040E0
4.707117674E0,-1.670190215E0,-1.292124242E-1,6.910471916E0
4.709224289E0,-1.689332843E0,-1.148554832E-1,6.848258495E0
4.711330903E0,-1.679761529E0,-9.092725813E-2,6.752545357E0
4.713437518E0,-1.694118381E0,-6.699903309E-2,6.690331936E0
4.715544132E0,-1.727617979E0,-5.742774159E-2,6.589833736E0
4.717650747E0,-1.722832322E0,-2.871387079E-2,6.527620316E0
4.719757362E0,-1.746760488E0,-3.349951655E-2,6.489335060E0
4.721863976E0,-1.746760488E0,-4.785645287E-3,6.417550564E0
4.723970643E0,-1.765903115E0,2.392822690E-2,6.393621922E0
4.726077257E0,-1.765903115E0,4.307080805E-2,6.355337143E0
4.728183872E0,-1.751546144E0,6.699903309E-2,6.331408501E0
4.730290487E0,-1.718046665E0,1.148554832E-1,6.312266350E0
4.732397101E0,-1.746760488E0,1.531406492E-1,6.293123722E0
4.734503716E0,-1.727617979E0,1.770688742E-1,6.269195557E0
4.736610330E0,-1.722832322E0,2.201396823E-1,6.245266914E0
4.738716945E0,-1.694118381E0,2.727817893E-1,6.192625046E0
4.740823559E0,-1.679761529E0,3.062812984E-1,6.178267956E0
4.742930174E0,-1.651047587E0,3.493520916E-1,6.149554253E0
4.745036841E0,-1.607976794E0,3.972085714E-1,6.125626087E0
4.747143455E0,-1.588834286E0,4.689932466E-1,6.111268997E0
4.749250070E0,-1.536192179E0,5.024927258E-1,6.082555294E0
4.751356684E0,-1.497906923E0,5.407779217E-1,6.087340832E0
4.753463299E0,-1.454836130E0,6.173482537E-1,6.087340832E0
4.755569914E0,-1.421336651E0,6.891329288E-1,6.077769279E0
4.757676528E0,-1.373480201E0,7.465606928E-1,6.111268997E0
4.759783143E0,-1.320838094E0,8.422735929E-1,6.096911907E0
4.761889809E0,-1.244267821E0,9.236295223E-1,6.135197163E0
4.763996424E0,-1.182054400E0,1.014556766E0,6.173482418E0
4.766102987E0,-1.115055323E0,1.115055323E0,6.187839508E0
4.768209653E0,-1.052842021E0,1.210768223E0,6.216553211E0
4.770316268E0,-9.571290612E-1,1.354337573E0,6.254838467E0
4.772422882E0,-8.614161611E-1,1.469193101E0,6.288337708E0
4.774529497E0,-7.944171429E-1,1.584048629E0,6.331408501E0
4.776636112E0,-7.274180651E-1,1.684547186E0,6.345765591E0
4.778742726E0,-6.699903607E-1,1.799402595E0,6.403193474E0
4.780849341E0,-6.221339107E-1,1.875972986E0,6.436692715E0
4.782955955E0,-6.077769399E-1,1.952543259E0,6.494120598E0
4.785062622E0,-5.599204898E-1,2.009970903E0,6.551548481E0
4.787169237E0,-5.312066078E-1,2.081755638E0,6.628118515E0
4.789275851E0,-5.120640397E-1,2.134397745E0,6.690331936E0
4.791382466E0,-4.929214716E-1,2.182254314E0,6.771687984E0
4.793489080E0,-4.977070987E-1,2.201396942E0,6.819544315E0
4.795595695E0,-4.977070987E-1,2.215753794E0,6.948757172E0
4.797702309E0,-4.737788737E-1,2.225325108E0,7.030112743E0
4.799808924E0,-4.737788737E-1,2.225325108E0,7.121040344E0
4.801915539E0,-5.024927258E-1,2.187039852E0,7.235895634E0
4.804022205E0,-5.216353536E-1,2.177468538E0,7.350750923E0
4.806128768E0,-5.455635786E-1,2.148754835E0,7.441678524E0
4.808235434E0,-5.647061467E-1,2.110469580E0,7.523034573E0
4.810342049E0,-5.838487148E-1,2.053041935E0,7.594819069E0
4.812448664E0,-6.269195080E-1,1.962114573E0,7.714460373E0
4.814555278E0,-6.891329288E-1,1.899901152E0,7.810173035E0
4.816661893E0,-7.609176040E-1,1.799402595E0,7.910671711E0
4.818768507E0,-8.374879360E-1,1.713261008E0,8.015955925E0
4.820875122E0,-9.188438654E-1,1.617548108E0,8.102097511E0
4.822981737E0,-1.004985452E0,1.521835208E0,8.226524353E0
4.825088351E0,-1.086341500E0,1.392622828E0,8.350951195E0
4.827194966E0,-1.177268744E0,1.301695466E0,8.475378036E0
4.829301632E0,-1.253839016E0,1.196411371E0,8.609375954E0
4.831408247E0,-1.306481123E0,1.105484009E0,8.738588333E0
4.833514862E0,-1.363908887E0,1.009771109E0,8.886942863E0
4.835621476E0,-1.421336651E0,9.236295223E-1,9.059226990E0
4.837728091E0,-1.497906923E0,8.470591903E-1,9.217152596E0
4.839834705E0,-1.564906001E0,7.465606928E-1,9.351150513E0
4.841941320E0,-1.655833244E0,6.939185858E-1,9.499505997E0
4.844047934E0,-1.722832322E0,6.269195080E-1,9.662218094E0
4.846154601E0,-1.780260086E0,5.790630579E-1,9.805787086E0
4.848261216E0,-1.837687731E0,5.264210105E-1,9.930213928E0
4.850367830E0,-1.914258122E0,4.881358147E-1,1.006421185E1
4.852474445E0,-1.962114573E0,4.498506486E-1,1.019342422E1
4.854581059E0,-2.014756680E0,4.259224236E-1,1.033220863E1
4.856687674E0,-2.062613010E0,4.211367965E-1,1.045184898E1
4.858794289E0,-2.081755638E0,3.972085714E-1,1.056191921E1
4.860900903E0,-2.100898266E0,3.972085714E-1,1.068156052E1
4.863007570E0,-2.120040894E0,4.115654826E-1,1.080120182E1
4.865114132E0,-2.110469580E0,4.307080805E-1,1.089691448E1
4.867220799E0,-2.139183521E0,4.450650215E-1,1.098305607E1
4.869327414E0,-2.134397745E0,4.785645306E-1,1.106441212E1
4.871434028E0,-2.100898266E0,5.312066078E-1,1.113141060E1
4.873540643E0,-2.115255117E0,5.359922647E-1,1.136112213E1
4.875647257E0,-2.139183521E0,4.642075896E-1,1.181575775E1
4.877753872E0,-2.143969059E0,4.450650215E-1,1.211725426E1
4.879860487E0,-2.134397745E0,5.455635786E-1,1.202154064E1
4.881967101E0,-2.043470621E0,7.130611539E-1,1.164347458E1
4.884073768E0,-1.856830359E0,8.614161611E-1,1.127019501E1
4.886180382E0,-1.741974831E0,9.714859724E-1,1.107876873E1
4.888286997E0,-1.670190215E0,1.028913736E0,1.097827053E1
4.890393612E0,-1.593619823E0,1.081555843E0,1.098784161E1
4.892500226E0,-1.560120344E0,1.115055323E0,1.109312534E1
4.894606841E0,-1.517049551E0,1.086341500E0,1.126062298E1
4.896713455E0,-1.560120344E0,1.110269666E0,1.144247818E1
4.898820070E0,-1.627119422E0,1.143769264E0,1.154776192E1
4.900926684E0,-1.670190215E0,1.177268744E0,1.162911797E1
4.903033351E0,-1.713261008E0,1.196411371E0,1.159561825E1
4.905139966E0,-1.722832322E0,1.210768223E0,1.151904774E1
4.907246580E0,-1.722832322E0,1.196411371E0,1.143290615E1
4.909353195E0,-1.761117458E0,1.177268744E0,1.135155106E1
4.911459809E0,-1.808973908E0,1.148554921E0,1.133240795E1
4.913566424E0,-1.875972986E0,1.115055323E0,1.130848026E1
4.915673039E0,-1.928615093E0,1.081555843E0,1.133240795E1
4.917779653E0,-1.995614052E0,1.043270707E0,1.131805134E1
4.919886268E0,-2.053041935E0,9.858429432E-1,1.135155106E1
4.921992882E0,-2.100898266E0,9.332008362E-1,1.139462185E1
4.924099549E0,-2.139183521E0,8.853443861E-1,1.140419292E1
4.926206112E0,-2.201396942E0,8.231309652E-1,1.141854954E1
4.928312778E0,-2.249253273E0,7.752745152E-1,1.146162033E1
4.930419393E0,-2.316252232E0,6.987041831E-1,1.147119141E1
4.932526007E0,-2.402393818E0,6.364908218E-1,1.150947666E1
4.934632622E0,-2.459821701E0,5.455635786E-1,1.155254745E1
4.936739237E0,-2.531606436E0,4.833501875E-1,1.160040379E1
4.938845851E0,-2.584248543E0,4.019941986E-1,1.160997581E1
4.940952466E0,-2.632104874E0,3.589234054E-1,1.165304661E1
4.943059080E0,-2.670390129E0,3.014956415E-1,1.169611740E1
4.945165695E0,-2.679961443E0,2.584248483E-1,1.172961617E1
4.947272362E0,-2.723032236E0,2.249253243E-1,1.180618668E1
4.949378924E0,-2.756531715E0,2.153540403E-1,1.183968639E1
4.951485591E0,-2.804388046E0,2.153540403E-1,1.191625690E1
4.953592205E0,-2.871387243E0,2.584248483E-1,1.194975662E1
4.955698820E0,-2.933600664E0,2.967100143E-1,1.197846985E1
4.957805434E0,-2.981456995E0,3.397808075E-1,1.200239849E1
4.959912049E0,-3.038884640E0,4.019941986E-1,1.196411324E1
4.962018664E0,-3.058027267E0,4.737788737E-1,1.191147137E1
4.964125278E0,-3.101098061E0,5.359922647E-1,1.186840057E1
4.966231893E0,-3.105883837E0,6.317051649E-1,1.178704453E1
4.968338507E0,-3.086741209E0,6.891329288E-1,1.171047401E1
4.970445174E0,-3.077169895E0,7.465606928E-1,1.163390350E1
4.972551789E0,-3.058027267E0,8.231309652E-1,1.153340530E1
4.974658403E0,-3.010170937E0,8.709874153E-1,1.142333508E1
4.976765018E0,-2.952743053E0,9.092726111E-1,1.131326580E1
4.978871632E0,-2.871387243E0,9.236295223E-1,1.120319557E1
4.980978247E0,-2.794816732E0,9.236295223E-1,1.112662506E1
4.983084862E0,-2.713460922E0,9.284151793E-1,1.103569794E1
4.985191476E0,-2.608176708E0,8.709874153E-1,1.099262714E1
4.987298091E0,-2.517249346E0,8.279166222E-1,1.095434189E1
4.989404757E0,-2.411965132E0,7.561319470E-1,1.091605663E1
4.991511320E0,-2.306680918E0,6.747759581E-1,1.092084217E1
4.993617987E0,-2.201396942E0,5.982056856E-1,1.094477081E1
4.995724601E0,-2.120040894E0,4.737788737E-1,1.101177025E1
4.997831216E0,-2.096112728E0,3.062812984E-1,1.113141060E1
4.999937830E0,-2.110469580E0,1.052841991E-1,1.128455162E1
5.002044445E0,-2.148754835E0,-6.699903309E-2,1.144726372E1
5.004151059E0,-2.196611166E0,-2.392822653E-1,1.164347458E1
5.006257674E0,-2.258824587E0,-3.924229145E-1,1.186361504E1
5.008364289E0,-2.311466694E0,-5.264210105E-1,1.209332561E1
5.010470955E0,-2.378465652E0,-6.508477330E-1,1.234696484E1
5.012577518E0,-2.445464849E0,-7.513462901E-1,1.260538960E1
5.014684184E0,-2.526820660E0,-8.518448472E-1,1.282074356E1
5.016790799E0,-2.641676188E0,-8.949156404E-1,1.306002617E1
5.018897414E0,-2.742174864E0,-9.571290612E-1,1.326102352E1
5.021004028E0,-2.847458839E0,-9.906286001E-1,1.342373466E1
5.023110643E0,-2.952743053E0,-1.000199914E0,1.346680546E1
5.025217257E0,-3.043670416E0,-1.000199914E0,1.348594856E1
5.027323872E0,-3.144168854E0,-1.000199914E0,1.343330669E1
5.029430487E0,-3.244667530E0,-9.810572863E-1,1.334237862E1
5.031537101E0,-3.345165968E0,-9.571290612E-1,1.319880962E1
5.033643768E0,-3.407379389E0,-9.092726111E-1,1.300259781E1
5.035750382E0,-3.450450182E0,-8.087740541E-1,1.272024536E1
5.037856997E0,-3.440878868E0,-7.465606928E-1,1.241874981E1
5.039963612E0,-3.412165165E0,-6.460621357E-1,1.207896900E1
5.042070226E0,-3.378665686E0,-5.407779217E-1,1.176790142E1
5.044176841E0,-3.326023579E0,-4.211367965E-1,1.141854954E1
5.046283455E0,-3.282952785E0,-2.871387303E-1,1.111226845E1
5.048390122E0,-3.201596737E0,-1.579262912E-1,1.082512951E1
5.050496737E0,-3.148954630E0,-4.785645381E-2,1.056670475E1
5.052603299E0,-3.072384357E0,9.571290761E-2,1.031785107E1
5.054709966E0,-3.000599623E0,2.201396823E-1,1.006421185E1
5.056816528E0,-2.962314367E0,3.158525825E-1,9.858428955E0
5.058923195E0,-2.885744095E0,4.019941986E-1,9.647860527E0
5.061029809E0,-2.818745136E0,5.072783828E-1,9.427721024E0
5.063136424E0,-2.756531715E0,5.790630579E-1,9.245866776E0
5.065243039E0,-2.708675146E0,6.508477330E-1,9.073583603E0
5.067349653E0,-2.646461725E0,7.226324677E-1,8.925228119E0
5.069456268E0,-2.593819857E0,7.704889178E-1,8.781659126E0
5.071562934E0,-2.565105915E0,8.135597110E-1,8.690732002E0
5.073669497E0,-2.512463808E0,8.470591903E-1,8.599804878E0
5.075776164E0,-2.498106956E0,8.757730722E-1,8.528019905E0
5.077882778E0,-2.488535643E0,8.997012973E-1,8.480163574E0
5.079989393E0,-2.488535643E0,9.284151793E-1,8.470592499E0
5.082096007E0,-2.507678032E0,9.427721500E-1,8.456234932E0
5.084202622E0,-2.493321180E0,9.619147182E-1,8.484949112E0
5.086309237E0,-2.478964329E0,9.810572863E-1,8.537590981E0
5.088415851E0,-2.483749866E0,1.009771109E0,8.633303642E0
5.090522466E0,-2.469393015E0,1.033699393E0,8.738588333E0
5.092629080E0,-2.498106956E0,1.052842021E0,8.872586250E0
5.094735747E0,-2.469393015E0,1.062413216E0,9.016156197E0
5.096842309E0,-2.459821701E0,1.067198873E0,9.174081802E0
5.098948976E0,-2.411965132E0,1.071984529E0,9.317651749E0
5.101055591E0,-2.392822742E0,1.052842021E0,9.489934921E0
5.103162205E0,-2.383251429E0,1.043270707E0,9.643074989E0
5.105268820E0,-2.364108801E0,1.000199914E0,9.767501831E0
5.107375434E0,-2.368894339E0,9.571290612E-1,9.915857315E0
5.109482049E0,-2.364108801E0,8.901300430E-1,1.000678444E1
5.111588664E0,-2.368894339E0,8.470591903E-1,1.006899738E1
5.113695330E0,-2.373680115E0,7.609176040E-1,1.013121128E1
5.115801893E0,-2.349751949E0,6.939185858E-1,1.016471100E1
5.117908559E0,-2.354537487E0,6.125625968E-1,1.020778179E1
5.120015122E0,-2.335394859E0,5.503492355E-1,1.022692394E1
5.122121789E0,-2.311466694E0,4.689932466E-1,1.028913784E1
5.124228403E0,-2.311466694E0,4.067798555E-1,1.032742214E1
5.126335018E0,-2.292324066E0,3.302095234E-1,1.033220863E1
5.128441632E0,-2.282752752E0,2.679961324E-1,1.038485050E1
5.130548247E0,-2.263610125E0,1.962114573E-1,1.043749237E1
5.132654862E0,-2.249253273E0,1.196411327E-1,1.046620655E1
5.134761528E0,-2.225325108E0,5.742774159E-2,1.046620655E1
5.136868091E0,-2.215753794E0,-2.392822690E-2,1.049491978E1
5.138974705E0,-2.201396942E0,-1.004985496E-1,1.048056316E1
5.141081320E0,-2.177468538E0,-1.770688742E-1,1.051884842E1
5.143187987E0,-2.177468538E0,-2.344966233E-1,1.051406288E1
5.145294601E0,-2.158325911E0,-3.014956415E-1,1.052841949E1
5.147401216E0,-2.134397745E0,-3.397808075E-1,1.052363396E1
5.149507830E0,-2.120040894E0,-3.637090325E-1,1.049970531E1
5.151614445E0,-2.096112728E0,-4.115654826E-1,1.047099209E1
5.153721059E0,-2.076970100E0,-4.259224236E-1,1.042792130E1
5.155827674E0,-2.043470621E0,-4.163511395E-1,1.038006496E1
5.157934341E0,-2.005185366E0,-3.876372576E-1,1.031306553E1
5.160040955E0,-1.995614052E0,-3.397808075E-1,1.024606609E1
5.162147570E0,-1.981257200E0,-3.014956415E-1,1.014556789E1
5.164254132E0,-1.962114573E0,-2.297109663E-1,1.005942631E1
5.166360799E0,-1.942971945E0,-1.962114573E-1,9.954142570E0
5.168467414E0,-1.942971945E0,-1.387837082E-1,9.844072342E0
5.170574028E0,-1.933400750E0,-8.614161611E-2,9.734002113E0
5.172680643E0,-1.923829436E0,-2.871387079E-2,9.609575272E0
5.174787257E0,-1.919043779E0,4.785645287E-3,9.480362892E0
5.176893872E0,-1.909472466E0,9.571290575E-3,9.332008362E0
5.179000539E0,-1.885544300E0,3.349951655E-2,9.221938133E0
5.181107101E0,-1.842473388E0,5.742774159E-2,9.102297783E0
5.183213716E0,-1.847259045E0,7.178468257E-2,9.001798630E0
5.185320330E0,-1.842473388E0,7.657032460E-2,8.843872070E0
5.187426997E0,-1.856830359E0,8.135596663E-2,8.705088615E0
5.189533612E0,-1.871187329E0,8.614161611E-2,8.561519623E0
5.191640226E0,-1.904686809E0,9.571290761E-2,8.417949677E0
5.193746841E0,-1.942971945E0,1.004985496E-1,8.279166222E0
5.195853455E0,-1.957328916E0,1.196411327E-1,8.140382767E0
5.197960070E0,-1.995614052E0,1.196411327E-1,8.015955925E0
5.200066684E0,-2.019542217E0,1.292124242E-1,7.910671711E0
5.202173299E0,-2.053041935E0,1.292124242E-1,7.805387497E0
5.204279914E0,-2.062613010E0,1.292124242E-1,7.709674358E0
5.206386580E0,-2.110469580E0,1.196411327E-1,7.609176159E0
5.208493143E0,-2.120040894E0,1.196411327E-1,7.508677483E0
5.210599809E0,-2.139183521E0,1.004985496E-1,7.432106972E0
5.212706424E0,-2.158325911E0,8.614161611E-2,7.350750923E0
5.214813039E0,-2.163111687E0,7.657032460E-2,7.255038261E0
5.216919653E0,-2.158325911E0,4.785645381E-2,7.178467751E0
5.219026268E0,-2.172683001E0,1.435693540E-2,7.106683254E0
5.221132882E0,-2.196611166E0,9.571290575E-3,7.030112743E0
5.223239497E0,-2.215753794E0,1.435693540E-2,6.967899323E0
5.225346164E0,-2.244467735E0,2.871387079E-2,6.929614544E0
5.227452778E0,-2.273181438E0,3.828516230E-2,6.867401123E0
5.229559393E0,-2.287538528E0,4.307080805E-2,6.790830612E0
5.231666007E0,-2.292324066E0,7.657032460E-2,6.738188744E0
5.233772622E0,-2.287538528E0,9.092725813E-2,6.709474564E0
5.235879237E0,-2.273181438E0,9.571290761E-2,6.604190350E0
5.237985851E0,-2.254039049E0,1.292124242E-1,6.532405853E0
5.240092466E0,-2.230110645E0,1.531406492E-1,6.503692150E0
5.242199080E0,-2.220539331E0,1.866401732E-1,6.489335060E0
5.244305695E0,-2.196611166E0,2.249253243E-1,6.465406895E0
5.246412309E0,-2.206182480E0,2.679961324E-1,6.398407936E0
5.248518924E0,-2.187039852E0,3.014956415E-1,6.364908218E0
5.250625539E0,-2.163111687E0,3.349951804E-1,6.302694798E0
5.252732205E0,-2.115255117E0,3.876372576E-1,6.221338749E0
5.254838820E0,-2.038684845E0,4.594219327E-1,6.187839508E0
5.256945434E0,-1.981257200E0,5.120640397E-1,6.168696880E0
5.259052049E0,-1.928615093E0,5.742774606E-1,6.144768715E0
5.261158664E0,-1.871187329E0,6.412764788E-1,6.139982700E0
5.263265278E0,-1.818545222E0,7.178468108E-1,6.135197163E0
5.265371893E0,-1.808973908E0,7.896314859E-1,6.130411625E0
5.267478507E0,-1.780260086E0,8.518448472E-1,6.154339790E0
5.269585122E0,-1.761117458E0,9.284151793E-1,6.144768715E0
5.271691789E0,-1.722832322E0,9.714859724E-1,6.187839508E0
5.273798403E0,-1.684547186E0,1.028913736E0,6.216553211E0
5.275905018E0,-1.627119422E0,1.076770186E0,6.297909260E0
5.278011632E0,-1.603191137E0,1.110269666E0,6.336194515E0
5.280118247E0,-1.569691658E0,1.153340459E0,6.388836384E0
5.282224862E0,-1.564906001E0,1.177268744E0,6.441478729E0
5.284331476E0,-1.555334687E0,1.210768223E0,6.489335060E0
5.286438091E0,-1.540977836E0,1.234696507E0,6.556334019E0
5.288544705E0,-1.569691658E0,1.234696507E0,6.628118515E0
5.290651320E0,-1.574477315E0,1.268195987E0,6.709474564E0
5.292757934E0,-1.569691658E0,1.306481123E0,6.776473522E0
5.294864549E0,-1.564906001E0,1.306481123E0,6.838686943E0
5.296971164E0,-1.550549030E0,1.325623751E0,6.900900364E0
5.299077830E0,-1.564906001E0,1.325623751E0,6.987041950E0
5.301184445E0,-1.579262972E0,1.320838094E0,7.049255371E0
5.303291059E0,-1.617548108E0,1.349551916E0,7.121040344E0
5.305397674E0,-1.641476393E0,1.325623751E0,7.202396393E0
5.307504289E0,-1.674975872E0,1.316052437E0,7.298109055E0
5.309610903E0,-1.698904037E0,1.282552958E0,7.398607731E0
5.311717518E0,-1.718046665E0,1.268195987E0,7.499105930E0
5.313824132E0,-1.756331801E0,1.229910851E0,7.594819069E0
5.315930747E0,-1.775474429E0,1.220339537E0,7.724031448E0
5.318037362E0,-1.804188251E0,1.186840057E0,7.810173035E0
5.320144028E0,-1.837687731E0,1.158126116E0,7.877171993E0
5.322250643E0,-1.871187329E0,1.129412293E0,7.972885132E0
5.324357257E0,-1.890329838E0,1.081555843E0,8.059026718E0
5.326463872E0,-1.914258122E0,1.062413216E0,8.126026154E0
5.328570487E0,-1.962114573E0,1.019342422E0,8.216953278E0
5.330677101E0,-2.000399828E0,1.004985452E0,8.322237015E0
5.332783716E0,-2.062613010E0,9.667003751E-1,8.374878883E0
5.334890382E0,-2.120040894E0,9.236295223E-1,8.489734650E0
5.336996997E0,-2.196611166E0,9.044869542E-1,8.580661774E0
5.339103612E0,-2.268395901E0,9.188438654E-1,8.671588898E0
5.341210174E0,-2.306680918E0,8.949156404E-1,8.748159409E0
5.343316841E0,-2.349751949E0,8.853443861E-1,8.843872070E0
5.345423455E0,-2.421536446E0,8.949156404E-1,8.963513374E0
5.347530070E0,-2.536391973E0,8.853443861E-1,9.025727272E0
5.349636684E0,-2.469393015E0,9.044869542E-1,9.087940216E0
5.351743299E0,-2.392822742E0,9.044869542E-1,9.116654396E0
5.353849914E0,-2.378465652E0,8.949156404E-1,9.164510727E0
5.355956528E0,-2.402393818E0,8.757730722E-1,9.212367058E0
5.358063143E0,-2.435893536E0,8.757730722E-1,9.241081238E0
5.360169757E0,-2.459821701E0,8.757730722E-1,9.284152031E0
5.362276372E0,-2.450250387E0,8.757730722E-1,9.327222824E0
5.364382987E0,-2.440679073E0,8.805587292E-1,9.370293617E0
5.366489653E0,-2.411965132E0,8.805587292E-1,9.437292099E0
5.368596268E0,-2.368894339E0,8.757730722E-1,9.523433685E0
5.370702882E0,-2.306680918E0,8.566305041E-1,9.590433121E0
5.372809497E0,-2.268395901E0,8.470591903E-1,9.676574707E0
5.374916112E0,-2.215753794E0,8.518448472E-1,9.748359680E0
5.377022726E0,-2.148754835E0,8.135597110E-1,9.820143700E0
5.379129341E0,-2.115255117E0,8.039883971E-1,9.858428955E0
5.381235955E0,-2.091326952E0,7.848458290E-1,9.911071777E0
5.383342622E0,-2.076970100E0,7.848458290E-1,9.987641335E0
5.385449184E0,-2.081755638E0,7.561319470E-1,1.006421185E1
5.387555851E0,-2.076970100E0,7.465606928E-1,1.014078236E1
5.389662414E0,-2.053041935E0,7.322037220E-1,1.019820976E1
5.391769080E0,-2.029113531E0,7.130611539E-1,1.028435135E1
5.393875695E0,-2.000399828E0,7.034898400E-1,1.038006496E1
5.395982309E0,-1.976471543E0,6.843472719E-1,1.045663452E1
5.398088924E0,-1.957328916E0,6.412764788E-1,1.055234814E1
5.400195539E0,-1.952543259E0,6.412764788E-1,1.065763187E1
5.402302153E0,-1.952543259E0,6.029912829E-1,1.078205872E1
5.404408768E0,-1.957328916E0,5.599204898E-1,1.088255692E1
5.406515382E0,-1.966900229E0,5.216353536E-1,1.098784161E1
5.408621997E0,-1.952543259E0,4.689932466E-1,1.109312534E1
5.410728612E0,-1.976471543E0,4.354937077E-1,1.119362450E1
5.412835278E0,-1.995614052E0,3.780659735E-1,1.126062298E1
5.414941841E0,-2.029113531E0,3.445664644E-1,1.134197903E1
5.417048507E0,-2.062613010E0,2.823530734E-1,1.142812061E1
5.419155122E0,-2.096112728E0,2.440679073E-1,1.151426220E1
5.421261737E0,-2.120040894E0,2.297109663E-1,1.157169056E1
5.423368351E0,-2.148754835E0,2.392822653E-1,1.163868904E1
5.425474966E0,-2.210968018E0,2.632105052E-1,1.167218876E1
5.427581580E0,-2.258824587E0,3.110669553E-1,1.171525955E1
5.429688195E0,-2.292324066E0,3.876372576E-1,1.173440266E1
5.431794809E0,-2.344966173E0,4.977070987E-1,1.174875927E1
5.433901476E0,-2.359323025E0,6.508477330E-1,1.170568848E1
5.436008091E0,-2.368894339E0,7.848458290E-1,1.165783215E1
5.438114705E0,-2.368894339E0,9.810572863E-1,1.161954689E1
5.440221268E0,-2.383251429E0,1.153340459E0,1.150947666E1
5.442327934E0,-2.392822742E0,1.335195065E0,1.138983536E1
5.444434549E0,-2.368894339E0,1.531406522E0,1.127019501E1
5.446541164E0,-2.344966173E0,1.737189293E0,1.108833981E1
5.448647778E0,-2.292324066E0,1.923829436E0,1.094477081E1
