"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.723730848E1,-3.321237803E0,1.497906923E0,1.226082325E1
1.723941510E1,-3.330809116E0,1.430907965E0,1.232303619E1
1.724152172E1,-3.316452265E0,1.373480201E0,1.239482117E1
1.724362838E1,-3.297309637E0,1.287338614E0,1.246182060E1
1.724573500E1,-3.235096216E0,1.191625714E0,1.254317665E1
1.724784166E1,-3.163311481E0,1.105484009E0,1.266760349E1
1.724994828E1,-3.091526747E0,9.810572863E-1,1.276331615E1
1.725205489E1,-3.010170937E0,8.901300430E-1,1.290688515E1
1.725416151E1,-2.895315409E0,8.135597110E-1,1.305045509E1
1.725626812E1,-2.761317253E0,7.752745152E-1,1.321316624E1
1.725837479E1,-2.636890650E0,8.039883971E-1,1.336630726E1
1.726048140E1,-2.464607239E0,8.470591903E-1,1.349073410E1
1.726258802E1,-2.297109842E0,9.523434043E-1,1.357209015E1
1.726469468E1,-2.139183521E0,1.095912814E0,1.366301727E1
1.726680130E1,-1.976471543E0,1.229910851E0,1.371565914E1
1.726890791E1,-1.866401672E0,1.392622828E0,1.373001671E1
1.727101453E1,-1.780260086E0,1.579262972E0,1.368215942E1
1.727312114E1,-1.722832322E0,1.751546144E0,1.361994648E1
1.727522781E1,-1.689332843E0,1.947757602E0,1.350987625E1
1.727733442E1,-1.684547186E0,2.153540373E0,1.338066387E1
1.727944104E1,-1.651047587E0,2.359323025E0,1.320838070E1
1.728154770E1,-1.646261930E0,2.574677229E0,1.300738430E1
1.728365432E1,-1.584048629E0,2.746960402E0,1.282552910E1
1.728576093E1,-1.536192179E0,2.952743053E0,1.263410378E1
1.728786755E1,-1.493121386E0,3.110669374E0,1.240917778E1
1.728997422E1,-1.469193101E0,3.268595695E0,1.218425274E1
1.729208083E1,-1.426122308E0,3.349951744E0,1.193539906E1
1.729418744E1,-1.392622828E0,3.397808075E0,1.168654537E1
1.729629406E1,-1.363908887E0,3.421736479E0,1.142812061E1
1.729840072E1,-1.349551916E0,3.407379389E0,1.121276665E1
1.730050734E1,-1.325623751E0,3.345165968E0,1.101655579E1
1.730261395E1,-1.306481123E0,3.244667530E0,1.085862923E1
1.730472062E1,-1.316052437E0,3.125026464E0,1.074855900E1
1.730682724E1,-1.311266780E0,2.957528830E0,1.069113159E1
1.730893385E1,-1.316052437E0,2.785245657E0,1.065763187E1
1.731104046E1,-1.330409408E0,2.589034081E0,1.065284634E1
1.731314713E1,-1.392622828E0,2.378465652E0,1.071506023E1
1.731525375E1,-1.421336651E0,2.158325911E0,1.082512951E1
1.731736036E1,-1.478764415E0,1.919043779E0,1.094477081E1
1.731946698E1,-1.497906923E0,1.718046665E0,1.106441212E1
1.732157364E1,-1.550549030E0,1.531406522E0,1.115533924E1
1.732368026E1,-1.598405480E0,1.344766378E0,1.125105190E1
1.732578687E1,-1.617548108E0,1.182054400E0,1.139462185E1
1.732789348E1,-1.679761529E0,1.052842021E0,1.148076344E1
1.733000015E1,-1.737189293E0,8.901300430E-1,1.157647610E1
1.733210677E1,-1.756331801E0,7.465606928E-1,1.167697430E1
1.733421338E1,-1.775474429E0,6.412764788E-1,1.178225899E1
1.733632000E1,-1.794616938E0,5.455635786E-1,1.185882950E1
1.733842666E1,-1.818545222E0,4.737788737E-1,1.196889877E1
1.734053328E1,-1.808973908E0,4.163511395E-1,1.204546928E1
1.734263989E1,-1.789831281E0,3.828516304E-1,1.216511059E1
1.734474651E1,-1.770688772E0,3.876372576E-1,1.225125217E1
1.734685312E1,-1.751546144E0,3.828516304E-1,1.234696484E1
1.734895979E1,-1.737189293E0,4.067798555E-1,1.244267750E1
1.735106640E1,-1.698904037E0,4.354937077E-1,1.248096275E1
1.735317302E1,-1.660618901E0,4.785645306E-1,1.251924801E1
1.735527963E1,-1.627119422E0,5.120640397E-1,1.254796219E1
1.735738630E1,-1.607976794E0,5.694918036E-1,1.255753326E1
1.735949291E1,-1.579262972E0,6.364908218E-1,1.254317665E1
1.736159958E1,-1.560120344E0,7.082754970E-1,1.249532032E1
1.736370619E1,-1.526620865E0,8.135597110E-1,1.245224857E1
1.736581281E1,-1.488335729E0,9.284151793E-1,1.239003563E1
1.736791942E1,-1.459621787E0,1.043270707E0,1.231346512E1
1.737002604E1,-1.421336651E0,1.205982566E0,1.222253799E1
1.737213270E1,-1.411765337E0,1.320838094E0,1.209332561E1
1.737423932E1,-1.373480201E0,1.478764415E0,1.195454216E1
1.737634593E1,-1.335195065E0,1.622333765E0,1.178225899E1
1.737845260E1,-1.320838094E0,1.751546144E0,1.159561825E1
1.738055922E1,-1.292124271E0,1.890329838E0,1.139940739E1
1.738266583E1,-1.282552958E0,2.024327993E0,1.115533924E1
1.738477250E1,-1.258624673E0,2.143969059E0,1.094955635E1
1.738687911E1,-1.244267821E0,2.254039049E0,1.070548820E1
1.738898572E1,-1.234696507E0,2.368894339E0,1.047099209E1
1.739109234E1,-1.201196909E0,2.478964329E0,1.023170948E1
1.739319901E1,-1.167697430E0,2.579462767E0,9.992427826E0
1.739530562E1,-1.162911773E0,2.684746981E0,9.767501831E0
1.739741224E1,-1.143769264E0,2.756531715E0,9.499505997E0
1.739951885E1,-1.115055323E0,2.857030153E0,9.288937569E0
1.740162552E1,-1.086341500E0,2.938386202E0,9.102297783E0
1.740373213E1,-1.048056364E0,3.005385160E0,8.925228119E0
1.740583875E1,-1.000199914E0,3.081955671E0,8.729017258E0
1.740794536E1,-9.667003751E-1,3.148954630E0,8.561519623E0
1.741005203E1,-9.284151793E-1,3.215953588E0,8.394021988E0
1.741215864E1,-8.901300430E-1,3.244667530E0,8.245666504E0
1.741426526E1,-8.327022791E-1,3.282952785E0,8.106883049E0
1.741637187E1,-7.752745152E-1,3.302095175E0,7.968099594E0
1.741847848E1,-7.178468108E-1,3.335594654E0,7.843672752E0
1.742058515E1,-6.508477330E-1,3.321237803E0,7.724031448E0
1.742269177E1,-5.742774606E-1,3.330809116E0,7.590033531E0
1.742479838E1,-5.072783828E-1,3.335594654E0,7.470392227E0
1.742690505E1,-4.354937077E-1,3.287738323E0,7.336394310E0
1.742901166E1,-3.637090325E-1,3.249453068E0,7.226324558E0
1.743111828E1,-2.967100143E-1,3.215953588E0,7.130611420E0
1.743322494E1,-2.297109663E-1,3.182454109E0,7.020541668E0
1.743533156E1,-1.674975902E-1,3.134597778E0,6.953542709E0
1.743743817E1,-1.244267747E-1,3.053241730E0,6.876972198E0
1.743954479E1,-1.004985496E-1,3.000599623E0,6.824330330E0
1.744165140E1,-7.657032460E-2,2.943171740E0,6.786045074E0
1.744375807E1,-6.699903309E-2,2.871387243E0,6.752545357E0
1.744586468E1,-7.657032460E-2,2.794816732E0,6.762116909E0
1.744797130E1,-9.571290761E-2,2.723032236E0,6.728617191E0
1.745007797E1,-1.100698411E-1,2.651247501E0,6.738188744E0
1.745218458E1,-1.196411327E-1,2.565105915E0,6.762116909E0
1.745429119E1,-1.627119333E-1,2.469393015E0,6.766902447E0
1.745639781E1,-1.914258152E-1,2.402393818E0,6.805187702E0
1.745850448E1,-2.153540403E-1,2.349751949E0,6.824330330E0
1.746061109E1,-2.536391914E-1,2.268395901E0,6.876972198E0
1.746271770E1,-3.014956415E-1,2.225325108E0,6.910471916E0
1.746482437E1,-3.637090325E-1,2.177468538E0,6.948757172E0
1.746693098E1,-3.924229145E-1,2.143969059E0,7.015756130E0
1.746903760E1,-4.402793646E-1,2.143969059E0,7.073183537E0
1.747114422E1,-4.642075896E-1,2.086541414E0,7.097112179E0
1.747325088E1,-5.072783828E-1,2.062613010E0,7.116254330E0
1.747535750E1,-5.264210105E-1,2.038684845E0,7.135396957E0
1.747746411E1,-5.407779217E-1,2.005185366E0,7.130611420E0
1.747957073E1,-5.886343718E-1,1.981257200E0,7.116254330E0
1.748167739E1,-6.317051649E-1,1.962114573E0,7.082755089E0
1.748378401E1,-6.699903607E-1,1.952543259E0,7.087540627E0
1.748589062E1,-7.226324677E-1,1.947757602E0,7.063612461E0
1.748799724E1,-7.561319470E-1,1.928615093E0,7.039684296E0
1.749010390E1,-8.087740541E-1,1.909472466E0,7.015756130E0
1.749221052E1,-8.470591903E-1,1.899901152E0,7.001399040E0
1.749431713E1,-8.949156404E-1,1.909472466E0,6.996613503E0
1.749642375E1,-9.044869542E-1,1.904686809E0,7.025327206E0
1.749853041E1,-9.571290612E-1,1.899901152E0,7.010970116E0
1.750063703E1,-9.714859724E-1,1.895115495E0,7.020541668E0
1.750274364E1,-1.019342422E0,1.880758643E0,7.001399040E0
1.750485026E1,-1.024128079E0,1.875972986E0,7.006184578E0
1.750695692E1,-1.048056364E0,1.852044702E0,6.991827965E0
1.750906354E1,-1.052842021E0,1.837687731E0,6.958328247E0
1.751117015E1,-1.076770186E0,1.804188251E0,6.939185619E0
1.751327682E1,-1.067198873E0,1.780260086E0,6.915257454E0
1.751538343E1,-1.086341500E0,1.756331801E0,6.876972198E0
1.751749005E1,-1.071984529E0,1.722832322E0,6.814758778E0
1.751959666E1,-1.048056364E0,1.684547186E0,6.805187702E0
1.752170333E1,-1.052842021E0,1.670190215E0,6.776473522E0
1.752380994E1,-1.028913736E0,1.665404558E0,6.699903488E0
1.752591656E1,-1.014556766E0,1.651047587E0,6.637690067E0
1.752802317E1,-9.954141974E-1,1.665404558E0,6.604190350E0
1.753012984E1,-9.858429432E-1,1.660618901E0,6.570691109E0
1.753223645E1,-9.619147182E-1,1.684547186E0,6.527620316E0
1.753434307E1,-9.427721500E-1,1.698904037E0,6.518048763E0
1.753644968E1,-9.092726111E-1,1.713261008E0,6.465406895E0
1.753855630E1,-9.092726111E-1,1.756331801E0,6.436692715E0
1.754066297E1,-8.805587292E-1,1.785045743E0,6.398407936E0
1.754276958E1,-8.757730722E-1,1.804188251E0,6.393621922E0
1.754487619E1,-8.901300430E-1,1.832902193E0,6.369693756E0
1.754698286E1,-8.757730722E-1,1.861616015E0,6.340980053E0
1.754908948E1,-8.853443861E-1,1.899901152E0,6.336194515E0
1.755119609E1,-8.901300430E-1,1.923829436E0,6.340980053E0
1.755330270E1,-9.332008362E-1,1.938186288E0,6.355337143E0
1.755540937E1,-9.475577474E-1,1.966900229E0,6.393621922E0
1.755751599E1,-1.000199914E0,1.976471543E0,6.441478729E0
1.755962260E1,-1.038485050E0,1.971685886E0,6.489335060E0
1.756172927E1,-1.095912814E0,1.938186288E0,6.575476646E0
1.756383588E1,-1.129412293E0,1.914258122E0,6.685546398E0
1.756594250E1,-1.177268744E0,1.856830359E0,6.795616150E0
1.756804916E1,-1.196411371E0,1.780260086E0,6.943971157E0
1.757015578E1,-1.210768223E0,1.713261008E0,7.097112179E0
1.757226239E1,-1.191625714E0,1.636690736E0,7.255038261E0
1.757436901E1,-1.182054400E0,1.540977836E0,7.412964344E0
1.757647562E1,-1.172483087E0,1.445264935E0,7.594819069E0
1.757858229E1,-1.119840980E0,1.368694544E0,7.752745152E0
1.758068890E1,-1.076770186E0,1.272981644E0,7.925028801E0
1.758279552E1,-1.014556766E0,1.162911773E0,8.063812256E0
1.758490213E1,-9.523434043E-1,1.076770186E0,8.221738815E0
1.758700880E1,-8.901300430E-1,1.009771109E0,8.360522270E0
1.758911541E1,-8.231309652E-1,9.188438654E-1,8.480163574E0
1.759122203E1,-7.609176040E-1,8.422735929E-1,8.614161491E0
1.759332869E1,-6.891329288E-1,7.704889178E-1,8.733802795E0
1.759543531E1,-6.173482537E-1,7.322037220E-1,8.867800713E0
1.759754192E1,-6.029912829E-1,6.747759581E-1,8.982656479E0
1.759964854E1,-5.551348329E-1,6.173482537E-1,9.111868858E0
1.760175520E1,-5.312066078E-1,5.886343718E-1,9.236295700E0
1.760386182E1,-5.407779217E-1,5.694918036E-1,9.384650230E0
1.760596843E1,-5.455635786E-1,5.694918036E-1,9.489934921E0
1.760807510E1,-5.694918036E-1,5.790630579E-1,9.585647583E0
1.761018172E1,-6.077769399E-1,5.790630579E-1,9.681360245E0
1.761228833E1,-6.125625968E-1,5.790630579E-1,9.738788605E0
1.761439494E1,-6.556333899E-1,6.125625968E-1,9.796216011E0
1.761650156E1,-6.747759581E-1,6.364908218E-1,9.810572624E0
1.761860823E1,-7.130611539E-1,6.987041831E-1,9.824930191E0
1.762071484E1,-7.465606928E-1,7.513462901E-1,9.805787086E0
1.762282145E1,-7.800601721E-1,8.183453679E-1,9.762716293E0
1.762492807E1,-8.135597110E-1,8.709874153E-1,9.753145218E0
1.762703474E1,-8.518448472E-1,9.284151793E-1,9.705288887E0
1.762914135E1,-8.853443861E-1,1.004985452E0,9.667003632E0
1.763124796E1,-8.949156404E-1,1.081555843E0,9.609575272E0
1.763335458E1,-9.092726111E-1,1.162911773E0,9.556933403E0
1.763546125E1,-9.236295223E-1,1.239482164E0,9.494720459E0
1.763756786E1,-8.997012973E-1,1.301695466E0,9.427721024E0
1.763967448E1,-8.901300430E-1,1.387837172E0,9.389435768E0
1.764178114E1,-9.044869542E-1,1.454836130E0,9.346364975E0
1.764388776E1,-8.662018180E-1,1.531406522E0,9.322437286E0
1.764599437E1,-8.470591903E-1,1.607976794E0,9.284152031E0
1.764810099E1,-8.231309652E-1,1.660618901E0,9.250652313E0
1.765020760E1,-7.848458290E-1,1.732403636E0,9.241081238E0
1.765231427E1,-7.561319470E-1,1.765903115E0,9.231510162E0
1.765442088E1,-7.178468108E-1,1.808973908E0,9.269794464E0
1.765652755E1,-6.747759581E-1,1.852044702E0,9.312865257E0
1.765863411E1,-6.221339107E-1,1.880758643E0,9.336793900E0
1.766074078E1,-5.647061467E-1,1.914258122E0,9.427721024E0
1.766284739E1,-5.072783828E-1,1.938186288E0,9.485149384E0
1.766495401E1,-4.689932466E-1,1.957328916E0,9.600004196E0
1.766706067E1,-4.354937077E-1,1.981257200E0,9.700503349E0
1.766916729E1,-3.684946895E-1,2.000399828E0,9.824930191E0
1.767127390E1,-3.206382394E-1,2.009970903E0,9.944570541E0
1.767338052E1,-2.727817893E-1,2.029113531E0,1.011685371E1
1.767548718E1,-2.297109663E-1,2.033899307E0,1.027478027E1
1.767759380E1,-1.770688742E-1,2.029113531E0,1.042792130E1
1.767970041E1,-1.196411327E-1,2.038684845E0,1.062413216E1
1.768180703E1,-7.178468257E-2,2.024327993E0,1.082991505E1
1.768391369E1,0.000000000E0,2.005185366E0,1.104526901E1
1.768602031E1,7.657032460E-2,1.981257200E0,1.124626637E1
1.768812692E1,1.244267747E-1,1.942971945E0,1.144726372E1
1.769023359E1,1.627119333E-1,1.880758643E0,1.164826107E1
1.769234020E1,2.153540403E-1,1.799402595E0,1.185404301E1
1.769444682E1,2.392822653E-1,1.703689694E0,1.201675510E1
1.769655343E1,2.488535494E-1,1.622333765E0,1.221775246E1
1.769866010E1,2.201396823E-1,1.512263894E0,1.238046455E1
1.770076672E1,1.770688742E-1,1.430907965E0,1.254796219E1
1.770287333E1,7.178468257E-2,1.349551916E0,1.272503090E1
1.770497994E1,-2.392822690E-2,1.272981644E0,1.283510113E1
1.770708661E1,-1.244267747E-1,1.225125194E0,1.295474148E1
1.770919322E1,-2.344966233E-1,1.182054400E0,1.303609753E1
1.771129989E1,-3.684946895E-1,1.158126116E0,1.309831142E1
1.771340651E1,-4.929214716E-1,1.162911773E0,1.311266804E1
1.771551312E1,-6.317051649E-1,1.148554921E0,1.309831142E1
1.771761974E1,-7.704889178E-1,1.177268744E0,1.302652645E1
1.771972635E1,-8.757730722E-1,1.191625714E0,1.290209961E1
1.772183296E1,-9.714859724E-1,1.210768223E0,1.276810169E1
1.772393963E1,-1.052842021E0,1.249053478E0,1.262453270E1
1.772604625E1,-1.095912814E0,1.282552958E0,1.240917778E1
1.772815291E1,-1.124626637E0,1.325623751E0,1.222253799E1
1.773025953E1,-1.138983607E0,1.373480201E0,1.199282742E1
1.773236614E1,-1.115055323E0,1.426122308E0,1.181575775E1
1.773447276E1,-1.076770186E0,1.478764415E0,1.164826107E1
1.773657942E1,-9.810572863E-1,1.478764415E0,1.151426220E1
1.773868604E1,-8.949156404E-1,1.493121386E0,1.134197903E1
1.774079265E1,-7.609176040E-1,1.517049551E0,1.119362450E1
1.774289932E1,-6.508477330E-1,1.497906923E0,1.105005455E1
1.774500593E1,-4.929214716E-1,1.512263894E0,1.093519974E1
1.774711255E1,-3.637090325E-1,1.502692580E0,1.087298584E1
1.774921916E1,-2.344966233E-1,1.497906923E0,1.081555843E1
1.775132578E1,-1.196411327E-1,1.464407444E0,1.080120182E1
1.775343244E1,0.000000000E0,1.459621787E0,1.082034397E1
1.775553906E1,1.100698411E-1,1.435693622E0,1.089691448E1
1.775764567E1,2.057827413E-1,1.416550994E0,1.099741268E1
1.775975229E1,3.110669553E-1,1.392622828E0,1.113141060E1
1.776185895E1,4.019941986E-1,1.387837172E0,1.131805134E1
1.776396557E1,5.072783828E-1,1.349551916E0,1.148554897E1
1.776607224E1,5.838487148E-1,1.335195065E0,1.168654537E1
1.776817880E1,6.699903607E-1,1.296909928E0,1.186840057E1
1.777028546E1,7.561319470E-1,1.258624673E0,1.207418346E1
1.777239208E1,7.896314859E-1,1.196411371E0,1.223689461E1
1.777449875E1,7.944171429E-1,1.119840980E0,1.241396427E1
1.777660531E1,7.752745152E-1,1.033699393E0,1.259103298E1
1.777871198E1,7.322037220E-1,9.427721500E-1,1.279202938E1
1.778081859E1,6.747759581E-1,8.614161611E-1,1.297867012E1
1.778292520E1,6.317051649E-1,7.944171429E-1,1.316530991E1
1.778503187E1,5.359922647E-1,7.465606928E-1,1.331845093E1
1.778713848E1,4.354937077E-1,6.795616150E-1,1.349073410E1
1.778924510E1,3.397808075E-1,6.221339107E-1,1.363908863E1
1.779135172E1,2.440679073E-1,5.886343718E-1,1.373480225E1
1.779345838E1,1.100698411E-1,5.312066078E-1,1.381615829E1
1.779556500E1,-2.392822690E-2,4.785645306E-1,1.386401463E1
1.779767166E1,-1.483550072E-1,4.402793646E-1,1.384965706E1
1.779977828E1,-2.823530734E-1,3.780659735E-1,1.384008598E1
1.780188489E1,-4.211367965E-1,3.254238665E-1,1.377308750E1
1.780399151E1,-5.359922647E-1,2.727817893E-1,1.368694592E1
1.780609817E1,-6.604190469E-1,2.249253243E-1,1.357687569E1
1.780820479E1,-7.417750359E-1,1.770688742E-1,1.343330669E1
1.781031140E1,-8.805587292E-1,1.292124242E-1,1.327538013E1
1.781241807E1,-9.906286001E-1,9.092725813E-2,1.313659668E1
1.781452463E1,-1.081555843E0,4.307080805E-2,1.295474148E1
1.781663130E1,-1.182054400E0,4.307080805E-2,1.275853062E1
1.781873791E1,-1.272981644E0,1.435693540E-2,1.259103298E1
1.782084453E1,-1.335195065E0,1.435693540E-2,1.244267750E1
1.782295119E1,-1.402194023E0,2.871387079E-2,1.225125217E1
1.782505781E1,-1.450050473E0,6.221338734E-2,1.203111267E1
1.782716442E1,-1.469193101E0,1.244267747E-1,1.182054424E1
1.782927109E1,-1.497906923E0,1.435693651E-1,1.159561825E1
1.783137770E1,-1.473978758E0,1.866401732E-1,1.136590767E1
1.783348432E1,-1.445264935E0,2.440679073E-1,1.115055370E1
1.783559093E1,-1.397408366E0,3.014956415E-1,1.092084217E1
1.783769755E1,-1.363908887E0,3.493520916E-1,1.071027374E1
1.783980422E1,-1.263410330E0,4.211367965E-1,1.047577763E1
1.784191083E1,-1.162911773E0,4.546363056E-1,1.027478027E1
1.784401744E1,-1.048056364E0,5.168496966E-1,1.010249710E1
1.784612411E1,-8.949156404E-1,5.790630579E-1,9.930213928E0
1.784823072E1,-7.417750359E-1,6.460621357E-1,9.810572624E0
1.785033734E1,-5.742774606E-1,7.178468108E-1,9.686145782E0
1.785244395E1,-4.067798555E-1,7.944171429E-1,9.585647583E0
1.785455062E1,-2.249253243E-1,8.662018180E-1,9.518648148E0
1.785665724E1,-3.828516230E-2,9.188438654E-1,9.489934921E0
1.785876385E1,1.339980662E-1,9.714859724E-1,9.485149384E0
1.786087052E1,3.349951804E-1,1.033699393E0,9.552147865E0
1.786297713E1,5.168496966E-1,1.115055323E0,9.614361763E0
1.786508375E1,6.939185858E-1,1.143769264E0,9.743574142E0
1.786719036E1,8.566305041E-1,1.201196909E0,9.848857880E0
1.786929703E1,1.009771109E0,1.244267821E0,9.987641335E0
1.787140364E1,1.177268744E0,1.287338614E0,1.015035343E1
1.787351026E1,1.287338614E0,1.325623751E0,1.029870892E1
1.787561692E1,1.402194023E0,1.339980721E0,1.045663452E1
1.787772354E1,1.493121386E0,1.359123230E0,1.064806080E1
1.787983015E1,1.569691658E0,1.368694544E0,1.085384369E1
1.788193677E1,1.631905079E0,1.368694544E0,1.102134132E1
1.788404338E1,1.698904037E0,1.368694544E0,1.122233772E1
1.788615005E1,1.746760488E0,1.359123230E0,1.140897846E1
1.788825666E1,1.808973908E0,1.359123230E0,1.153819084E1
1.789036328E1,1.852044702E0,1.320838094E0,1.164347458E1
1.789246994E1,1.871187329E0,1.282552958E0,1.178225899E1
1.789457656E1,1.904686809E0,1.272981644E0,1.186361504E1
1.789668317E1,1.909472466E0,1.225125194E0,1.192582798E1
1.789878979E1,1.890329838E0,1.205982566E0,1.196889877E1
1.790089645E1,1.861616015E0,1.177268744E0,1.202154064E1
1.790300307E1,1.813759565E0,1.134197950E0,1.202154064E1
1.790510968E1,1.746760488E0,1.110269666E0,1.204546928E1
1.790721630E1,1.689332843E0,1.067198873E0,1.199761295E1
1.790932296E1,1.607976794E0,1.043270707E0,1.191625690E1
1.791142958E1,1.502692580E0,9.762716293E-1,1.182054424E1
1.791353619E1,1.392622828E0,9.379864931E-1,1.173440266E1
1.791564281E1,1.292124271E0,8.757730722E-1,1.159561825E1
1.791774948E1,1.182054400E0,8.231309652E-1,1.147119141E1
1.791985609E1,1.062413216E0,7.896314859E-1,1.129412270E1
1.792196276E1,9.667003751E-1,7.513462901E-1,1.112662506E1
1.792406937E1,8.853443861E-1,7.034898400E-1,1.090170002E1
1.792617598E1,7.896314859E-1,7.130611539E-1,1.069591713E1
1.792828260E1,6.939185858E-1,6.747759581E-1,1.046620655E1
1.793038927E1,6.125625968E-1,6.939185858E-1,1.021735287E1
1.793249588E1,5.216353536E-1,6.987041831E-1,9.978070259E0
1.793460250E1,4.594219327E-1,7.130611539E-1,9.753145218E0
1.793670911E1,4.019941986E-1,7.561319470E-1,9.542576790E0
1.793881578E1,3.302095234E-1,7.992027402E-1,9.317651749E0
1.794092239E1,2.967100143E-1,8.614161611E-1,9.111868858E0
1.794302901E1,2.584248483E-1,9.284151793E-1,8.872586250E0
1.794513562E1,2.249253243E-1,9.906286001E-1,8.657232285E0
1.794724229E1,2.057827413E-1,1.071984529E0,8.437092781E0
1.794934890E1,1.531406492E-1,1.134197950E0,8.240880966E0
1.795145552E1,1.483550072E-1,1.196411371E0,8.044670105E0
1.795356218E1,1.148554832E-1,1.272981644E0,7.848458290E0
1.795566880E1,9.571290761E-2,1.349551916E0,7.637889862E0
1.795777541E1,9.092725813E-2,1.435693622E0,7.446464062E0
1.795988208E1,8.135596663E-2,1.502692580E0,7.250252724E0
1.796198869E1,6.699903309E-2,1.564906001E0,7.077969551E0
1.796409531E1,7.178468257E-2,1.631905079E0,6.881757736E0
1.796620192E1,6.699903309E-2,1.718046665E0,6.699903488E0
1.796830854E1,7.178468257E-2,1.789831281E0,6.541976929E0
1.797041520E1,7.178468257E-2,1.842473388E0,6.384050846E0
1.797252182E1,6.699903309E-2,1.919043779E0,6.250052929E0
1.797462843E1,4.785645381E-2,1.976471543E0,6.130411625E0
1.797673510E1,4.785645381E-2,2.009970903E0,6.001199245E0
1.797884172E1,9.571290575E-3,2.072184324E0,5.905486107E0
1.798094833E1,-9.571290575E-3,2.115255117E0,5.790630817E0
1.798305494E1,-2.392822690E-2,2.143969059E0,5.718846321E0
1.798516156E1,-3.828516230E-2,2.172683001E0,5.651846886E0
1.798726822E1,-5.742774159E-2,2.201396942E0,5.580062389E0
1.798937484E1,-1.052841991E-1,2.201396942E0,5.541777134E0
1.799148151E1,-1.435693651E-1,2.210968018E0,5.489135265E0
1.799358807E1,-1.962114573E-1,2.220539331E0,5.450850010E0
1.799569474E1,-2.153540403E-1,2.220539331E0,5.422136307E0
1.799780135E1,-2.584248483E-1,2.220539331E0,5.412564754E0
1.799990797E1,-2.871387303E-1,2.206182480E0,5.431707382E0
1.800201458E1,-3.206382394E-1,2.187039852E0,5.431707382E0
1.800412125E1,-3.445664644E-1,2.163111687E0,5.426921844E0
1.800622791E1,-3.780659735E-1,2.110469580E0,5.446064472E0
1.800833453E1,-4.115654826E-1,2.067398787E0,5.465207100E0
1.801044114E1,-4.546363056E-1,2.014756680E0,5.460421085E0
1.801254776E1,-5.072783828E-1,1.966900229E0,5.493920803E0
1.801465442E1,-5.216353536E-1,1.919043779E0,5.536991596E0
1.801676104E1,-5.359922647E-1,1.871187329E0,5.556134224E0
1.801886765E1,-5.599204898E-1,1.847259045E0,5.603990555E0
1.802097427E1,-5.790630579E-1,1.794616938E0,5.642275810E0
1.802308088E1,-6.173482537E-1,1.761117458E0,5.680561066E0
1.802518755E1,-6.508477330E-1,1.737189293E0,5.728417397E0
1.802729416E1,-6.891329288E-1,1.689332843E0,5.800201893E0
1.802940078E1,-7.130611539E-1,1.627119422E0,5.843272686E0
1.803150739E1,-7.417750359E-1,1.569691658E0,5.934200287E0
1.803361406E1,-7.752745152E-1,1.497906923E0,6.015556335E0
1.803572067E1,-7.992027402E-1,1.440479279E0,6.111268997E0
1.803782729E1,-8.135597110E-1,1.368694544E0,6.216553211E0
1.803993395E1,-7.944171429E-1,1.311266780E0,6.345765591E0
1.804204057E1,-7.704889178E-1,1.244267821E0,6.451049805E0
1.804414718E1,-7.657032609E-1,1.182054400E0,6.570691109E0
1.804625380E1,-6.987041831E-1,1.167697430E0,6.690331936E0
1.804836047E1,-6.747759581E-1,1.134197950E0,6.814758778E0
1.805046708E1,-6.508477330E-1,1.119840980E0,6.963113785E0
1.805257369E1,-5.886343718E-1,1.091127157E0,7.087540627E0
1.805468031E1,-5.407779217E-1,1.076770186E0,7.221538544E0
1.805678698E1,-5.024927258E-1,1.086341500E0,7.369893551E0
1.805889359E1,-4.498506486E-1,1.095912814E0,7.537391186E0
1.806100026E1,-3.780659735E-1,1.105484009E0,7.671389580E0
1.806310687E1,-3.302095234E-1,1.091127157E0,7.757531166E0
1.806521348E1,-2.632105052E-1,1.081555843E0,7.853243828E0
1.806732010E1,-2.201396823E-1,1.071984529E0,7.915457249E0
1.806942677E1,-1.387837082E-1,1.091127157E0,7.996813297E0
1.807153338E1,-7.657032460E-2,1.095912814E0,8.039883614E0
1.807364000E1,-1.435693540E-2,1.119840980E0,8.111668587E0
1.807574661E1,6.221338734E-2,1.167697430E0,8.183453560E0
1.807785328E1,1.531406492E-1,1.215553880E0,8.226524353E0
1.807995989E1,2.392822653E-1,1.272981644E0,8.288737297E0
1.808206651E1,3.206382394E-1,1.344766378E0,8.346165657E0
1.808417317E1,4.019941986E-1,1.430907965E0,8.417949677E0
1.808627979E1,4.977070987E-1,1.507478237E0,8.461020470E0
1.808838640E1,5.694918036E-1,1.584048629E0,8.523234367E0
1.809049302E1,6.317051649E-1,1.655833244E0,8.599804878E0
1.809259968E1,6.987041831E-1,1.737189293E0,8.662017822E0
1.809470630E1,7.609176040E-1,1.785045743E0,8.719446182E0
1.809681291E1,8.039883971E-1,1.828116536E0,8.786444664E0
1.809891953E1,8.614161611E-1,1.885544300E0,8.853444099E0
1.810102619E1,8.997012973E-1,1.962114573E0,8.920442581E0
1.810313281E1,9.475577474E-1,2.014756680E0,8.982656479E0
1.810523942E1,9.762716293E-1,2.043470621E0,9.059226990E0
1.810734604E1,9.858429432E-1,2.086541414E0,9.150154114E0
