"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.826539341E0,-2.082970142E-1,-2.124389112E-1,7.508363724E-1
3.831539341E0,-2.899259329E-1,-1.746457219E-1,7.550039291E-1
3.836539341E0,-3.601346016E-1,-1.899661422E-1,7.870159149E-1
3.841539341E0,-4.072775841E-1,-2.117675543E-1,7.487573624E-1
3.846539341E0,-3.602166176E-1,-2.094773054E-1,7.332773209E-1
3.851539341E0,-2.304921150E-1,-1.820493937E-1,6.980581284E-1
3.856539341E0,-7.145190239E-2,-1.448219419E-1,7.206707001E-1
3.861539341E0,9.604692459E-4,-7.777798176E-2,7.400150299E-1
3.866539341E0,-8.234775066E-2,3.816694021E-2,6.964139938E-1
3.871539341E0,-1.024409533E-1,1.140432358E-1,7.260274887E-1
3.876539341E0,-2.142112255E-1,1.658399701E-1,8.114862442E-1
3.881539341E0,-3.193522692E-1,1.912225485E-1,9.140062332E-1
3.886539341E0,-3.323448896E-1,1.251057982E-1,1.121594429E0
3.891539341E0,-3.513140678E-1,-3.194510937E-3,1.330947876E0
3.896539341E0,-3.623112440E-1,-1.738373041E-1,1.591777802E0
3.901539341E0,-4.212561846E-1,-3.407362103E-1,1.857554436E0
3.906539341E0,-5.697613955E-1,-4.571742415E-1,2.054099083E0
3.911539341E0,-7.708469629E-1,-4.538792968E-1,2.194054604E0
3.916539341E0,-9.494516850E-1,-3.463173807E-1,2.300037384E0
3.921539341E0,-1.135920763E0,-1.907787919E-1,2.392521858E0
3.926539341E0,-1.273668885E0,-2.756208181E-2,2.429140091E0
3.931539341E0,-1.308883429E0,1.586142182E-1,2.365633965E0
3.936539341E0,-1.203881264E0,3.272656202E-1,2.198836327E0
3.941539341E0,-1.010943413E0,4.928995371E-1,1.925502777E0
3.946539341E0,-7.314654589E-1,6.418271065E-1,1.590003014E0
3.951539341E0,-4.075958729E-1,7.289112210E-1,1.271401405E0
3.956539341E0,-3.354394436E-2,7.194086909E-1,1.050239563E0
3.961539341E0,3.435641527E-1,5.574548244E-1,1.020555496E0
3.966539341E0,6.098544598E-1,1.862742305E-1,1.275988579E0
3.971539341E0,6.687505245E-1,-3.414487243E-1,1.887096405E0
3.976539341E0,5.178894997E-1,-9.944716692E-1,2.674035072E0
3.981539341E0,2.652918100E-1,-1.655168772E0,3.543312073E0
3.986539341E0,-5.100464821E-2,-2.264253616E0,4.341770172E0
3.991539341E0,-4.490759373E-1,-2.768588781E0,5.023456573E0
3.996539341E0,-8.447109461E-1,-3.079213858E0,5.552597046E0
4.001539341E0,-1.140876412E0,-3.185213566E0,5.869615555E0
4.006539341E0,-1.307059765E0,-3.067623615E0,5.940476418E0
4.011539341E0,-1.317656279E0,-2.803634167E0,5.638950348E0
4.016539341E0,-1.214218855E0,-2.436190128E0,4.888994217E0
4.021539341E0,-1.046832204E0,-2.007973671E0,3.741139412E0
4.026539341E0,-8.964157104E-1,-1.537890434E0,2.476917267E0
4.031539341E0,-7.636277676E-1,-1.095908761E0,1.334393501E0
4.036539341E0,-5.845633745E-1,-6.863294840E-1,3.987016678E-1
4.041539341E0,-3.854546547E-1,-3.307865262E-1,-3.591146469E-1
4.046539341E0,-2.133034468E-1,-2.258539200E-2,-1.002335548E0
4.051539341E0,-1.192089319E-1,2.186374664E-1,-1.553379059E0
4.056539341E0,-1.131086349E-1,3.839693069E-1,-1.990191460E0
4.061539341E0,-1.355745792E-1,4.796288013E-1,-2.273270607E0
4.066539341E0,-1.567826271E-1,4.867515564E-1,-2.365885258E0
4.071539341E0,-2.171130180E-1,3.668285608E-1,-2.271206379E0
4.076539341E0,-3.215101957E-1,1.955364943E-1,-2.009380341E0
4.081539341E0,-4.353920221E-1,-3.396975994E-2,-1.609412193E0
4.086539341E0,-4.698839188E-1,-3.281549215E-1,-1.056718826E0
4.091539341E0,-4.950727224E-1,-6.477910876E-1,-5.032138824E-1
4.096539341E0,-5.216078758E-1,-9.682911634E-1,-1.477890015E-1
4.101539341E0,-5.596060753E-1,-1.225333691E0,1.210317612E-1
4.106539341E0,-5.715236664E-1,-1.393539071E0,3.180437088E-1
4.111539341E0,-6.133500338E-1,-1.503507614E0,4.337291718E-1
4.116539341E0,-6.180694103E-1,-1.569513321E0,5.191488266E-1
4.121539341E0,-6.305861473E-1,-1.597871780E0,5.011043549E-1
4.126539341E0,-6.019988060E-1,-1.571602941E0,3.790960312E-1
4.131539341E0,-5.299146175E-1,-1.503283024E0,1.320095062E-1
4.136539341E0,-4.245873690E-1,-1.381383657E0,-1.917896271E-1
4.141539341E0,-3.403326273E-1,-1.231811285E0,-5.693817139E-1
4.146539341E0,-2.720677853E-1,-1.075856209E0,-9.412326813E-1
4.151539341E0,-1.813576221E-1,-8.835167289E-1,-1.272255898E0
4.156539341E0,-1.114041805E-1,-6.881968975E-1,-1.570827484E0
4.161539341E0,-5.539405346E-2,-4.881451726E-1,-1.820700645E0
4.166539341E0,-1.746392250E-2,-3.199283481E-1,-2.035417080E0
4.171539341E0,1.232349873E-2,-1.943691373E-1,-2.256443977E0
4.176539341E0,5.020999908E-2,-8.720690012E-2,-2.494976521E0
4.181539341E0,9.652805328E-2,1.262021065E-2,-2.701583862E0
4.186539341E0,1.243522167E-1,1.074270606E-1,-2.896598339E0
4.191539341E0,1.239579916E-1,1.541647315E-1,-3.104389191E0
4.196539341E0,1.047140360E-1,2.117668986E-1,-3.274966240E0
4.201539341E0,4.300475121E-2,2.148696780E-1,-3.420618057E0
4.206539341E0,-2.118182182E-2,2.104161978E-1,-3.540034294E0
4.211539341E0,-7.875394821E-2,1.872116923E-1,-3.641192913E0
4.216539341E0,-1.066892147E-1,1.692736745E-1,-3.721802711E0
4.221539341E0,-1.503665447E-1,1.631318331E-1,-3.768144608E0
4.226539341E0,-1.659841537E-1,1.629694700E-1,-3.798813820E0
4.231539341E0,-1.708314419E-1,2.062824965E-1,-3.845389366E0
4.236539341E0,-1.657714844E-1,2.675330639E-1,-3.885840416E0
4.241539341E0,-1.391248703E-1,3.347594142E-1,-3.903667450E0
4.246539341E0,-9.550499916E-2,4.172368050E-1,-3.881263733E0
4.251539341E0,-4.997324944E-2,5.138865113E-1,-3.818717957E0
4.256539341E0,-1.614093781E-4,6.020847559E-1,-3.702997684E0
4.261539341E0,5.282139778E-2,6.887264848E-1,-3.516001225E0
4.266539341E0,1.117987633E-1,7.535231709E-1,-3.288014889E0
4.271539341E0,9.892797470E-2,7.934630513E-1,-3.005589485E0
4.276539341E0,6.857657433E-2,7.876348495E-1,-2.698274612E0
4.281539341E0,-5.961656570E-3,7.377604842E-1,-2.411785126E0
4.286539341E0,-1.231284142E-1,6.444953084E-1,-2.100436211E0
4.291539341E0,-3.194394112E-1,4.759700894E-1,-1.738447666E0
4.296539341E0,-6.002762318E-1,2.621373534E-1,-1.297726631E0
4.301539341E0,-8.863508701E-1,-3.441101313E-2,-8.674201965E-1
4.306539341E0,-1.109382153E0,-3.743727803E-1,-5.308637619E-1
4.311539341E0,-1.230412006E0,-6.699103713E-1,-2.631168365E-1
4.316539341E0,-1.317915916E0,-8.581844568E-1,-7.393932343E-2
4.321539341E0,-1.386979103E0,-9.454698563E-1,3.681945801E-2
4.326539341E0,-1.428991318E0,-9.389487505E-1,7.746410370E-2
4.331539341E0,-1.435280085E0,-8.822965622E-1,8.999252319E-2
4.336539341E0,-1.382206440E0,-7.510329485E-1,7.220172882E-2
4.341539341E0,-1.300751925E0,-5.548899770E-1,6.136131287E-2
4.346539341E0,-1.224802971E0,-3.298417926E-1,5.038070679E-2
4.351539341E0,-1.142499685E0,-8.178079128E-2,7.941246033E-2
4.356539341E0,-1.061496258E0,1.478427649E-1,1.347770691E-1
4.361539341E0,-1.019719839E0,3.176158071E-1,1.981763840E-1
4.366539341E0,-9.609463215E-1,3.709745407E-1,3.136758804E-1
4.371539341E0,-8.847455978E-1,3.365105391E-1,4.880456924E-1
4.376539341E0,-8.875855207E-1,2.098734975E-1,7.321872711E-1
4.381539341E0,-9.005373716E-1,4.009318352E-2,1.017966270E0
4.386539341E0,-9.021610022E-1,-1.439381540E-1,1.309397697E0
4.391539341E0,-8.746036291E-1,-3.391191363E-1,1.612834930E0
4.396539341E0,-8.501564264E-1,-5.298536420E-1,1.859233856E0
4.401539341E0,-8.259910345E-1,-7.482854128E-1,2.077438354E0
4.406539341E0,-8.383276463E-1,-9.732927680E-1,2.345478058E0
4.411539341E0,-8.885185719E-1,-1.191565037E0,2.626397133E0
4.416539341E0,-9.252114296E-1,-1.344469905E0,2.877710342E0
4.421539341E0,-9.842679501E-1,-1.434698820E0,3.057375908E0
4.426539341E0,-1.066816211E0,-1.407867193E0,3.133538246E0
4.431539341E0,-1.161721110E0,-1.247807980E0,3.210128784E0
4.436539341E0,-1.209952593E0,-9.755412340E-1,3.158089638E0
4.441539341E0,-1.122520328E0,-6.325999498E-1,3.013829231E0
4.446539341E0,-9.412806034E-1,-3.112753630E-1,2.750114441E0
4.451539341E0,-7.385743856E-1,-1.121231914E-2,2.473514557E0
4.456539341E0,-5.142451525E-1,2.401897907E-1,2.207357407E0
4.461539341E0,-2.746655941E-1,4.774649441E-1,1.985393524E0
4.466539341E0,1.600849628E-2,6.628093123E-1,1.812018394E0
4.471539341E0,2.754511833E-1,7.327893972E-1,1.731564522E0
4.476539341E0,4.662576914E-1,6.727957726E-1,1.736295700E0
4.481539341E0,5.433644056E-1,5.024756193E-1,1.848673820E0
4.486539341E0,5.569003820E-1,2.662211955E-1,2.050559044E0
4.491539341E0,4.410110712E-1,-9.387549758E-2,2.353135109E0
4.496539341E0,2.709535360E-1,-5.071923733E-1,2.701442719E0
4.501539341E0,1.306393147E-1,-8.986920118E-1,3.001417160E0
4.506539341E0,-1.559066772E-2,-1.207655668E0,3.215314865E0
4.511539341E0,-1.430945396E-1,-1.470325828E0,3.376317978E0
4.516539341E0,-1.893706322E-1,-1.632133245E0,3.468768120E0
4.521539341E0,-1.423387527E-1,-1.659803271E0,3.459475517E0
4.526539341E0,-4.364085197E-2,-1.499521613E0,3.351093292E0
4.531539341E0,9.644162655E-2,-1.206998825E0,3.104428291E0
4.536539341E0,2.540206909E-1,-8.749327660E-1,2.703143120E0
4.541539341E0,3.846961260E-1,-5.530785322E-1,2.130861282E0
4.546539341E0,5.168191195E-1,-3.064578772E-1,1.460946083E0
4.551539341E0,6.720755100E-1,-1.246735379E-1,8.038768768E-1
4.556539341E0,8.425506353E-1,-1.881033182E-3,2.378759384E-1
4.561539341E0,9.812155962E-1,9.526905417E-2,-1.711006165E-1
4.566539341E0,1.029225588E0,1.428367496E-1,-4.281883240E-1
4.571539341E0,1.007980585E0,1.418135911E-1,-5.703735352E-1
4.576539341E0,9.373246431E-1,7.278813422E-2,-6.295251846E-1
4.581539341E0,8.880610466E-1,-1.255103946E-2,-6.381034851E-1
4.586539341E0,8.406274319E-1,-1.168332994E-1,-5.587568283E-1
4.591539341E0,7.978771925E-1,-2.274515033E-1,-4.088134766E-1
4.596539341E0,8.006286621E-1,-3.365221322E-1,-2.299270630E-1
4.601539341E0,7.976859212E-1,-4.239803851E-1,-3.131008148E-2
4.606539341E0,7.961357236E-1,-4.971002936E-1,1.943445206E-1
4.611539341E0,7.877120972E-1,-5.657142401E-1,4.576854706E-1
4.616539341E0,7.682475448E-1,-6.651976705E-1,7.215614319E-1
4.621539341E0,7.502881289E-1,-7.738323808E-1,9.539623260E-1
4.626539341E0,7.269127369E-1,-9.030602574E-1,1.134260178E0
4.631539341E0,6.947885752E-1,-9.864605665E-1,1.194252968E0
4.636539341E0,6.490261555E-1,-1.035296679E0,1.145956993E0
4.641539341E0,5.786279440E-1,-1.050878644E0,1.002250671E0
4.646539341E0,5.015753508E-1,-1.049731731E0,7.597208023E-1
4.651539341E0,4.441661835E-1,-1.030531049E0,4.579896927E-1
4.656539341E0,4.102340937E-1,-1.024659276E0,9.261894226E-2
4.661539341E0,3.655306697E-1,-1.011362076E0,-2.878780365E-1
4.666539341E0,2.971483469E-1,-1.003857851E0,-6.320667267E-1
4.671539341E0,2.155401707E-1,-9.641759396E-1,-9.401655197E-1
4.676539341E0,1.424098015E-1,-8.964160681E-1,-1.227672577E0
4.681539341E0,9.154760838E-2,-8.377249241E-1,-1.501466751E0
4.686539341E0,4.687643051E-2,-7.714922428E-1,-1.780395985E0
4.691539341E0,-3.060257435E-2,-7.015997767E-1,-2.056696892E0
4.696539341E0,-7.845723629E-2,-6.363136768E-1,-2.277687073E0
4.701539341E0,-9.094989300E-2,-5.636286736E-1,-2.474554539E0
4.706539341E0,-8.781147003E-2,-4.943621755E-1,-2.673625946E0
4.711539341E0,-8.993041515E-2,-4.516437650E-1,-2.849122047E0
4.716539341E0,-9.113860130E-2,-4.178142548E-1,-3.030234337E0
4.721539341E0,-9.682166576E-2,-3.934347630E-1,-3.179388046E0
4.726539341E0,-1.006903648E-1,-3.594817817E-1,-3.280896664E0
4.731539341E0,-5.757474899E-2,-3.096578717E-1,-3.337061882E0
4.736539341E0,-3.982949257E-2,-2.411826253E-1,-3.378859520E0
4.741539341E0,1.323127747E-2,-1.623113751E-1,-3.446885109E0
4.746539341E0,9.020340443E-2,-8.035939932E-2,-3.500703812E0
4.751539341E0,1.829216480E-1,2.279993892E-2,-3.537714958E0
4.756539341E0,2.861386538E-1,1.372916400E-1,-3.541664600E0
4.761539341E0,3.992818594E-1,2.863991857E-1,-3.510502815E0
4.766539341E0,5.559833050E-1,4.779823422E-1,-3.446419716E0
4.771539341E0,7.203333378E-1,7.106770873E-1,-3.375837326E0
4.776539341E0,9.167268276E-1,9.747853875E-1,-3.287838936E0
4.781539341E0,1.054094195E0,1.205007792E0,-3.197688103E0
4.786539341E0,1.128155947E0,1.371655703E0,-3.072152138E0
4.791539341E0,1.187653899E0,1.506154776E0,-2.906044006E0
4.796539341E0,1.195672274E0,1.575985193E0,-2.724816322E0
4.801539341E0,1.206566334E0,1.589084864E0,-2.499156952E0
4.806539341E0,1.152451515E0,1.539880276E0,-2.243682384E0
4.811539341E0,1.096501827E0,1.458370328E0,-2.037574768E0
4.816539341E0,9.866195917E-1,1.287354231E0,-1.798621178E0
4.821539341E0,8.075735569E-1,1.087864041E0,-1.563179016E0
4.826539341E0,6.055710316E-1,8.591646552E-1,-1.296748161E0
4.831539341E0,4.081766605E-1,6.292827129E-1,-9.945964813E-1
4.836539341E0,2.636764050E-1,4.214181304E-1,-6.531286240E-1
4.841539341E0,9.434092045E-2,2.357179523E-1,-2.863836288E-1
4.846539341E0,-8.944642544E-2,9.189456701E-2,6.550788879E-2
4.851539341E0,-2.448585033E-1,-1.650536060E-2,3.880586624E-1
4.856539341E0,-3.848867416E-1,-8.764964342E-2,6.979169846E-1
4.861539341E0,-4.766232967E-1,-1.159418225E-1,9.798221588E-1
4.866539341E0,-5.165235996E-1,-9.732648730E-2,1.245049477E0
4.871539341E0,-5.376659632E-1,-4.300719500E-2,1.445518494E0
4.876539341E0,-5.385460854E-1,-2.311420441E-2,1.901148796E0
4.881539341E0,-5.494294167E-1,-2.682471275E-2,2.419303894E0
4.886539341E0,-3.024139404E-1,2.943283319E-1,1.716127396E0
4.891539341E0,-6.648612022E-2,4.802992940E-1,1.380661011E0
4.896539341E0,3.110682964E-2,5.227451921E-1,1.602194786E0
4.901539341E0,-5.296099186E-2,5.536918044E-1,1.932957649E0
4.906539341E0,-1.421676874E-1,5.943626761E-1,1.937273979E0
4.911539341E0,-1.826434135E-1,5.568222404E-1,1.757381439E0
4.916539341E0,-3.082827330E-1,4.737925529E-1,1.701474190E0
4.921539341E0,-4.503129721E-1,3.638306260E-1,1.716616631E0
4.926539341E0,-5.644187927E-1,2.257624269E-1,1.781571388E0
4.931539341E0,-6.927089691E-1,7.749027014E-2,1.835627556E0
4.936539341E0,-8.620595932E-1,-1.025541425E-1,1.914489746E0
4.941539341E0,-1.001487851E0,-2.803661823E-1,1.994026184E0
4.946539341E0,-1.085245013E0,-4.145578742E-1,2.082380295E0
4.951539341E0,-1.161636710E0,-4.873696864E-1,2.211953163E0
4.956539341E0,-1.285486460E0,-4.500868022E-1,2.321788788E0
4.961539341E0,-1.406178236E0,-3.484975696E-1,2.344067574E0
4.966539341E0,-1.474218369E0,-1.934233308E-1,2.224425316E0
4.971539341E0,-1.460420251E0,-3.867632151E-2,2.049461365E0
4.976539341E0,-1.388788819E0,9.815913439E-2,1.820000648E0
4.981539341E0,-1.224324822E0,1.533514857E-1,1.569907188E0
4.986539341E0,-1.016783357E0,1.249793172E-1,1.383362770E0
4.991539341E0,-7.807084322E-1,-1.027536392E-2,1.294268608E0
4.996539341E0,-5.424729586E-1,-2.123396397E-1,1.326996803E0
5.001539341E0,-4.646751881E-1,-5.785126090E-1,1.577426910E0
5.006539341E0,-5.632269382E-1,-9.887138605E-1,1.992210388E0
5.011539341E0,-7.084730864E-1,-1.319939733E0,2.525267601E0
5.016539341E0,-8.883144855E-1,-1.560744882E0,3.099855423E0
5.021539341E0,-1.138254285E0,-1.697340965E0,3.597720146E0
5.026539341E0,-1.382688046E0,-1.749203682E0,3.802935600E0
5.031539341E0,-1.616302371E0,-1.744979382E0,3.675499916E0
5.036539341E0,-1.797784448E0,-1.659893036E0,3.256977081E0
5.041539341E0,-1.803941607E0,-1.493921518E0,2.554174423E0
5.046539341E0,-1.704537511E0,-1.258473635E0,1.778444290E0
5.051539341E0,-1.554862738E0,-9.904963970E-1,1.077612877E0
5.056539341E0,-1.387603521E0,-7.179374695E-1,4.825353622E-1
5.061539341E0,-1.240132689E0,-5.111443996E-1,-3.254508972E-2
5.066539341E0,-1.091236711E0,-3.410946131E-1,-4.893665314E-1
5.071539341E0,-9.653049707E-1,-2.136818171E-1,-8.391790390E-1
5.076539341E0,-8.801814318E-1,-1.404131055E-1,-1.066489220E0
5.081539341E0,-8.622624874E-1,-8.943843842E-2,-1.181352615E0
5.086539341E0,-8.801982403E-1,-5.063068867E-2,-1.168135643E0
5.091539341E0,-8.795267344E-1,2.898454666E-3,-9.926986694E-1
5.096539341E0,-9.040676355E-1,4.720199108E-2,-6.907730103E-1
5.101539341E0,-8.635807037E-1,5.798470974E-2,-3.322248459E-1
5.106539341E0,-8.418971300E-1,2.256858349E-2,2.274322510E-2
5.111539341E0,-8.573467731E-1,-8.276361227E-2,3.074436188E-1
5.116539341E0,-8.762719631E-1,-2.279360890E-1,4.506530762E-1
5.121539341E0,-8.772702217E-1,-3.926779032E-1,5.351905823E-1
5.126539341E0,-8.605104685E-1,-5.501227379E-1,6.254758835E-1
5.131539341E0,-8.477073908E-1,-6.989815235E-1,7.047386169E-1
5.136539341E0,-8.225436211E-1,-8.537948132E-1,7.700481415E-1
5.141539341E0,-7.973858118E-1,-1.016857147E0,7.924747467E-1
5.146539341E0,-7.759286165E-1,-1.159212232E0,8.137321472E-1
5.151539341E0,-7.339755297E-1,-1.241700292E0,7.929334641E-1
5.156539341E0,-6.816257238E-1,-1.279977322E0,7.058906555E-1
5.161539341E0,-6.100546122E-1,-1.205273867E0,5.604820251E-1
5.166539341E0,-5.652728081E-1,-1.071631432E0,3.472509384E-1
5.171539341E0,-5.281194448E-1,-9.331628084E-1,9.808063507E-2
5.176539341E0,-4.935581684E-1,-8.015415072E-1,-1.909894943E-1
5.181539341E0,-4.332273006E-1,-7.403973341E-1,-4.958248138E-1
5.186539341E0,-3.758220673E-1,-6.853713393E-1,-7.756147385E-1
5.191539341E0,-3.773884773E-1,-6.562212706E-1,-1.110528946E0
5.196539341E0,-4.186270237E-1,-6.202090979E-1,-1.441027641E0
5.201539341E0,-4.589825869E-1,-5.876053572E-1,-1.732665539E0
5.206539341E0,-4.938616753E-1,-5.718893409E-1,-1.970026493E0
5.211539341E0,-5.221711397E-1,-5.758947134E-1,-2.190264702E0
5.216539341E0,-5.293899775E-1,-6.003686190E-1,-2.384029388E0
5.221539341E0,-5.201286077E-1,-6.491892934E-1,-2.564684868E0
5.226539341E0,-5.494353771E-1,-6.478782296E-1,-2.706547737E0
5.231539341E0,-5.839260817E-1,-6.218327880E-1,-2.841582298E0
5.236539341E0,-5.678883791E-1,-5.827649832E-1,-2.970270634E0
5.241539341E0,-5.133334398E-1,-5.378743410E-1,-3.121065140E0
5.246539341E0,-4.680303335E-1,-4.683088064E-1,-3.176917076E0
5.251539341E0,-4.334082603E-1,-3.928518891E-1,-3.284380436E0
5.256539341E0,-3.181184530E-1,-2.874788046E-1,-3.420648575E0
5.261539341E0,-1.738924980E-1,-1.582225561E-1,-3.466330528E0
5.266539341E0,-6.697142124E-2,-6.225109100E-3,-3.477953911E0
5.271539341E0,-1.288402081E-2,1.366908550E-1,-3.450285912E0
5.276539341E0,7.173240185E-2,2.495668530E-1,-3.363243103E0
5.281539341E0,1.511694193E-1,3.326427341E-1,-3.234892368E0
5.286539341E0,1.755170822E-1,3.903254867E-1,-3.106678963E0
5.291539341E0,1.562286615E-1,4.204577208E-1,-2.941382408E0
5.296539341E0,1.480571032E-1,4.666936994E-1,-2.772956848E0
5.301539341E0,1.400403976E-1,4.696854949E-1,-2.605946541E0
5.306539341E0,7.083570957E-2,4.681901336E-1,-2.431057453E0
5.311539341E0,-6.165266037E-3,4.167641997E-1,-2.208754539E0
5.316539341E0,-7.744085789E-2,3.470702767E-1,-1.962076187E0
5.321539341E0,-1.526528597E-1,2.739771008E-1,-1.734793663E0
5.326539341E0,-2.283914089E-1,1.852499843E-1,-1.533403397E0
5.331539341E0,-3.163348436E-1,1.010571122E-1,-1.330867767E0
5.336539341E0,-4.543318748E-1,1.147633791E-2,-1.131834984E0
5.341539341E0,-6.214548349E-1,-3.697520494E-2,-9.074106216E-1
5.346539341E0,-7.525351048E-1,-6.823199987E-2,-6.838092804E-1
5.351539341E0,-8.719171286E-1,-7.948535681E-2,-5.062580109E-1
5.356539341E0,-7.866655588E-1,-1.024304032E-1,-4.023056030E-1
5.361539341E0,-8.547322750E-1,-1.358908415E-1,-3.091411591E-1
5.366539341E0,-8.617355824E-1,-1.517444849E-1,-2.029581070E-1
5.371539341E0,-7.910509109E-1,-1.799531579E-1,-3.810310364E-2
5.376539341E0,-6.908175945E-1,-2.204051018E-1,1.455726624E-1
5.381539341E0,-5.894421339E-1,-2.806032896E-1,2.867374420E-1
5.386539341E0,-5.661290884E-1,-3.243082762E-1,4.375076294E-1
5.391539341E0,-5.590251684E-1,-3.710660338E-1,6.082954407E-1
5.396539341E0,-5.114045143E-1,-4.156251550E-1,8.018178940E-1
5.401539341E0,-4.797755480E-1,-4.778630733E-1,1.019285202E0
5.406539341E0,-4.917169809E-1,-5.576894283E-1,1.281563759E0
5.411539341E0,-5.087840557E-1,-6.641593575E-1,1.524819374E0
5.416539341E0,-5.675516129E-1,-7.778154016E-1,1.717458725E0
5.421539341E0,-6.521346569E-1,-8.872585297E-1,1.908649445E0
5.426539341E0,-7.407454252E-1,-8.980348110E-1,2.048810005E0
5.431539341E0,-8.589266539E-1,-7.875678539E-1,2.129325867E0
5.436539341E0,-9.389290810E-1,-5.140334964E-1,2.100652695E0
5.441539341E0,-9.622700214E-1,-1.282824278E-1,1.963220596E0
5.446539341E0,-9.648525715E-1,2.969917059E-1,1.676605225E0
5.451539341E0,-8.869266510E-1,7.313797474E-1,1.310289383E0
5.456539341E0,-7.611520290E-1,1.069013476E0,9.397678375E-1
5.461539341E0,-5.637346506E-1,1.265188813E0,6.135110855E-1
5.466539341E0,-2.792971134E-1,1.290681958E0,3.509206772E-1
5.471539341E0,7.569313049E-3,1.172291636E0,2.683086395E-1
5.476539341E0,3.514921665E-1,9.342268705E-1,3.122997284E-1
5.481539341E0,6.853094697E-1,5.818414688E-1,5.233373642E-1
5.486539341E0,8.617776036E-1,1.296591759E-1,9.396963120E-1
5.491539341E0,8.390672207E-1,-3.908169866E-1,1.522603989E0
5.496539341E0,6.143066883E-1,-9.603939056E-1,2.341578484E0
5.501539341E0,3.006823063E-1,-1.520823836E0,3.230345726E0
5.506539341E0,-4.817795753E-2,-2.001719952E0,3.950723648E0
5.511539341E0,-4.683029652E-1,-2.380612135E0,4.391251564E0
5.516539341E0,-9.731177092E-1,-2.615384102E0,4.713196754E0
5.521539341E0,-1.396498680E0,-2.669974566E0,4.874469757E0
5.526539341E0,-1.688089490E0,-2.566435814E0,4.795276642E0
5.531539341E0,-1.773048520E0,-2.393233299E0,4.470297813E0
5.536539341E0,-1.637921333E0,-2.144921780E0,3.851522446E0
5.541539341E0,-1.469043851E0,-1.863068938E0,2.956863403E0
5.546539341E0,-1.237516522E0,-1.551395655E0,1.983053207E0
5.551539341E0,-9.943134785E-1,-1.219548941E0,1.064260483E0
5.556539341E0,-7.582212687E-1,-9.003506899E-1,2.872877121E-1
5.561539341E0,-5.856207609E-1,-6.079480648E-1,-3.246650696E-1
5.566539341E0,-4.157516956E-1,-4.107972383E-1,-7.562866211E-1
5.571539341E0,-2.025449276E-1,-2.584379315E-1,-1.049337387E0
5.576539341E0,-2.229607105E-2,-1.442258358E-1,-1.180438995E0
5.581539341E0,6.156158447E-2,-7.232880592E-2,-1.140467644E0
5.586539341E0,1.008393764E-1,-5.637776852E-2,-9.290790558E-1
5.591539341E0,1.121817827E-1,-1.060451269E-1,-5.736398697E-1
5.596539341E0,7.528460026E-2,-2.326827049E-1,-1.473751068E-1
5.601539341E0,7.742404938E-3,-4.236028194E-1,2.988119125E-1
5.606539341E0,-5.690085888E-2,-6.933360100E-1,6.497793198E-1
5.611539341E0,-6.275165081E-2,-9.980601072E-1,9.303636551E-1
5.616539341E0,-5.409705639E-2,-1.283707142E0,1.188615799E0
5.621539341E0,-1.176321507E-1,-1.469946623E0,1.393759727E0
5.626539341E0,-1.872769594E-1,-1.554791212E0,1.587770462E0
5.631539341E0,-2.429937124E-1,-1.577882171E0,1.716176987E0
5.636539341E0,-2.615543604E-1,-1.589593887E0,1.774385452E0
5.641539341E0,-2.717245817E-1,-1.539895415E0,1.790304184E0
5.646539341E0,-2.720695734E-1,-1.464803457E0,1.771898270E0
5.651539341E0,-2.422602177E-1,-1.305147290E0,1.681297302E0
5.656539341E0,-1.654208899E-1,-1.098549247E0,1.458531380E0
5.661539341E0,-1.139760017E-1,-8.843588829E-1,1.107856750E0
5.666539341E0,-1.137259007E-1,-6.972985268E-1,5.721302032E-1
5.671539341E0,-1.499574184E-1,-5.745418072E-1,-3.373241425E-2
5.676539341E0,-2.052642107E-1,-4.808385670E-1,-6.456298828E-1
5.681539341E0,-2.869039774E-1,-3.837499022E-1,-1.160608292E0
5.686539341E0,-3.493301868E-1,-2.973245978E-1,-1.651125908E0
5.691539341E0,-4.162714481E-1,-2.391661406E-1,-2.072034836E0
5.696539341E0,-5.029807091E-1,-1.905248165E-1,-2.465159416E0
5.701539341E0,-5.550364256E-1,-1.782493591E-1,-2.856793404E0
5.706539341E0,-6.008883715E-1,-1.607265472E-1,-3.195874214E0
5.711539341E0,-6.349419355E-1,-1.679550409E-1,-3.508795738E0
5.716539341E0,-6.678161621E-1,-1.839745045E-1,-3.749637604E0
5.721539341E0,-6.899863482E-1,-1.909072399E-1,-3.917561531E0
5.726539341E0,-6.855013371E-1,-1.596246362E-1,-4.032579899E0
5.731539341E0,-6.633325815E-1,-9.471642971E-2,-4.054619789E0
5.736539341E0,-6.208232641E-1,-1.917803288E-2,-4.025257111E0
5.741539341E0,-6.041723490E-1,6.600952148E-2,-3.921525478E0
5.746539341E0,-4.990857840E-1,1.897069216E-1,-3.713627815E0
5.751539341E0,-3.635524511E-1,3.481613398E-1,-3.428636551E0
5.756539341E0,-2.341061831E-1,5.205446482E-1,-3.136002064E0
5.761539341E0,-1.118835211E-1,6.822476387E-1,-2.848955154E0
5.766539341E0,2.016901970E-2,8.291860819E-1,-2.618075371E0
