"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.465393410E-1,-2.720837593E-1,-1.676335335E-1,-4.824705124E-1
1.515393410E-1,-1.409149170E-1,-1.084028482E-1,-1.401100159E-1
1.565393410E-1,-3.352451324E-2,-6.866931915E-2,9.938430786E-2
1.615393410E-1,-5.170083046E-2,-1.315701008E-2,4.152097702E-1
1.665393410E-1,-5.368947983E-2,3.183305264E-2,5.711336136E-1
1.715393410E-1,-6.216835976E-2,2.297651768E-2,6.850137711E-1
1.765393410E-1,-3.569769859E-2,-1.943886280E-2,7.296266556E-1
1.815393410E-1,-9.398221970E-3,-9.292322397E-2,7.162389755E-1
1.865393410E-1,-1.324176788E-3,-1.687088609E-1,7.139549255E-1
1.915393410E-1,-4.386425018E-3,-2.008383870E-1,6.814584732E-1
1.965393410E-1,-1.532316208E-3,-2.241657376E-1,6.455516815E-1
2.015393410E-1,-2.075552940E-2,-2.164604664E-1,5.871448517E-1
2.065393410E-1,-8.951616287E-2,-1.901586652E-1,5.407447815E-1
2.115393410E-1,-1.553757191E-1,-1.279245615E-1,4.163904190E-1
2.165393410E-1,-2.023510933E-1,-4.265326262E-2,3.266811371E-1
2.215393410E-1,-2.079546452E-1,-1.642411947E-2,2.269763947E-1
2.265393410E-1,-1.881244183E-1,-4.432821274E-2,1.623783112E-1
2.315393410E-1,-1.638309956E-1,-7.941120863E-2,1.785383224E-1
2.365393410E-1,-1.374750137E-1,-1.163405180E-1,2.292366028E-1
2.415393410E-1,-7.733798027E-2,-1.394673586E-1,2.337255478E-1
2.465393410E-1,-1.595973969E-2,-1.613025665E-1,2.230854034E-1
2.515393410E-1,5.538868904E-2,-1.978262663E-1,2.058115005E-1
2.565393410E-1,7.998275757E-2,-2.312499285E-1,1.862325668E-1
2.615393410E-1,7.664489746E-2,-2.141822577E-1,1.777601242E-1
2.665393410E-1,5.247902870E-2,-1.760541201E-1,1.797924042E-1
2.715393410E-1,1.030826569E-2,-1.346194148E-1,1.666049957E-1
2.765393410E-1,-1.203298569E-2,-9.559190273E-2,1.391630173E-1
2.815393410E-1,-5.805206299E-2,-6.958609819E-2,8.496475220E-2
2.865393410E-1,-8.305001259E-2,-7.622456551E-2,3.187561035E-2
2.915393410E-1,-8.998608589E-2,-8.164900541E-2,4.014968872E-3
2.965393410E-1,-6.308698654E-2,-8.499175310E-2,-9.334564209E-3
3.015393410E-1,-2.684450150E-2,-9.878045321E-2,1.287937164E-2
3.065393410E-1,2.158737183E-2,-1.065898538E-1,-3.444290161E-2
3.115393410E-1,7.637214661E-2,-1.074235141E-1,-9.538078308E-2
3.165393410E-1,2.442884445E-2,-5.456960201E-2,9.128189087E-2
3.215393410E-1,4.965639114E-2,-3.009301424E-2,-8.430767059E-2
3.265393410E-1,9.457206726E-2,8.665055037E-3,-2.363595963E-1
3.315393410E-1,1.268708706E-1,4.106295109E-2,-4.049148560E-1
3.365393410E-1,1.108205318E-1,7.268774509E-2,-5.484132767E-1
3.415393410E-1,8.407545090E-2,9.398213029E-2,-6.726131439E-1
3.465393410E-1,5.503320694E-2,8.195570111E-2,-7.572288513E-1
3.515393410E-1,2.561163902E-2,1.010520160E-1,-8.048038483E-1
3.565393410E-1,1.993894577E-2,1.232576370E-1,-8.009595871E-1
3.615393410E-1,5.934405327E-2,8.129176497E-2,-8.006067276E-1
3.665393410E-1,9.422922134E-2,3.609335423E-2,-6.293592453E-1
3.715393410E-1,1.132909060E-1,-4.291942716E-2,-4.166908264E-1
3.765393410E-1,1.757155657E-1,-1.260088384E-1,-2.809543610E-1
3.815393410E-1,2.562781572E-1,-2.018870562E-1,-1.501026154E-1
3.865393410E-1,3.414982557E-1,-3.043477833E-1,-1.160430908E-2
3.915393410E-1,3.792334795E-1,-3.845207095E-1,1.287889481E-1
3.965393410E-1,3.778679371E-1,-4.518108964E-1,1.953105927E-1
4.015393410E-1,3.420096636E-1,-4.680385292E-1,2.592878342E-1
4.065393410E-1,2.960594893E-1,-4.552840590E-1,2.534065247E-1
4.115393410E-1,2.504568100E-1,-4.145251215E-1,2.431821823E-1
4.165393410E-1,1.704064608E-1,-3.504732251E-1,2.124757767E-1
4.215393410E-1,1.188142300E-1,-2.598055899E-1,1.417312622E-1
4.265393410E-1,9.750473499E-2,-1.690268219E-1,1.245069504E-1
4.315393410E-1,1.250535250E-1,-6.688412279E-2,1.122684479E-1
4.365393410E-1,1.704952717E-1,5.076505244E-3,7.540988922E-2
4.415393410E-1,2.021639347E-1,6.328813732E-2,3.072834015E-2
4.465393410E-1,2.358173132E-1,1.341605186E-1,-1.825714111E-2
4.515393410E-1,2.725164890E-1,1.796393394E-1,-1.241207123E-1
4.565393410E-1,3.897775412E-1,1.771737784E-1,-3.797225952E-1
4.615393410E-1,4.374814034E-1,1.861482114E-1,-3.583936691E-1
4.665393410E-1,4.437575340E-1,2.081603408E-1,-4.466905594E-1
4.715393410E-1,4.911743402E-1,1.607068032E-1,-5.721979141E-1
4.765393410E-1,4.793174267E-1,1.206194460E-1,-5.236330032E-1
4.815393410E-1,4.873431921E-1,6.795199215E-2,-5.839433670E-1
4.865393410E-1,4.648391008E-1,2.023588493E-2,-5.300140381E-1
4.915393410E-1,4.448932409E-1,-1.707625017E-2,-4.869441986E-1
4.965393410E-1,4.205006361E-1,-4.252191633E-2,-4.132738113E-1
5.015393410E-1,3.802322149E-1,-7.271087915E-2,-3.146076202E-1
5.065393410E-1,3.536974192E-1,-7.480271161E-2,-2.390766144E-1
5.115393410E-1,3.328570127E-1,-8.931349218E-2,-1.491260529E-1
5.165393410E-1,3.289443254E-1,-9.679506719E-2,-6.650829315E-2
5.215393410E-1,3.066414595E-1,-8.692698181E-2,1.171016693E-2
5.265393410E-1,3.034554720E-1,-6.277446449E-2,8.142185211E-2
5.315393410E-1,2.971732616E-1,2.121031284E-3,9.626388550E-2
5.365393410E-1,2.853995562E-1,7.573105395E-2,7.011699677E-2
5.415393410E-1,2.501877546E-1,1.561776400E-1,2.891159058E-2
5.465393410E-1,1.969445944E-1,2.430360019E-1,-1.782321930E-2
5.515393410E-1,1.381618977E-1,3.394102156E-1,-9.021949768E-2
5.565393410E-1,6.832730770E-2,3.873547018E-1,-1.789627075E-1
5.615393410E-1,-2.561688423E-3,4.310107827E-1,-2.555036545E-1
5.665393410E-1,-4.290819168E-2,4.510526955E-1,-3.186740875E-1
5.715393410E-1,-5.750000477E-2,4.490514398E-1,-3.943014145E-1
5.765393410E-1,-2.544057369E-2,4.027588665E-1,-4.967250824E-1
5.815393410E-1,-1.009798050E-2,3.263546824E-1,-6.120624542E-1
5.865393410E-1,2.690470219E-2,1.937562525E-1,-7.116107941E-1
5.915393410E-1,3.394484520E-2,9.672036767E-2,-7.413454056E-1
5.965393410E-1,4.859948158E-2,6.550252438E-3,-6.844310760E-1
6.015393410E-1,4.465556145E-2,-6.907631457E-2,-5.525188446E-1
6.065393410E-1,3.502988815E-2,-1.397960335E-1,-3.874387741E-1
6.115393410E-1,2.409744263E-2,-2.092287689E-1,-1.831083298E-1
6.165393410E-1,2.597522736E-2,-2.638678551E-1,1.214218140E-2
6.215393410E-1,2.905619144E-2,-3.247393966E-1,2.133922577E-1
6.265393410E-1,2.518832684E-2,-4.115994871E-1,4.381780624E-1
6.315393410E-1,2.466392517E-2,-5.127432346E-1,6.152372360E-1
6.365393410E-1,3.312945366E-2,-5.843772888E-1,7.953481674E-1
6.415393410E-1,4.787027836E-2,-6.357916594E-1,8.724365234E-1
6.465393410E-1,5.772602558E-2,-6.474121809E-1,9.104347229E-1
6.515393410E-1,6.897604465E-2,-6.317890882E-1,9.201860428E-1
6.565393410E-1,8.801054955E-2,-5.646747351E-1,8.649864197E-1
6.615393410E-1,9.288251400E-2,-4.769384265E-1,7.727785110E-1
6.665393410E-1,8.967733383E-2,-3.921942413E-1,6.544094086E-1
6.715393410E-1,7.923352718E-2,-3.022091091E-1,5.473833084E-1
6.765393410E-1,8.181643486E-2,-1.709218025E-1,4.266920090E-1
6.815393410E-1,1.043936014E-1,-6.294071674E-3,2.990341187E-1
6.865393410E-1,1.336378455E-1,1.482022107E-1,1.894340515E-1
6.915393410E-1,1.705893278E-1,2.902687490E-1,6.393241882E-2
6.965393410E-1,2.177495956E-1,3.907390237E-1,-3.794384003E-2
7.015393410E-1,2.517749071E-1,4.439911246E-1,-1.134338379E-1
7.065393410E-1,2.766877413E-1,4.614162445E-1,-1.937646866E-1
7.115393410E-1,3.219860196E-1,4.508996606E-1,-2.386665344E-1
7.165393410E-1,3.723763824E-1,4.122563899E-1,-2.678089142E-1
7.215393410E-1,3.998574018E-1,3.259665072E-1,-2.970552444E-1
7.265393410E-1,3.799461126E-1,1.977756619E-1,-2.919311523E-1
7.315393410E-1,3.247874975E-1,9.545257688E-2,-2.750597000E-1
7.365393410E-1,2.414618134E-1,-2.482670546E-2,-2.068367004E-1
7.415393410E-1,1.625956893E-1,-1.207267046E-1,-1.352672577E-1
7.465393410E-1,8.292478323E-2,-1.781209111E-1,-5.002784729E-2
7.515393410E-1,2.268445492E-2,-2.237998545E-1,6.188106537E-2
7.565393410E-1,-1.777982712E-2,-2.501265407E-1,1.338157654E-1
7.615393410E-1,-4.438662529E-2,-2.910003662E-1,1.908941269E-1
7.665393410E-1,-5.743277073E-2,-2.985303104E-1,1.882572174E-1
7.715393410E-1,-6.573796272E-2,-2.764911354E-1,1.511106491E-1
7.765393410E-1,-4.884028435E-2,-2.420257032E-1,1.071529388E-1
7.815393410E-1,-1.987886429E-2,-1.796668172E-1,8.922004700E-2
7.865393410E-1,4.099220037E-2,-1.675020158E-1,6.180191040E-2
7.915393410E-1,6.471937895E-2,-1.471793056E-1,6.535911560E-2
7.965393410E-1,1.002826095E-1,-1.230814457E-1,6.200981140E-2
8.015393410E-1,1.102972031E-1,-1.152707338E-1,6.199264526E-2
8.065393410E-1,1.241791844E-1,-7.349753380E-2,4.116058350E-2
8.115393410E-1,1.481176615E-1,-2.290023863E-2,-5.815505981E-3
8.165393410E-1,1.541368365E-1,-2.098470926E-3,-8.782386780E-3
8.215393410E-1,1.457826495E-1,3.908261657E-2,-2.266216278E-2
8.265393410E-1,1.395909190E-1,5.689220130E-2,-3.041172028E-2
8.315393410E-1,1.281495094E-1,6.492680311E-2,-6.197643280E-2
8.365393410E-1,1.121065021E-1,4.589106143E-2,-1.064147949E-1
8.415393410E-1,7.814788818E-2,1.941643655E-2,-1.314821243E-1
8.465393410E-1,2.595001459E-2,1.956135035E-3,-1.598567963E-1
8.515393410E-1,1.292133331E-2,-1.567922533E-2,-1.473007202E-1
8.565393410E-1,-1.002591848E-2,-2.577050030E-2,-1.488628387E-1
8.615393410E-1,-4.233026505E-2,-4.040561616E-2,-1.198472977E-1
8.665393410E-1,-8.155483007E-2,-2.210204303E-2,-9.870624542E-2
8.715393410E-1,-1.332405210E-1,-1.768611372E-2,-6.843185425E-2
8.765393410E-1,-1.940993071E-1,-2.680346370E-2,-6.656074524E-2
8.815393410E-1,-2.352122068E-1,-5.132909119E-2,-8.348464966E-2
8.865393410E-1,-2.724916935E-1,-8.105309308E-2,-1.223993301E-1
8.915393410E-1,-2.884656191E-1,-8.901536465E-2,-1.880769730E-1
8.965393410E-1,-2.748600245E-1,-8.073019981E-2,-2.636842728E-1
9.015393410E-1,-2.651419640E-1,-3.530295193E-2,-3.427410126E-1
9.065393410E-1,-2.202105522E-1,2.787134051E-2,-4.021368027E-1
9.115393410E-1,-1.576956511E-1,1.351571083E-1,-4.574575424E-1
9.165393410E-1,-9.513485432E-2,2.372136414E-1,-4.829740524E-1
9.215393410E-1,-6.867027283E-2,2.746159434E-1,-4.741725922E-1
9.265393410E-1,-7.103389502E-2,3.211279213E-1,-4.448966980E-1
9.315393410E-1,-6.534481049E-2,3.368130624E-1,-4.194316864E-1
9.365393410E-1,-6.054496765E-2,3.335118890E-1,-3.801269531E-1
9.415393410E-1,-4.010760784E-2,3.273756802E-1,-3.553075790E-1
9.465393410E-1,-4.063254595E-2,2.951156497E-1,-3.345584869E-1
9.515393410E-1,-9.376978874E-2,2.581660450E-1,-2.819061279E-1
9.565393410E-1,-1.513249874E-1,2.264279723E-1,-2.867612839E-1
9.615393410E-1,-2.250829935E-1,2.005043328E-1,-2.866621017E-1
9.665393410E-1,-3.039827943E-1,1.448768824E-1,-2.470541000E-1
9.715393410E-1,-3.702898622E-1,1.171346009E-1,-1.877946854E-1
9.765393410E-1,-4.497999549E-1,9.498712420E-2,-1.097269058E-1
9.815393410E-1,-4.906297922E-1,9.623805434E-2,-4.701900482E-2
9.865393410E-1,-5.101140141E-1,9.977401793E-2,3.566741943E-4
9.915393410E-1,-5.180726051E-1,1.086675301E-1,4.739761353E-3
9.965393410E-1,-5.174812675E-1,9.856963158E-2,-2.835845947E-2
1.001539341E0,-4.959709048E-1,7.959836721E-2,-7.627773285E-2
1.006539341E0,-3.907014132E-1,8.940561116E-2,-1.836767197E-1
1.011539341E0,-2.482637167E-1,1.419102997E-1,-2.534313202E-1
1.016539341E0,-1.004201174E-1,1.808899939E-1,-2.588510513E-1
1.021539341E0,-1.243937016E-2,2.096608132E-1,-2.471590042E-1
1.026539341E0,1.516354084E-2,1.978911757E-1,-1.898527145E-1
1.031539341E0,2.688765526E-3,1.818114221E-1,-1.401109695E-1
1.036539341E0,-8.460640907E-2,1.211790219E-1,-7.773685455E-2
1.041539341E0,-2.540017366E-1,-1.488841698E-2,-1.469469070E-1
1.046539341E0,-3.599511981E-1,-6.662700325E-2,-1.247777939E-1
1.051539341E0,-4.584268332E-1,-4.479720443E-2,-2.279281616E-4
1.056539341E0,-5.089303255E-1,-9.544290602E-3,1.730337143E-1
1.061539341E0,-4.988470078E-1,5.659081042E-2,3.256311417E-1
1.066539341E0,-4.992285967E-1,9.626414627E-2,4.919004440E-1
1.071539341E0,-5.005975962E-1,7.536530495E-2,6.117677689E-1
1.076539341E0,-5.154825449E-1,3.065928817E-3,5.747547150E-1
1.081539341E0,-4.644261003E-1,-9.460318089E-2,3.051233292E-1
1.086539341E0,-2.931554914E-1,-2.761701345E-1,-3.312797546E-1
1.091539341E0,-3.004630804E-1,-3.543164730E-1,-4.088172913E-1
1.096539341E0,-2.550240159E-1,-3.165270388E-1,-7.528600693E-1
1.101539341E0,-1.893402338E-1,-2.383143306E-1,-9.921302795E-1
1.106539341E0,-8.809918165E-2,-1.279168129E-1,-1.265102386E0
1.111539341E0,-7.226920128E-2,3.040915728E-2,-1.368330002E0
1.116539341E0,-2.043631077E-1,1.848400831E-1,-1.124312401E0
1.121539341E0,-3.377026916E-1,3.009678721E-1,-7.662153244E-1
1.126539341E0,-3.514349461E-1,4.241270721E-1,-5.792617798E-1
1.131539341E0,-2.744223475E-1,4.804802537E-1,-4.603815079E-1
1.136539341E0,-1.856704950E-1,5.025946498E-1,-3.137073517E-1
1.141539341E0,-5.458611250E-2,5.076621771E-1,-2.352504730E-1
1.146539341E0,1.005154252E-1,4.927509427E-1,-2.318706512E-1
1.151539341E0,2.953923047E-1,5.369523764E-1,-2.323350906E-1
1.156539341E0,4.621785879E-1,5.762743950E-1,-2.269430161E-1
1.161539341E0,5.454602838E-1,5.828353763E-1,-2.380056381E-1
1.166539341E0,5.790145397E-1,5.312506557E-1,-2.821722031E-1
1.171539341E0,5.400259495E-1,4.270083308E-1,-1.871786118E-1
1.176539341E0,4.659713507E-1,3.120341599E-1,-2.142934799E-1
1.181539341E0,2.944745123E-1,1.681828201E-1,-2.998476028E-1
1.186539341E0,9.218811989E-2,9.296298027E-3,-4.170274734E-1
1.191539341E0,-7.822224498E-2,-1.130351722E-1,-5.925092697E-1
1.196539341E0,-1.632612646E-1,-2.405219674E-1,-6.811695099E-1
1.201539341E0,-1.556503773E-1,-2.932326198E-1,-7.267532349E-1
1.206539341E0,-2.329981327E-2,-2.532980442E-1,-7.883729935E-1
1.211539341E0,1.845813394E-1,-8.875268698E-2,-1.038955688E0
1.216539341E0,4.329777956E-1,1.534314156E-1,-1.265955925E0
1.221539341E0,6.742473245E-1,4.451622963E-1,-1.337465286E0
1.226539341E0,9.080663919E-1,7.683849931E-1,-1.258929253E0
1.231539341E0,1.047959805E0,1.136861086E0,-1.129425049E0
1.236539341E0,1.081232429E0,1.497518539E0,-9.457178116E-1
1.241539341E0,1.001180053E0,1.897315860E0,-7.292251587E-1
1.246539341E0,8.269373178E-1,2.274652481E0,-4.207601547E-1
1.251539341E0,6.169266701E-1,2.623127699E0,-7.833194733E-2
1.256539341E0,4.708829224E-1,2.851436615E0,3.321466446E-1
1.261539341E0,4.851492643E-1,2.847079754E0,4.746913910E-1
1.266539341E0,4.919040203E-1,2.809834719E0,7.831649780E-1
1.271539341E0,4.929225743E-1,2.725438356E0,9.058122635E-1
1.276539341E0,4.820204079E-1,2.535171986E0,8.412246704E-1
1.281539341E0,4.608128667E-1,2.314880610E0,5.312643051E-1
1.286539341E0,4.837434590E-1,2.111620665E0,1.821670532E-1
1.291539341E0,5.639522076E-1,1.886688471E0,-2.083234787E-1
1.296539341E0,7.267796993E-1,1.692747951E0,-6.458492279E-1
1.301539341E0,8.994733095E-1,1.550055861E0,-1.112713814E0
1.306539341E0,1.011392474E0,1.435111642E0,-1.571005821E0
1.311539341E0,1.109685659E0,1.342284918E0,-1.769017220E0
1.316539341E0,1.277207017E0,1.252538681E0,-1.612618446E0
1.321539341E0,1.493198752E0,1.205316544E0,-1.122010231E0
1.326539341E0,1.561624527E0,1.176808119E0,-4.177112579E-1
1.331539341E0,1.553907156E0,1.158368349E0,4.038419724E-1
1.336539341E0,1.518279791E0,1.115363836E0,1.297570229E0
1.341539341E0,1.444109559E0,1.113003254E0,2.167757988E0
1.346539341E0,1.318234801E0,1.138231158E0,2.922873497E0
1.351539341E0,1.116901755E0,1.229189634E0,3.447341919E0
1.356539341E0,8.334474564E-1,1.395032883E0,3.705089569E0
1.361539341E0,6.298934817E-1,1.546776533E0,3.663673401E0
1.366539341E0,6.042383909E-1,1.643097162E0,3.315950394E0
1.371539341E0,5.852162242E-1,1.583463430E0,2.712166786E0
1.376539341E0,6.023951173E-1,1.395034790E0,1.974400520E0
1.381539341E0,5.313691497E-1,1.205116034E0,1.166163445E0
1.386539341E0,3.361929059E-1,1.094239712E0,4.183425903E-1
1.391539341E0,7.373813540E-2,1.095927477E0,-2.706279755E-1
1.396539341E0,-1.846126616E-1,1.152556062E0,-8.168458939E-1
1.401539341E0,-4.811898768E-1,1.222164392E0,-1.172478676E0
1.406539341E0,-7.483135462E-1,1.283176780E0,-1.291383743E0
1.411539341E0,-9.213291407E-1,1.327966213E0,-1.274021149E0
1.416539341E0,-9.898315668E-1,1.367493391E0,-1.149655342E0
1.421539341E0,-1.023939252E0,1.372367978E0,-1.068571091E0
1.426539341E0,-1.069991231E0,1.327808142E0,-1.063333511E0
1.431539341E0,-1.064721346E0,1.279674292E0,-1.083811760E0
1.436539341E0,-1.248790264E0,1.354137540E0,-9.003553391E-1
1.441539341E0,-1.162268400E0,1.274240613E0,-9.057607651E-1
1.446539341E0,-9.580881000E-1,1.179712296E0,-9.277944565E-1
1.451539341E0,-8.216342926E-1,1.118259430E0,-9.324169159E-1
1.456539341E0,-7.152111530E-1,1.103881717E0,-1.038626671E0
1.461539341E0,-7.136382461E-1,1.235028982E0,-9.158954620E-1
1.466539341E0,-6.827627420E-1,1.339524627E0,-7.547645569E-1
1.471539341E0,-5.184237957E-1,1.345834255E0,-5.754823685E-1
1.476539341E0,-4.613832831E-1,1.389151335E0,-1.533164978E-1
1.481539341E0,-3.929288089E-1,1.292509794E0,6.363582611E-2
1.486539341E0,-3.223216534E-1,1.107274294E0,2.649755478E-1
1.491539341E0,-3.148327470E-1,8.995040655E-1,3.912010193E-1
1.496539341E0,-3.389659822E-1,6.977952719E-1,5.439119339E-1
1.501539341E0,-3.335167170E-1,5.556674004E-1,7.907896042E-1
1.506539341E0,-3.323708773E-1,3.894113004E-1,9.340963364E-1
1.511539341E0,-4.325437546E-1,6.945639849E-2,9.479103088E-1
1.516539341E0,-6.016901731E-1,-3.039026260E-1,8.346605301E-1
1.521539341E0,-7.315448523E-1,-5.723090768E-1,6.497907639E-1
1.526539341E0,-7.232578993E-1,-6.630926728E-1,4.627189636E-1
1.531539341E0,-6.584590077E-1,-6.345723867E-1,3.549747467E-1
1.536539341E0,-5.971205235E-1,-5.208960176E-1,2.838068008E-1
1.541539341E0,-5.655890107E-1,-3.394077420E-1,3.279180527E-1
1.546539341E0,-5.402016044E-1,-8.795565367E-2,3.918724060E-1
1.551539341E0,-4.547407627E-1,2.141549587E-1,4.008150101E-1
1.556539341E0,-3.731320202E-1,5.219536424E-1,3.505735397E-1
1.561539341E0,-2.568406165E-1,8.167353272E-1,2.682857513E-1
1.566539341E0,-1.504644901E-1,1.017902851E0,2.304248810E-1
1.571539341E0,-2.001412027E-2,1.133848190E0,1.862030029E-1
1.576539341E0,6.403161585E-2,1.106528401E0,1.557025909E-1
1.581539341E0,1.536281109E-1,9.055756927E-1,1.982145309E-1
1.586539341E0,2.336811572E-1,5.607181787E-1,2.860555649E-1
1.591539341E0,2.798372507E-1,1.183037758E-1,4.596939087E-1
1.596539341E0,3.329733312E-1,-4.066661596E-1,6.748638153E-1
1.601539341E0,3.797998428E-1,-9.387713671E-1,9.499721527E-1
1.606539341E0,4.177433848E-1,-1.404911041E0,1.168264389E0
1.611539341E0,5.122256279E-1,-1.746209621E0,1.397265434E0
1.616539341E0,6.859517097E-1,-1.914695024E0,1.630951881E0
1.621539341E0,8.366706371E-1,-1.904365897E0,1.886127472E0
1.626539341E0,9.087727666E-1,-1.714768767E0,2.149350166E0
1.631539341E0,8.871715069E-1,-1.415376544E0,2.258752823E0
1.636539341E0,8.471604586E-1,-1.042948842E0,2.191036224E0
1.641539341E0,8.768880367E-1,-6.649737358E-1,1.999573708E0
1.646539341E0,9.994890690E-1,-3.096458912E-1,1.726413727E0
1.651539341E0,1.184269309E0,4.774177074E-2,1.394886017E0
1.656539341E0,1.434562922E0,3.644756079E-1,1.087623596E0
1.661539341E0,1.662064314E0,6.535954475E-1,7.854270935E-1
1.666539341E0,1.830411196E0,8.288935423E-1,4.988899231E-1
1.671539341E0,1.968731284E0,8.642538786E-1,2.997331619E-1
1.676539341E0,2.059744835E0,8.237155080E-1,2.239370346E-1
1.681539341E0,2.102525949E0,7.795376182E-1,2.216920853E-1
1.686539341E0,2.051852942E0,7.840994000E-1,1.962919235E-1
1.691539341E0,1.864068866E0,8.167220354E-1,1.027927399E-1
1.696539341E0,1.545181394E0,7.609442472E-1,-5.512142181E-2
1.701539341E0,1.139791846E0,6.766098142E-1,-2.305030823E-1
1.706539341E0,8.146740198E-1,6.300446987E-1,-4.636154175E-1
1.711539341E0,5.949991345E-1,5.748142004E-1,-8.730278015E-1
1.716539341E0,4.498621821E-1,5.426881909E-1,-1.328810692E0
1.721539341E0,3.081378341E-1,5.326234102E-1,-1.777239323E0
1.726539341E0,1.848127246E-1,5.321148038E-1,-2.257481575E0
1.731539341E0,1.827880442E-1,6.118396521E-1,-2.452792168E0
1.736539341E0,2.786741555E-1,8.043110371E-1,-2.305377960E0
1.741539341E0,4.501924813E-1,1.039844155E0,-1.924410820E0
1.746539341E0,6.104466915E-1,1.171157241E0,-1.482066154E0
1.751539341E0,8.948060274E-1,1.175061226E0,-1.088571548E0
1.756539341E0,1.185333610E0,1.102997303E0,-7.625827789E-1
1.761539341E0,1.401443243E0,1.043752670E0,-4.936494827E-1
1.766539341E0,1.368708968E0,9.444447756E-1,-1.788444519E-1
1.771539341E0,6.962697506E-1,6.229999065E-1,9.280033112E-1
1.776539341E0,3.439092338E-1,6.535431147E-1,6.374406815E-1
1.781539341E0,2.140478194E-1,6.186796427E-1,-8.113803864E-1
1.786539341E0,-2.955698967E-2,3.963673711E-1,-1.178542137E0
1.791539341E0,2.040738463E-1,1.658103317E-1,-7.259950638E-1
1.796539341E0,1.903785467E-1,-1.789120585E-1,-2.840223312E-1
1.801539341E0,-1.316833496E-2,-5.699022412E-1,1.156730652E-1
1.806539341E0,-2.290838361E-1,-9.644473195E-1,6.977148056E-1
1.811539341E0,-4.104202390E-1,-1.296515226E0,1.165665627E0
1.816539341E0,-5.269836783E-1,-1.484827995E0,1.458386421E0
1.821539341E0,-5.689350367E-1,-1.547436357E0,1.695396423E0
1.826539341E0,-5.362411737E-1,-1.467655182E0,1.885400772E0
1.831539341E0,-4.141445756E-1,-1.258161187E0,2.003642082E0
1.836539341E0,-2.592728138E-1,-9.790847898E-1,2.086008072E0
1.841539341E0,-1.083758473E-1,-7.045204639E-1,2.048917770E0
1.846539341E0,4.391121864E-2,-4.543848336E-1,1.964130402E0
1.851539341E0,1.629667580E-1,-2.968680561E-1,1.863716125E0
1.856539341E0,2.075133324E-1,-2.240560949E-1,1.749152184E0
1.861539341E0,1.085960865E-1,-2.174433172E-1,1.672175407E0
1.866539341E0,-4.278969765E-2,-2.500893176E-1,1.604656219E0
1.871539341E0,-2.204246521E-1,-3.471850753E-1,1.532855988E0
1.876539341E0,-3.610936403E-1,-4.638781250E-1,1.411363602E0
1.881539341E0,-4.693409204E-1,-5.597855449E-1,1.254910469E0
1.886539341E0,-5.506718159E-1,-5.962164402E-1,1.073674202E0
1.891539341E0,-5.315055251E-1,-8.342270255E-1,-1.123132706E-1
1.896539341E0,-6.705468297E-1,-1.013628840E0,-4.622793198E-1
1.901539341E0,-6.672198772E-1,-6.467500925E-1,9.462356567E-3
1.906539341E0,-8.318635821E-1,-3.403409421E-1,-1.064682007E-1
