"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
3.193379526E1,2.526504605E-1,-3.571595997E-2,7.172328234E-2,9.642343521E-1,1.507311832E2,6.946288831E0,6.034019915E0,1.510012143E2
3.193916672E1,2.514231819E-1,-3.641151637E-2,7.287448645E-2,9.644427896E-1,1.508765105E2,7.063047707E0,6.135395394E0,1.511562363E2
3.194453823E1,2.502151245E-1,-3.719073161E-2,7.384674251E-2,9.646532536E-1,1.510195150E2,7.157659224E0,6.240811914E0,1.513084598E2
3.194984828E1,2.490978832E-1,-3.804726899E-2,7.456912845E-2,9.648534060E-1,1.511517280E2,7.221897484E0,6.348180268E0,1.514489125E2
3.195511494E1,2.481111490E-1,-3.897482529E-2,7.502358407E-2,9.650353789E-1,1.512684644E2,7.253612396E0,6.456713493E0,1.515726854E2
3.196039224E1,2.472746754E-1,-3.995266557E-2,7.519427687E-2,9.651967883E-1,1.513674002E2,7.251410275E0,6.563923666E0,1.516771705E2
3.196576390E1,2.466098197E-1,-4.097534344E-2,7.508889586E-2,9.653322101E-1,1.514460219E2,7.216083273E0,6.669668744E0,1.517597669E2
3.197113547E1,2.461249212E-1,-4.196443409E-2,7.474964112E-2,9.654397964E-1,1.515033544E2,7.154369582E0,6.766522658E0,1.518193303E2
3.197650703E1,2.458149785E-1,-4.289257899E-2,7.423084974E-2,9.655179977E-1,1.515399969E2,7.073060083E0,6.852930086E0,1.518566291E2
3.198187849E1,2.456636253E-1,-4.372043908E-2,7.356601208E-2,9.655702710E-1,1.515578894E2,6.977034575E0,6.925305864E0,1.518736390E2
3.198724099E1,2.456528848E-1,-4.442140833E-2,7.281274348E-2,9.655981064E-1,1.515591591E2,6.873561209E0,6.982130264E0,1.518727668E2
3.199250765E1,2.457554544E-1,-4.496255890E-2,7.201629132E-2,9.656066895E-1,1.515470338E2,6.768785300E0,7.020767106E0,1.518574569E2
3.199777411E1,2.459371864E-1,-4.535613582E-2,7.119233906E-2,9.656031132E-1,1.515255494E2,6.664375346E0,7.042742083E0,1.518319589E2
3.200310401E1,2.461616090E-1,-4.561581835E-2,7.035909593E-2,9.655947685E-1,1.514990168E2,6.562272660E0,7.049812419E0,1.518008156E2
3.200847562E1,2.463852946E-1,-4.576370493E-2,6.952423602E-2,9.655911922E-1,1.514725698E2,6.463062214E0,7.044348203E0,1.517693488E2
3.201384718E1,2.465653141E-1,-4.583581910E-2,6.870539486E-2,9.656004310E-1,1.514512844E2,6.368054863E0,7.030570674E0,1.517429192E2
3.201921859E1,2.466531057E-1,-4.587616399E-2,6.790549308E-2,9.656326771E-1,1.514409036E2,6.276724717E0,7.013156198E0,1.517274703E2
3.202459010E1,2.466149418E-1,-4.593396932E-2,6.716267020E-2,9.656916261E-1,1.514454163E2,6.192228127E0,6.998464007E0,1.517274082E2
3.202990031E1,2.464374302E-1,-4.603764415E-2,6.650415063E-2,9.657775760E-1,1.514664054E2,6.116920940E0,6.990367311E0,1.517445744E2
3.203516682E1,2.461151012E-1,-4.620038718E-2,6.595265865E-2,9.658898115E-1,1.515045154E2,6.053021595E0,6.990966747E0,1.517797886E2
3.204044411E1,2.456544681E-1,-4.644010589E-2,6.552468240E-2,9.660246968E-1,1.515589719E2,6.001844500E0,7.002776459E0,1.518324203E2
3.204581578E1,2.450571197E-1,-4.678506404E-2,6.523134559E-2,9.661796093E-1,1.516295813E2,5.963870172E0,7.029269055E0,1.519024192E2
3.205118734E1,2.443701286E-1,-4.722513631E-2,6.505349278E-2,9.663441777E-1,1.517107733E2,5.936924207E0,7.069067919E0,1.519840377E2
3.205655869E1,2.436214955E-1,-4.775055498E-2,6.497985870E-2,9.665123224E-1,1.517992339E2,5.919845797E0,7.120930895E0,1.520738518E2
3.206193026E1,2.428370189E-1,-4.835151136E-2,6.497776508E-2,9.666799903E-1,1.518919116E2,5.909087795E0,7.183001669E0,1.521685635E2
3.206729286E1,2.420426126E-1,-4.900816083E-2,6.503058225E-2,9.668425918E-1,1.519857432E2,5.903162592E0,7.252756741E0,1.522649396E2
3.207255953E1,2.412685448E-1,-4.969052225E-2,6.513011456E-2,9.669945240E-1,1.520771540E2,5.901752927E0,7.326804055E0,1.523592612E2
3.207782599E1,2.405143267E-1,-5.038198829E-2,6.526956707E-2,9.671372175E-1,1.521662034E2,5.904553617E0,7.403092658E0,1.524515065E2
3.208315588E1,2.397904450E-1,-5.105274543E-2,6.546217203E-2,9.672687650E-1,1.522516548E2,5.913768573E0,7.478714463E0,1.525404550E2
3.208852729E1,2.391016078E-1,-5.166903138E-2,6.569401920E-2,9.673908353E-1,1.523329548E2,5.928692430E0,7.549540215E0,1.526253788E2
3.209389885E1,2.384583052E-1,-5.221339315E-2,6.595987827E-2,9.675022960E-1,1.524088677E2,5.949101278E0,7.613533575E0,1.527049625E2
3.209927047E1,2.378624423E-1,-5.268041790E-2,6.625473499E-2,9.676035047E-1,1.524791715E2,5.974536763E0,7.669956677E0,1.527789381E2
3.210464198E1,2.373114339E-1,-5.308384821E-2,6.656381488E-2,9.676955342E-1,1.525441737E2,6.002972566E0,7.719920137E0,1.528475466E2
3.210995218E1,2.368045712E-1,-5.339967087E-2,6.686950475E-2,9.677812457E-1,1.526039600E2,6.033048227E0,7.760262634E0,1.529106833E2
3.211521869E1,2.363297093E-1,-5.362002179E-2,6.716214120E-2,9.678648710E-1,1.526599649E2,6.063958717E0,7.789770840E0,1.529696940E2
3.212049599E1,2.358817249E-1,-5.375660956E-2,6.744611263E-2,9.679468274E-1,1.527127937E2,6.095909900E0,7.809838164E0,1.530252416E2
3.212586765E1,2.354498955E-1,-5.380151421E-2,6.770820916E-2,9.680311680E-1,1.527637119E2,6.127693255E0,7.819159472E0,1.530784732E2
3.213123922E1,2.350403397E-1,-5.377447233E-2,6.795399636E-2,9.681149721E-1,1.528119987E2,6.159352512E0,7.820127461E0,1.531287479E2
3.213661078E1,2.346534318E-1,-5.366391689E-2,6.817993522E-2,9.681990743E-1,1.528576107E2,6.190775977E0,7.811360931E0,1.531759558E2
3.214198213E1,2.342931266E-1,-5.347478390E-2,6.839073449E-2,9.682819247E-1,1.529000826E2,6.222320455E0,7.793564573E0,1.532196670E2
3.214734474E1,2.339541821E-1,-5.321611091E-2,6.859885901E-2,9.683634043E-1,1.529400332E2,6.255185614E0,7.768048300E0,1.532606097E2
3.215261140E1,2.336500391E-1,-5.292124674E-2,6.883493066E-2,9.684362411E-1,1.529758789E2,6.291836400E0,7.739438284E0,1.532974993E2
3.215787786E1,2.333981378E-1,-5.251896754E-2,6.906720996E-2,9.685023427E-1,1.530055654E2,6.330408294E0,7.699052792E0,1.533278229E2
3.216320776E1,2.332165917E-1,-5.201316997E-2,6.932220608E-2,9.685551524E-1,1.530269595E2,6.373635872E0,7.648155062E0,1.533496182E2
3.216857937E1,2.330987772E-1,-5.142669007E-2,6.959915906E-2,9.685949683E-1,1.530408427E2,6.420898305E0,7.589239077E0,1.533637147E2
3.217395073E1,2.330535697E-1,-5.077581108E-2,6.990013272E-2,9.686185122E-1,1.530461698E2,6.471945248E0,7.524245960E0,1.533691097E2
3.217932328E1,2.330822412E-1,-5.009240657E-2,7.020445168E-2,9.686251879E-1,1.530427912E2,6.523629896E0,7.456206667E0,1.533655983E2
3.218466265E1,2.331815781E-1,-4.938535020E-2,7.049989700E-2,9.686161280E-1,1.530310855E2,6.574388966E0,7.385778495E0,1.533535022E2
3.220153932E1,2.341099567E-1,-4.702062905E-2,7.113258541E-2,9.684635997E-1,1.529216728E2,6.699878698E0,7.145023912E0,1.532395664E2
3.220653932E1,2.343942961E-1,-4.635100812E-2,7.135917991E-2,9.684104323E-1,1.528881574E2,6.740670112E0,7.078319255E0,1.532049557E2
3.221153932E1,2.347013143E-1,-4.571100324E-2,7.157225162E-2,9.683507681E-1,1.528519661E2,6.779044386E0,7.014745191E0,1.531676253E2
3.221653932E1,2.350314994E-1,-4.511529580E-2,7.177605480E-2,9.682835340E-1,1.528130409E2,6.815095154E0,6.956056385E0,1.531276092E2
3.222153932E1,2.353895857E-1,-4.455945268E-2,7.197312266E-2,9.682076573E-1,1.527708228E2,6.849188862E0,6.901859242E0,1.530843558E2
3.222653932E1,2.357722572E-1,-4.404415563E-2,7.216241211E-2,9.681240320E-1,1.527257019E2,6.881214089E0,6.852178566E0,1.530382615E2
3.223153932E1,2.361833364E-1,-4.355606064E-2,7.233998924E-2,9.680326581E-1,1.526772267E2,6.911051026E0,6.805447649E0,1.529888035E2
3.223653932E1,2.366194163E-1,-4.308748618E-2,7.250813395E-2,9.679345489E-1,1.526257979E2,6.939182076E0,6.760846925E0,1.529363737E2
3.224153932E1,2.370710151E-1,-4.262258857E-2,7.267846167E-2,9.678318501E-1,1.525725329E2,6.967394898E0,6.716855727E0,1.528821058E2
3.224653932E1,2.375335210E-1,-4.215366766E-2,7.284883410E-2,9.677261710E-1,1.525179753E2,6.995685761E0,6.672526474E0,1.528265012E2
3.225153932E1,2.380102559E-1,-4.166952148E-2,7.303268462E-2,9.676161408E-1,1.524617325E2,7.025837751E0,6.627000314E0,1.527692015E2
3.225653932E1,2.385129925E-1,-4.115304351E-2,7.323444635E-2,9.674991965E-1,1.524024148E2,7.058725450E0,6.578582101E0,1.527087640E2
3.226153932E1,2.390473842E-1,-4.058401659E-2,7.345256209E-2,9.673748016E-1,1.523393539E2,7.094681593E0,6.525026826E0,1.526444163E2
3.226653932E1,2.396321411E-1,-3.994731233E-2,7.368393987E-2,9.672390223E-1,1.522703399E2,7.133651656E0,6.464713130E0,1.525738477E2
3.227153932E1,2.402834107E-1,-3.923441097E-2,7.391959429E-2,9.670886397E-1,1.521934638E2,7.174771731E0,6.396579827E0,1.524950405E2
3.227653932E1,2.410157171E-1,-3.843991458E-2,7.414989918E-2,9.669206738E-1,1.521070069E2,7.217044286E0,6.319885645E0,1.524061774E2
3.228153932E1,2.418428271E-1,-3.756915405E-2,7.437190413E-2,9.667313099E-1,1.520093379E2,7.259948255E0,6.235262267E0,1.523056175E2
3.228653932E1,2.427599398E-1,-3.661669046E-2,7.457172871E-2,9.665225744E-1,1.519010166E2,7.302154653E0,6.141702768E0,1.521938080E2
3.229153932E1,2.437589894E-1,-3.556026518E-2,7.472822070E-2,9.662984610E-1,1.517829886E2,7.342005041E0,6.036097429E0,1.520714663E2
3.229653932E1,2.448346416E-1,-3.439685330E-2,7.483420521E-2,9.660604000E-1,1.516558764E2,7.378882335E0,5.917876760E0,1.519391554E2
3.230153932E1,2.459818105E-1,-3.312524408E-2,7.487796247E-2,9.658100009E-1,1.515202738E2,7.411617464E0,5.786542412E0,1.517973966E2
3.230653932E1,2.471840193E-1,-3.174633533E-2,7.485473156E-2,9.655511379E-1,1.513781214E2,7.439835235E0,5.641930563E0,1.516481130E2
3.231153932E1,2.484171852E-1,-3.027322702E-2,7.476815581E-2,9.652886391E-1,1.512322618E2,7.463801527E0,5.485405144E0,1.514942377E2
3.231653932E1,2.496681957E-1,-2.872590162E-2,7.460079342E-2,9.650260806E-1,1.510842428E2,7.481154602E0,5.318574311E0,1.513373413E2
3.232153932E1,2.509331596E-1,-2.713193186E-2,7.434886694E-2,9.647635221E-1,1.509345228E2,7.490781043E0,5.144334422E0,1.511780255E2
3.232653932E1,2.522067265E-1,-2.551642805E-2,7.399561256E-2,9.645026326E-1,1.507837332E2,7.490176729E0,4.964914923E0,1.510170071E2
3.233153932E1,2.534809642E-1,-2.392141894E-2,7.353108376E-2,9.642449617E-1,1.506328125E2,7.477114093E0,4.784581206E0,1.508554500E2
3.233653932E1,2.547426575E-1,-2.237300202E-2,7.295484096E-2,9.639933705E-1,1.504833261E2,7.450873024E0,4.606055472E0,1.506951165E2
3.234153932E1,2.559754967E-1,-2.090074308E-2,7.227661461E-2,9.637508988E-1,1.503372088E2,7.411752897E0,4.432714269E0,1.505382001E2
3.234653932E1,2.571648509E-1,-1.952562481E-2,7.151375711E-2,9.635199904E-1,1.501961986E2,7.361108386E0,4.267225914E0,1.503866739E2
3.235153932E1,2.582975520E-1,-1.827268302E-2,7.068635523E-2,9.633026123E-1,1.500618623E2,7.300447933E0,4.112811412E0,1.502423563E2
3.235653932E1,2.593661884E-1,-1.714260504E-2,6.979687512E-2,9.631010890E-1,1.499350853E2,7.229982785E0,3.969533708E0,1.501061713E2
3.236153932E1,2.603799866E-1,-1.616169699E-2,6.884603202E-2,9.629129171E-1,1.498147792E2,7.148911241E0,3.840366964E0,1.499771937E2
3.236653932E1,2.613577534E-1,-1.532925479E-2,6.781789660E-2,9.627345800E-1,1.496987166E2,7.055337082E0,3.724870732E0,1.498531477E2
3.237153932E1,2.623273782E-1,-1.462534908E-2,6.667273492E-2,9.625617862E-1,1.495835891E2,6.945272865E0,3.619820824E0,1.497304938E2
3.237653932E1,2.633231482E-1,-1.403375808E-2,6.536736339E-2,9.623882174E-1,1.494653245E2,6.814246981E0,3.522317755E0,1.496049480E2
3.238153932E1,2.643748652E-1,-1.354828104E-2,6.388406456E-2,9.622064233E-1,1.493403790E2,6.660360079E0,3.431269970E0,1.494728938E2
3.238653932E1,2.655040397E-1,-1.316188741E-2,6.222997978E-2,9.620092511E-1,1.492061899E2,6.484539367E0,3.346161187E0,1.493317632E2
3.239153932E1,2.667215591E-1,-1.287661307E-2,6.042823568E-2,9.617911577E-1,1.490614535E2,6.289253312E0,3.267874484E0,1.491803283E2
3.239653932E1,2.680451919E-1,-1.270369906E-2,5.853283405E-2,9.615426660E-1,1.489040451E2,6.080081074E0,3.199293117E0,1.490166520E2
3.240153932E1,2.694718302E-1,-1.263597887E-2,5.659256503E-2,9.612609148E-1,1.487343198E2,5.862633942E0,3.140989237E0,1.488411490E2
3.240653932E1,2.709914924E-1,-1.269886829E-2,5.466846377E-2,9.609441757E-1,1.485534501E2,5.642883980E0,3.097496595E0,1.486552099E2
3.241153932E1,2.725802630E-1,-1.287588384E-2,5.280693620E-2,9.605965018E-1,1.483642692E2,5.426482417E0,3.068240906E0,1.484616435E2
3.241653932E1,2.742092218E-1,-1.313809399E-2,5.106510967E-2,9.602234364E-1,1.481702110E2,5.220660695E0,3.051644118E0,1.482638503E2
3.242153932E1,2.758502477E-1,-1.345359255E-2,4.948686808E-2,9.598315954E-1,1.479746204E2,5.031281886E0,3.045460977E0,1.480651204E2
3.242653932E1,2.774688894E-1,-1.377245411E-2,4.810366780E-2,9.594307542E-1,1.477816039E2,4.863439098E0,3.045098275E0,1.478694413E2
3.243153932E1,2.790439993E-1,-1.404431462E-2,4.692458361E-2,9.590283036E-1,1.475936882E2,4.719761147E0,3.045319909E0,1.476791998E2
3.243653932E1,2.805565179E-1,-1.421221811E-2,4.594918713E-2,9.586316943E-1,1.474131555E2,4.602069971E0,3.039892991E0,1.474965228E2
3.244153932E1,2.819942157E-1,-1.426469162E-2,4.516191781E-2,9.582464099E-1,1.472414763E2,4.509079296E0,3.027139696E0,1.473228407E2
3.244653932E1,2.833532545E-1,-1.418715529E-2,4.452644661E-2,9.578763247E-1,1.470791204E2,4.437296822E0,3.004392089E0,1.471585106E2
3.245153932E1,2.846452947E-1,-1.400294155E-2,4.400982335E-2,9.575197697E-1,1.469247054E2,4.382338012E0,2.973298778E0,1.470021474E2
3.245653932E1,2.858867183E-1,-1.374046691E-2,4.359252006E-2,9.571727514E-1,1.467762814E2,4.341104813E0,2.936493512E0,1.468518351E2
3.246153932E1,2.870847473E-1,-1.343283989E-2,4.325797781E-2,9.568336606E-1,1.466329913E2,4.310686910E0,2.897157810E0,1.467067640E2
3.246653932E1,2.882442563E-1,-1.314546354E-2,4.301138595E-2,9.565001130E-1,1.464942573E2,4.289496552E0,2.862705125E0,1.465665471E2
3.247153932E1,2.893722783E-1,-1.290104073E-2,4.283552244E-2,9.561706781E-1,1.463592420E2,4.274848096E0,2.835121763E0,1.464303589E2
3.247653932E1,2.904769361E-1,-1.273719221E-2,4.275083169E-2,9.558416605E-1,1.462269767E2,4.267690823E0,2.819272792E0,1.462973803E2
3.248153932E1,2.915672942E-1,-1.265865378E-2,4.274800420E-2,9.555107951E-1,1.460963781E2,4.266775274E0,2.815432851E0,1.461665130E2
3.248653932E1,2.926522501E-1,-1.267954800E-2,4.282474890E-2,9.551753402E-1,1.459663815E2,4.271311209E0,2.825133368E0,1.460367237E2
3.249153932E1,2.937476026E-1,-1.275995374E-2,4.294956475E-2,9.548323750E-1,1.458350933E2,4.279084002E0,2.843031303E0,1.459059278E2
3.249653932E1,2.948590797E-1,-1.289024204E-2,4.311214760E-2,9.544806480E-1,1.457018253E2,4.289241066E0,2.867761774E0,1.457733847E2
3.250153932E1,2.959859572E-1,-1.305010077E-2,4.328840971E-2,9.541216493E-1,1.455666618E2,4.299802861E0,2.896291085E0,1.456390624E2
3.250653932E1,2.971280458E-1,-1.321304217E-2,4.347537085E-2,9.537558556E-1,1.454296234E2,4.311325138E0,2.925621201E0,1.455029000E2
3.251153932E1,2.982845959E-1,-1.335550845E-2,4.367992282E-2,9.533834457E-1,1.452907979E2,4.325361882E0,2.953411896E0,1.453649378E2
3.251653932E1,2.994505619E-1,-1.345913112E-2,4.391358420E-2,9.530056715E-1,1.451507888E2,4.343821871E0,2.978037025E0,1.452257598E2
3.252153932E1,3.006230765E-1,-1.352287922E-2,4.419382289E-2,9.526225924E-1,1.450099392E2,4.368673760E0,2.999989115E0,1.450857529E2
3.252653932E1,3.017969838E-1,-1.354720257E-2,4.453751445E-2,9.522349834E-1,1.448688677E2,4.401775888E0,3.019901026E0,1.449455823E2
3.253153932E1,3.029610540E-1,-1.353678666E-2,4.494916275E-2,9.518460631E-1,1.447289240E2,4.443503267E0,3.038419121E0,1.448066238E2
3.253653932E1,3.041141139E-1,-1.347708050E-2,4.542231560E-2,9.514566660E-1,1.445902504E2,4.493663593E0,3.053755094E0,1.446689608E2
3.254153932E1,3.052626581E-1,-1.337160356E-2,4.595717415E-2,9.510645866E-1,1.444520665E2,4.552148023E0,3.066360081E0,1.445318197E2
3.254653932E1,3.064010614E-1,-1.321993582E-2,4.654245451E-2,9.506720901E-1,1.443150500E2,4.617766058E0,3.075794629E0,1.443958422E2
3.255153932E1,3.075292081E-1,-1.303152461E-2,4.716629907E-2,9.502795935E-1,1.441792160E2,4.688903233E0,3.082694412E0,1.442610334E2
3.255653932E1,3.086517687E-1,-1.282696053E-2,4.782379419E-2,9.498854876E-1,1.440440028E2,4.764293689E0,3.089170871E0,1.441268758E2
3.256153932E1,3.097725099E-1,-1.263778098E-2,4.850945622E-2,9.494883418E-1,1.439089572E2,4.842216599E0,3.098498399E0,1.439929988E2
3.256653932E1,3.108997055E-1,-1.248248108E-2,4.920331389E-2,9.490861893E-1,1.437730814E2,4.919800833E0,3.112031420E0,1.438584154E2
3.257153932E1,3.120424439E-1,-1.238339674E-2,4.987980425E-2,9.486770630E-1,1.436352783E2,4.993419002E0,3.131336000E0,1.437220412E2
3.257653932E1,3.132043794E-1,-1.235818584E-2,5.052630603E-2,9.482601881E-1,1.434951044E2,5.061031970E0,3.157889661E0,1.435834678E2
3.258153932E1,3.143861037E-1,-1.241796091E-2,5.112960562E-2,9.478359222E-1,1.433524852E2,5.120772035E0,3.192410763E0,1.434426320E2
3.258653932E1,3.155862939E-1,-1.258429140E-2,5.168784037E-2,9.474045038E-1,1.432075771E2,5.171635666E0,3.237144527E0,1.432997647E2
3.259153932E1,3.168051657E-1,-1.286618132E-2,5.220294744E-2,9.469655752E-1,1.430603511E2,5.213468980E0,3.293110899E0,1.431548747E2
3.259653932E1,3.180358974E-1,-1.325615030E-2,5.266986787E-2,9.465216994E-1,1.429116284E2,5.245970398E0,3.359244052E0,1.430087387E2
3.260153932E1,3.192678188E-1,-1.374049112E-2,5.309477821E-2,9.460762143E-1,1.427626971E2,5.270307973E0,3.434188335E0,1.428626046E2
3.260653932E1,3.205021756E-1,-1.430132426E-2,5.348701403E-2,9.456283450E-1,1.426134059E2,5.288111150E0,3.516322319E0,1.427162734E2
3.261153932E1,3.217526216E-1,-1.489440445E-2,5.386113375E-2,9.451732039E-1,1.424621017E2,5.302502456E0,3.601434447E0,1.425679731E2
3.261653932E1,3.230463800E-1,-1.548045781E-2,5.423035845E-2,9.447012544E-1,1.423054851E2,5.316240288E0,3.685895979E0,1.424143067E2
3.262153932E1,3.243774701E-1,-1.604015194E-2,5.461209640E-2,9.442136884E-1,1.421442730E2,5.331945827E0,3.768224900E0,1.422559826E2
3.262653932E1,3.257501360E-1,-1.654333249E-2,5.502349883E-2,9.437084198E-1,1.419779441E2,5.352582127E0,3.845829072E0,1.420924432E2
3.263153932E1,3.271691606E-1,-1.696204580E-2,5.548174307E-2,9.431831241E-1,1.418059103E2,5.381045842E0,3.916377159E0,1.419230780E2
3.263653932E1,3.286389282E-1,-1.727304794E-2,5.599804223E-2,9.426358342E-1,1.416276304E2,5.419426238E0,3.977840882E0,1.417473215E2
3.264153932E1,3.301569403E-1,-1.748021878E-2,5.659724772E-2,9.420655966E-1,1.414433972E2,5.470320092E0,4.031618959E0,1.415655716E2
3.264653932E1,3.317122209E-1,-1.757173799E-2,5.726805702E-2,9.414768219E-1,1.412545334E2,5.533023761E0,4.076009523E0,1.413790820E2
3.265153932E1,3.333004642E-1,-1.754673570E-2,5.799903721E-2,9.408714175E-1,1.410615537E2,5.606390779E0,4.110524272E0,1.411883225E2
3.265653932E1,3.349094743E-1,-1.742581464E-2,5.879746005E-2,9.402525425E-1,1.408659336E2,5.690526506E0,4.137657026E0,1.409948502E2
3.266153932E1,3.365253835E-1,-1.722626016E-2,5.965419486E-2,9.396250844E-1,1.406693551E2,5.783879443E0,4.158898821E0,1.408003610E2
3.266653932E1,3.381480842E-1,-1.695681177E-2,6.056609750E-2,9.389888644E-1,1.404718291E2,5.885804842E0,4.175120923E0,1.406048694E2
3.267153932E1,3.397881717E-1,-1.663498208E-2,6.150209904E-2,9.383414984E-1,1.402720623E2,5.992244157E0,4.187117646E0,1.404070188E2
3.267653932E1,3.414601790E-1,-1.629353687E-2,6.244755536E-2,9.376778603E-1,1.400682779E2,6.100301590E0,4.197971287E0,1.402050856E2
3.268153932E1,3.431718811E-1,-1.595712081E-2,6.337242573E-2,9.369964600E-1,1.398595191E2,6.205741979E0,4.209226729E0,1.399980956E2
3.268653932E1,3.449340287E-1,-1.564338058E-2,6.425970793E-2,9.362940192E-1,1.396444626E2,6.305987880E0,4.222183515E0,1.397847355E2
3.269153932E1,3.467479631E-1,-1.535773091E-2,6.509378552E-2,9.355708361E-1,1.394229310E2,6.399124573E0,4.236801556E0,1.395648012E2
3.269653932E1,3.486166279E-1,-1.510251686E-2,6.586357951E-2,9.348263741E-1,1.391945496E2,6.483840431E0,4.252887054E0,1.393378956E2
3.270153932E1,3.505364525E-1,-1.487363782E-2,6.657101214E-2,9.340617061E-1,1.389597391E2,6.560512309E0,4.270019089E0,1.391044358E2
3.270653932E1,3.524905080E-1,-1.467522234E-2,6.722581387E-2,9.332822561E-1,1.387205568E2,6.630093735E0,4.288878889E0,1.388665353E2
3.271153932E1,3.544534812E-1,-1.450469438E-2,6.784687936E-2,9.324961901E-1,1.384800935E2,6.694827860E0,4.309741571E0,1.386273461E2
3.271653932E1,3.564068396E-1,-1.434762869E-2,6.843082607E-2,9.317110777E-1,1.382406180E2,6.755006999E0,4.330762873E0,1.383890699E2
3.272153932E1,3.583366110E-1,-1.417296007E-2,6.897968054E-2,9.309327602E-1,1.380038466E2,6.812175593E0,4.348570894E0,1.381533017E2
3.272653932E1,3.602306619E-1,-1.397298463E-2,6.950014830E-2,9.301657677E-1,1.377712751E2,6.867445743E0,4.362506352E0,1.379215268E2
3.273153932E1,3.620826104E-1,-1.374766883E-2,6.999807060E-2,9.294124246E-1,1.375436971E2,6.921499833E0,4.372741824E0,1.376945562E2
3.273653932E1,3.639012226E-1,-1.349081192E-2,7.048598677E-2,9.286687374E-1,1.373200446E2,6.975920113E0,4.379188481E0,1.374713353E2
3.274153932E1,3.657085094E-1,-1.317759510E-2,7.096225023E-2,9.279267192E-1,1.370976158E2,7.031477664E0,4.379292985E0,1.372490419E2
3.274653932E1,3.675231120E-1,-1.283529401E-2,7.143013179E-2,9.271783829E-1,1.368741159E2,7.087335866E0,4.376246288E0,1.370255036E2
3.275153932E1,3.693648769E-1,-1.246046927E-2,7.187481970E-2,9.264169335E-1,1.366470941E2,7.141979171E0,4.369211914E0,1.367981974E2
3.275653932E1,3.712563763E-1,-1.206838340E-2,7.230502367E-2,9.256322384E-1,1.364137557E2,7.195617014E0,4.360358349E0,1.365644220E2
3.276153932E1,3.732306892E-1,-1.167656202E-2,7.273225486E-2,9.248094559E-1,1.361699985E2,7.248598573E0,4.352304362E0,1.363201907E2
3.276653932E1,3.753125398E-1,-1.129062008E-2,7.314508408E-2,9.239387512E-1,1.359127380E2,7.299349832E0,4.345363522E0,1.360624057E2
3.277153932E1,3.775321243E-1,-1.092297491E-2,7.354971766E-2,9.230062962E-1,1.356381994E2,7.347860471E0,4.341369658E0,1.357873718E2
3.277653932E1,3.799212234E-1,-1.055779122E-2,7.396106422E-2,9.219968319E-1,1.353423937E2,7.396240687E0,4.339562212E0,1.354910768E2
3.278153932E1,3.824958877E-1,-1.024179906E-2,7.439533621E-2,9.209002852E-1,1.350232607E2,7.444107742E0,4.345763121E0,1.351717373E2
3.278653932E1,3.852660753E-1,-9.991758503E-3,7.483341545E-2,9.197120070E-1,1.346794809E2,7.488589842E0,4.361016949E0,1.348280536E2
3.279153932E1,3.882514063E-1,-9.803003632E-3,7.527082413E-2,9.184220433E-1,1.343085191E2,7.529245074E0,4.384804519E0,1.344574560E2
3.279653932E1,3.914155875E-1,-9.683844633E-3,7.570441067E-2,9.170435667E-1,1.339147798E2,7.565458833E0,4.417570720E0,1.340643812E2
3.280153932E1,3.946942063E-1,-9.678669274E-3,7.613831013E-2,9.156013131E-1,1.335061923E2,7.595894862E0,4.463632520E0,1.336569860E2
3.280653932E1,3.979985507E-1,-9.805065580E-3,7.658620179E-2,9.141310453E-1,1.330937646E2,7.621491876E0,4.524686694E0,1.332464062E2
3.281153932E1,4.012407900E-1,-1.003343519E-2,7.705525309E-2,9.126706123E-1,1.326884616E2,7.644630641E0,4.597179979E0,1.328434860E2
3.281653932E1,4.043511375E-1,-1.032673754E-2,7.754807174E-2,9.112517834E-1,1.322990551E2,7.667532481E0,4.676735092E0,1.324568300E2
3.282153932E1,4.072650843E-1,-1.067578886E-2,7.809767127E-2,9.099021554E-1,1.319337059E2,7.694390283E0,4.763370092E0,1.320946760E2
3.282653932E1,4.099287197E-1,-1.104734465E-2,7.872533798E-2,9.086466432E-1,1.315992857E2,7.729255115E0,4.854163355E0,1.317638322E2
3.283153932E1,4.123015095E-1,-1.141772140E-2,7.944560051E-2,9.075050950E-1,1.313010115E2,7.775009823E0,4.947009295E0,1.314694839E2
3.283653932E1,4.143738723E-1,-1.176547166E-2,8.026251197E-2,9.064843059E-1,1.310402151E2,7.833204487E0,5.039805016E0,1.312129074E2
3.284153932E1,4.161498371E-1,-1.211834513E-2,8.116424829E-2,9.055853486E-1,1.308165038E2,7.901351690E0,5.134921872E0,1.309938148E2
3.284653932E1,4.176660387E-1,-1.248178910E-2,8.213245869E-2,9.047947526E-1,1.306253556E2,7.977133242E0,5.232346311E0,1.308076558E2
3.285153932E1,4.189734737E-1,-1.285048109E-2,8.313713968E-2,9.040930867E-1,1.304604089E2,8.057426972E0,5.330497165E0,1.306479398E2
3.285653932E1,4.201358780E-1,-1.322757732E-2,8.414920419E-2,9.034543633E-1,1.303136673E2,8.138716375E0,5.428828721E0,1.305065708E2
3.286153932E1,4.212139883E-1,-1.359384786E-2,8.514688164E-2,9.028532505E-1,1.301774892E2,8.219313055E0,5.524801278E0,1.303757278E2
