"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
7.866539341E0,9.941390810E-1,2.774072811E-2,8.333105594E-2,6.303867698E-2,1.241260195E1,3.815480244E0,9.333909219E0,7.568160509E0
7.871539341E0,9.941797669E-1,2.821333706E-2,8.257455379E-2,6.318260729E-2,1.236940141E1,3.865127248E0,9.243042772E0,7.585358670E0
7.876539341E0,9.942096793E-1,2.876147628E-2,8.183665574E-2,6.342438608E-2,1.233754400E1,3.924522402E0,9.153339569E0,7.614608665E0
7.881539341E0,9.942264796E-1,2.937272750E-2,8.114027232E-2,6.377465278E-2,1.231961541E1,3.992491900E0,9.067453263E0,7.657126540E0
7.886539341E0,9.942301339E-1,3.003371879E-2,8.048316091E-2,6.424077600E-2,1.231571219E1,4.067512898E0,8.985168537E0,7.713617516E0
7.891539341E0,9.942199472E-1,3.073284402E-2,7.988417149E-2,6.481286883E-2,1.232658959E1,4.148292605E0,8.908740945E0,7.782924847E0
7.896539341E0,9.941959261E-1,3.146126866E-2,7.934987545E-2,6.548470259E-2,1.235220160E1,4.233798489E0,8.838983513E0,7.864285213E0
7.901539341E0,9.941577135E-1,3.220112249E-2,7.890005410E-2,6.624431908E-2,1.239283640E1,4.322029514E0,8.778321142E0,7.956274632E0
7.906539341E0,9.941065837E-1,3.293946758E-2,7.853794098E-2,6.707371771E-2,1.244700052E1,4.411371339E0,8.727278420E0,8.056733148E0
7.911539341E0,9.940449879E-1,3.367000446E-2,7.825176418E-2,6.795258820E-2,1.251194149E1,4.500831428E0,8.684628595E0,8.163210354E0
7.916539341E0,9.939732338E-1,3.439917788E-2,7.805073261E-2,6.886211038E-2,1.258717170E1,4.591092758E0,8.651445348E0,8.273661144E0
7.921539341E0,9.938926624E-1,3.513133526E-2,7.793136686E-2,6.978443265E-2,1.267111612E1,4.682496994E0,8.627366224E0,8.386061771E0
7.926539341E0,9.938032035E-1,3.587458655E-2,7.789836824E-2,7.071103901E-2,1.276367593E1,4.775978682E0,8.612893137E0,8.499550984E0
7.931539341E0,9.937071885E-1,3.663025051E-2,7.793512195E-2,7.162656635E-2,1.286228103E1,4.871431266E0,8.606179568E0,8.612285524E0
7.936539341E0,9.936039607E-1,3.740071878E-2,7.804345340E-2,7.253671438E-2,1.296746070E1,4.969224178E0,8.607381102E0,8.724980655E0
7.941539341E0,9.934926177E-1,3.818574920E-2,7.822906226E-2,7.344713062E-2,1.307996491E1,5.069461437E0,8.617116913E0,8.838350007E0
7.946539341E0,9.933720475E-1,3.898271918E-2,7.848904282E-2,7.437602431E-2,1.320071591E1,5.172000921E0,8.634975115E0,8.954488171E0
7.951539341E0,9.932444751E-1,3.978622332E-2,7.879207283E-2,7.532780617E-2,1.332729373E1,5.275975388E0,8.657384992E0,9.073676312E0
7.956539341E0,9.931107910E-1,4.059334472E-2,7.911503315E-2,7.631479949E-2,1.345866394E1,5.380941200E0,8.681650624E0,9.197174393E0
7.961539341E0,9.929697634E-1,4.140973091E-2,7.945661247E-2,7.734940201E-2,1.359588115E1,5.487656072E0,8.707487191E0,9.326467114E0
7.966539341E0,9.928189326E-1,4.222707450E-2,7.983314246E-2,7.844813913E-2,1.374112722E1,5.595490745E0,8.736728104E0,9.463521991E0
7.971539341E0,9.926560003E-1,4.304536805E-2,8.025934547E-2,7.962159812E-2,1.389632936E1,5.704716875E0,8.770972773E0,9.609689162E0
7.976539341E0,9.924795222E-1,4.386150092E-2,8.073452115E-2,8.088574558E-2,1.406251160E1,5.815143164E0,8.810050164E0,9.766809671E0
7.981539341E0,9.922877946E-1,4.469818622E-2,8.124608546E-2,8.225617558E-2,1.424086695E1,5.929426641E0,8.852170100E0,9.936821279E0
7.986539341E0,9.920797597E-1,4.554301128E-2,8.179767430E-2,8.374201506E-2,1.443191181E1,6.046293683E0,8.897768439E0,1.012072384E1
7.991539341E0,9.918564241E-1,4.639573395E-2,8.238339424E-2,8.533021808E-2,1.463424650E1,6.165571972E0,8.946206489E0,1.031698315E1
7.996539341E0,9.916168914E-1,4.726145789E-2,8.301218599E-2,8.701305836E-2,1.484820774E1,6.287921854E0,8.998455697E0,1.052484601E1
8.001539341E0,9.913637873E-1,4.813558608E-2,8.366485685E-2,8.877498657E-2,1.507100941E1,6.412487180E0,9.052426360E0,1.074233999E1
8.006539341E0,9.910995798E-1,4.901489988E-2,8.432662487E-2,9.059902281E-2,1.530014428E1,6.538590460E0,9.106539232E0,1.096736172E1
8.011539341E0,9.908294162E-1,4.988048226E-2,8.497118950E-2,9.246027470E-2,1.553096966E1,6.663509213E0,9.158141947E0,1.119663486E1
8.016539341E0,9.905617038E-1,5.071063340E-2,8.554902673E-2,9.432553500E-2,1.575638565E1,6.783794834E0,9.202053339E0,1.142566435E1
8.021539341E0,9.903048567E-1,5.147360265E-2,8.602236211E-2,9.616086632E-2,1.596968119E1,6.894929180E0,9.234597638E0,1.164984368E1
8.026539341E0,9.900688336E-1,5.211985111E-2,8.634850383E-2,9.793447703E-2,1.616321809E1,6.990260966E0,9.251782078E0,1.186458108E1
8.031539341E0,9.898650792E-1,5.258932710E-2,8.647868782E-2,9.961387515E-2,1.632846212E1,7.061808344E0,9.249108774E0,1.206503488E1
8.036539341E0,9.897029152E-1,5.282394588E-2,8.637063205E-2,1.011824310E-1,1.645879896E1,7.102033128E0,9.222732143E0,1.224828753E1
8.041539341E0,9.895864418E-1,5.278130621E-2,8.600463718E-2,1.026450694E-1,1.655178364E1,7.105718098E0,9.171059862E0,1.241431378E1
8.046539341E0,9.895138283E-1,5.246613175E-2,8.538061380E-2,1.040184572E-1,1.660949191E1,7.073478030E0,9.094060302E0,1.256512253E1
8.051539341E0,9.894754031E-1,5.193460733E-2,8.453115821E-2,1.053361595E-1,1.663994920E1,7.012489279E0,8.994625676E0,1.270550077E1
8.056539341E0,9.894560730E-1,5.128058419E-2,8.352438360E-2,1.066332906E-1,1.665525011E1,6.934792666E0,8.879157306E0,1.284108390E1
8.061539341E0,9.894400830E-1,5.060499534E-2,8.242269605E-2,1.079534888E-1,1.666789654E1,6.853243489E0,8.753204660E0,1.297846158E1
8.066539341E0,9.894099649E-1,5.002007633E-2,8.128914237E-2,1.093525887E-1,1.669169106E1,6.782097607E0,8.622112293E0,1.312567106E1
8.071539341E0,9.893528481E-1,4.959570616E-2,8.017918468E-2,1.108715758E-1,1.673672342E1,6.730481673E0,8.490967917E0,1.328851793E1
8.076539341E0,9.892577954E-1,4.938447848E-2,7.913487405E-2,1.125515848E-1,1.681139983E1,6.705335877E0,8.363511098E0,1.347251135E1
8.081539341E0,9.891165864E-1,4.941097647E-2,7.819883525E-2,1.144197360E-1,1.692173400E1,6.710276594E0,8.243963125E0,1.368128370E1
8.086539341E0,9.889232989E-1,4.968884587E-2,7.739916444E-2,1.164950505E-1,1.707161231E1,6.747406430E0,8.135039831E0,1.391731487E1
8.091539341E0,9.886724899E-1,5.020576715E-2,7.678166777E-2,1.187883168E-1,1.726416849E1,6.816086794E0,8.041835678E0,1.418210420E1
8.096539341E0,9.883657538E-1,5.091559142E-2,7.634991407E-2,1.212906837E-1,1.749680332E1,6.911056256E0,7.965228654E0,1.447427557E1
8.101539341E0,9.880088755E-1,5.176740512E-2,7.607961446E-2,1.239777803E-1,1.776366249E1,7.025984811E0,7.903129798E0,1.479040709E1
8.106539341E0,9.876099314E-1,5.269440636E-2,7.594395429E-2,1.268165559E-1,1.805734584E1,7.152620904E0,7.853519413E0,1.512594602E1
8.111539341E0,9.871757199E-1,5.365769938E-2,7.591798902E-2,1.297744513E-1,1.837169996E1,7.285942395E0,7.814251006E0,1.547663901E1
8.116539341E0,9.867138442E-1,5.461337790E-2,7.598770410E-2,1.328120381E-1,1.870033187E1,7.420472857E0,7.784619521E0,1.583749750E1
8.121539341E0,9.862352001E-1,5.552089587E-2,7.610801607E-2,1.358864605E-1,1.903496157E1,7.550551667E0,7.760454850E0,1.620284757E1
8.126539341E0,9.857527951E-1,5.633179843E-2,7.624451071E-2,1.389421821E-1,1.936642401E1,7.669650616E0,7.739118993E0,1.656555647E1
8.131539341E0,9.852790255E-1,5.701103806E-2,7.636288553E-2,1.419284791E-1,1.968657292E1,7.772776685E0,7.717827333E0,1.691912713E1
8.136539341E0,9.848215104E-1,5.752458796E-2,7.645169646E-2,1.448193789E-1,1.999091935E1,7.855631078E0,7.696242757E0,1.726016246E1
8.141539341E0,9.843892112E-1,5.786006898E-2,7.647511363E-2,1.475860775E-1,2.027433634E1,7.915901053E0,7.670958705E0,1.758483862E1
8.146539341E0,9.839911339E-1,5.801811442E-2,7.639850676E-2,1.501952559E-1,2.053189334E1,7.952710087E0,7.638523478E0,1.788890382E1
8.151539341E0,9.836335471E-1,5.800072476E-2,7.621056587E-2,1.526201516E-1,2.076055770E1,7.965812253E0,7.598034070E0,1.816912247E1
8.156539341E0,9.833201141E-1,5.782742798E-2,7.589065284E-2,1.548487991E-1,2.095895781E1,7.956895023E0,7.547067050E0,1.842402081E1
8.161539341E0,9.830529577E-1,5.751297250E-2,7.544774562E-2,1.568654776E-1,2.112661078E1,7.927655906E0,7.486619868E0,1.865197593E1
8.166539341E0,9.828312675E-1,5.708554015E-2,7.488371432E-2,1.586706340E-1,2.126473943E1,7.881328072E0,7.416461981E0,1.885328123E1
8.171539341E0,9.826518090E-1,5.657849833E-2,7.421691716E-2,1.602689773E-1,2.137590853E1,7.822112569E0,7.338045623E0,1.902894212E1
8.176539341E0,9.825077730E-1,5.601581931E-2,7.348421961E-2,1.616810858E-1,2.146472276E1,7.753651666E0,7.254924887E0,1.918193624E1
8.181539341E0,9.823902288E-1,5.542662740E-2,7.271263748E-2,1.629423201E-1,2.153693360E1,7.680097069E0,7.169303351E0,1.931688721E1
8.186539341E0,9.822874575E-1,5.482357740E-2,7.194214314E-2,1.641037911E-1,2.159987356E1,7.604105092E0,7.085030909E0,1.944025979E1
8.191539341E0,9.821854172E-1,5.422100797E-2,7.122134417E-2,1.652253270E-1,2.166218704E1,7.528760359E0,7.006835989E0,1.955961799E1
8.196539341E0,9.820709511E-1,5.362645164E-2,7.060071081E-2,1.663622260E-1,2.173187852E1,7.456376960E0,6.939832490E0,1.968195181E1
8.201539341E0,9.819325209E-1,5.304364860E-2,7.012278587E-2,1.675639898E-1,2.181586649E1,7.388637850E0,6.888367248E0,1.981345741E1
8.206539341E0,9.817629883E-1,5.247688666E-2,6.980597228E-2,1.688630730E-1,2.191829166E1,7.326678782E0,6.854188110E0,1.995810289E1
8.211539341E0,9.815564884E-1,5.192796141E-2,6.967662275E-2,1.702806950E-1,2.204241596E1,7.271458869E0,6.840072912E0,2.011861351E1
8.216539341E0,9.813104586E-1,5.138557404E-2,6.974597275E-2,1.718278378E-1,2.218940591E1,7.222089208E0,6.847432699E0,2.029629428E1
8.221539341E0,9.810224846E-1,5.084712431E-2,7.002788782E-2,1.735095084E-1,2.236024321E1,7.178713409E0,6.877844607E0,2.049184881E1
8.226539341E0,9.806948043E-1,5.030030757E-2,7.051332295E-2,1.753152907E-1,2.255308177E1,7.139803384E0,6.930614342E0,2.070390366E1
8.231539341E0,9.803312021E-1,4.973529279E-2,7.119172812E-2,1.772254854E-1,2.276517291E1,7.104026410E0,7.004899732E0,2.093001059E1
8.236539341E0,9.799367073E-1,4.914805293E-2,7.202415913E-2,1.792234331E-1,2.299310012E1,7.070104556E0,7.096523716E0,2.116783837E1
8.241539341E0,9.795183727E-1,4.853364453E-2,7.297033072E-2,1.812831312E-1,2.323239105E1,7.036526467E0,7.201251096E0,2.141393982E1
8.246539341E0,9.790819924E-1,4.789659381E-2,7.400926203E-2,1.833766550E-1,2.347944096E1,7.003233450E0,7.316834391E0,2.166489011E1
8.251539341E0,9.786330863E-1,4.725007713E-2,7.509712130E-2,1.854862124E-1,2.373093585E1,6.970666765E0,7.438191263E0,2.191827633E1
8.256539341E0,9.781783743E-1,4.659914598E-2,7.621114701E-2,1.875831783E-1,2.398303310E1,6.938696776E0,7.562855289E0,2.217056214E1
8.261539341E0,9.777200558E-1,4.595996067E-2,7.733290642E-2,1.896596849E-1,2.423451470E1,6.908676726E0,7.688447053E0,2.242076043E1
8.266539341E0,9.772631233E-1,4.533611611E-2,7.843478769E-2,1.917013526E-1,2.448270256E1,6.880240868E0,7.811872215E0,2.266693363E1
8.271539341E0,9.768138490E-1,4.472579062E-2,7.949253172E-2,1.936885267E-1,2.472433847E1,6.852411122E0,7.930573287E0,2.290650871E1
8.276539341E0,9.763736760E-1,4.412588477E-2,8.049575239E-2,1.956215352E-1,2.495884576E1,6.824532608E0,8.043443891E0,2.313938191E1
8.281539341E0,9.759486947E-1,4.353123903E-2,8.142079413E-2,1.974837482E-1,2.518322008E1,6.795242638E0,8.148059520E0,2.336329865E1
8.286539341E0,9.755424865E-1,4.294700921E-2,8.223403990E-2,1.992736161E-1,2.539585972E1,6.764200415E0,8.240538110E0,2.357774528E1
8.291539341E0,9.751565752E-1,4.236989468E-2,8.293722570E-2,2.009872198E-1,2.559626489E1,6.730944877E0,8.321178107E0,2.378222903E1
8.296539341E0,9.747939075E-1,4.180553555E-2,8.351535350E-2,2.026186585E-1,2.578320327E1,6.695595112E0,8.388203853E0,2.397592080E1
8.301539341E0,9.744544359E-1,4.124567658E-2,8.397248387E-2,2.041714191E-1,2.595698581E1,6.657257423E0,8.442242029E0,2.415918844E1
8.306539341E0,9.741388112E-1,4.068228230E-2,8.430820704E-2,2.056469172E-1,2.611754099E1,6.614943906E0,8.483432361E0,2.433211424E1
8.311539341E0,9.738453838E-1,4.010973871E-2,8.452316374E-2,2.070560604E-1,2.626593957E1,6.568059182E0,8.511913667E0,2.449593434E1
8.316539341E0,9.735713364E-1,3.952482343E-2,8.462876081E-2,2.084097266E-1,2.640379677E1,6.516565718E0,8.528975559E0,2.465201959E1
8.321539341E0,9.733127095E-1,3.891171515E-2,8.464019746E-2,2.097243071E-1,2.653325150E1,6.459164648E0,8.536608109E0,2.480233545E1
8.326539341E0,9.730698486E-1,3.825448826E-2,8.456956595E-2,2.109968066E-1,2.665425241E1,6.394309742E0,8.536593330E0,2.494653074E1
8.331539341E0,9.728419121E-1,3.756072745E-2,8.442324400E-2,2.122275233E-1,2.676732890E1,6.322998532E0,8.529470551E0,2.508477441E1
8.336539341E0,9.726263226E-1,3.683223203E-2,8.422599733E-2,2.134183794E-1,2.687385035E1,6.246079599E0,8.517964152E0,2.521757130E1
8.341539341E0,9.724199643E-1,3.606897220E-2,8.400115371E-2,2.145745754E-1,2.697542391E1,6.164199240E0,8.504658805E0,2.534578062E1
8.346539341E0,9.722218145E-1,3.526380286E-2,8.376400173E-2,2.156960815E-1,2.707260508E1,6.076953506E0,8.491451643E0,2.546950097E1
8.351539341E0,9.720300423E-1,3.440972045E-2,8.352452517E-2,2.167884260E-1,2.716633352E1,5.983869270E0,8.479609947E0,2.558943229E1
8.356539341E0,9.718406981E-1,3.351626173E-2,8.328948170E-2,2.178650498E-1,2.725856502E1,5.886324299E0,8.469572994E0,2.570730677E1
8.361539341E0,9.716499714E-1,3.260052949E-2,8.307158202E-2,2.189352661E-1,2.735116144E1,5.786673193E0,8.462275201E0,2.582448515E1
8.366539341E0,9.714550332E-1,3.167344630E-2,8.287350088E-2,2.200088501E-1,2.744548584E1,5.686310701E0,8.457681241E0,2.594223182E1
8.371539341E0,9.712542909E-1,3.075373359E-2,8.269562572E-2,2.210898995E-1,2.754228749E1,5.587397678E0,8.455329510E0,2.606117839E1
8.376539341E0,9.710441560E-1,2.985387482E-2,8.254746348E-2,2.221889049E-1,2.764326229E1,5.491694448E0,8.455896113E0,2.618275145E1
8.381539341E0,9.708207421E-1,2.898745984E-2,8.242525905E-2,2.233223915E-1,2.775022284E1,5.400779873E0,8.458510884E0,2.630897355E1
8.386539341E0,9.705801319E-1,2.817796916E-2,8.234392107E-2,2.244987488E-1,2.786496595E1,5.317782866E0,8.464170589E0,2.644116157E1
8.391539341E0,9.703193495E-1,2.743853256E-2,8.231488615E-2,2.257249355E-1,2.798880818E1,5.244565829E0,8.473753041E0,2.658034787E1
8.396539341E0,9.700383466E-1,2.677225135E-2,8.233908564E-2,2.270002812E-1,2.812165450E1,5.181512600E0,8.487261675E0,2.672648482E1
8.401539341E0,9.697377507E-1,2.618290298E-2,8.240321279E-2,2.283262163E-1,2.826308623E1,5.128707639E0,8.503077074E0,2.687964944E1
8.406539341E0,9.694174340E-1,2.566909790E-2,8.250627667E-2,2.297033966E-1,2.841303755E1,5.085985693E0,8.521092328E0,2.703990512E1
8.411539341E0,9.690779557E-1,2.523374371E-2,8.264872432E-2,2.311284542E-1,2.857111768E1,5.053669702E0,8.541263220E0,2.720688750E1
8.416539341E0,9.687221519E-1,2.487660572E-2,8.282980323E-2,2.325892746E-1,2.873588586E1,5.031618930E0,8.563536875E0,2.737915933E1
8.421539341E0,9.683542115E-1,2.458857559E-2,8.304847777E-2,2.340693772E-1,2.890530718E1,5.018649049E0,8.588090728E0,2.755469153E1
8.426539341E0,9.679798931E-1,2.434977703E-2,8.329449594E-2,2.355505079E-1,2.907667379E1,5.012087376E0,8.614385487E0,2.773107012E1
8.431539341E0,9.676033182E-1,2.414556406E-2,8.355454355E-2,2.370220423E-1,2.924808205E1,5.009821713E0,8.641370964E0,2.790679565E1
8.436539341E0,9.672243548E-1,2.396914363E-2,8.382534981E-2,2.384865582E-1,2.941959121E1,5.011021656E0,8.668839524E0,2.808209199E1
8.441539341E0,9.668466792E-1,2.381666191E-2,8.409173787E-2,2.399350852E-1,2.958955015E1,5.014733599E0,8.695241823E0,2.825571864E1
8.446539341E0,9.664721707E-1,2.368779853E-2,8.433715999E-2,2.413662672E-1,2.975714665E1,5.020417291E0,8.718742415E0,2.842735180E1
8.451539341E0,9.661004470E-1,2.357151359E-2,8.456595242E-2,2.427816093E-1,2.992258950E1,5.026963008E0,8.740119799E0,2.859711999E1
8.456539341E0,9.657338963E-1,2.346993424E-2,8.476331085E-2,2.441769540E-1,3.008485933E1,5.034120325E0,8.757686071E0,2.876439823E1
8.461539341E0,9.653729880E-1,2.338538505E-2,8.492355049E-2,2.455526590E-1,3.024380020E1,5.041964032E0,8.770738366E0,2.892918638E1
8.466539341E0,9.650171670E-1,2.333381400E-2,8.504828066E-2,2.469092757E-1,3.039970605E1,5.052310139E0,8.778988991E0,2.909168686E1
8.471539341E0,9.646708761E-1,2.331276983E-2,8.512656391E-2,2.482339293E-1,3.055069021E1,5.064414802E0,8.781352149E0,2.925023082E1
8.476539341E0,9.643360879E-1,2.333202772E-2,8.515775949E-2,2.495189011E-1,3.069596983E1,5.079254501E0,8.777505179E0,2.940395939E1
8.481539341E0,9.640126542E-1,2.339480259E-2,8.514154702E-2,2.507652342E-1,3.083568774E1,5.097161863E0,8.767302556E0,2.955300818E1
8.486539341E0,9.637023467E-1,2.352036163E-2,8.505365998E-2,2.519731224E-1,3.096915715E1,5.119522516E0,8.747474776E0,2.969730152E1
8.491539341E0,9.634054053E-1,2.372716181E-2,8.488865942E-2,2.531421781E-1,3.109635426E1,5.148190408E0,8.716860315E0,2.983686874E1
8.496539341E0,9.631222342E-1,2.402419224E-2,8.465406299E-2,2.542677522E-1,3.121718183E1,5.184320647E0,8.676030034E0,2.997127993E1
8.501539341E0,9.628497704E-1,2.442392334E-2,8.436974883E-2,2.553537488E-1,3.133301168E1,5.229922556E0,8.626770427E0,3.010127467E1
8.506539341E0,9.625876066E-1,2.491239272E-2,8.404664695E-2,2.563993633E-1,3.144407010E1,5.283745672E0,8.570687599E0,3.022673374E1
8.511539341E0,9.623377845E-1,2.548685856E-2,8.368078619E-2,2.573983967E-1,3.154954566E1,5.345286533E0,8.507438589E0,3.034683234E1
8.516539341E0,9.621036086E-1,2.613610402E-2,8.324795216E-2,2.583473027E-1,3.164810422E1,5.412487829E0,8.434687977E0,3.046079052E1
8.521539341E0,9.618850157E-1,2.684110403E-2,8.276390284E-2,2.592429519E-1,3.173983520E1,5.483678511E0,8.354766678E0,3.056822448E1
8.526539341E0,9.616809277E-1,2.757926844E-2,8.222855628E-2,2.600916028E-1,3.182524675E1,5.556385094E0,8.268316887E0,3.066969177E1
8.531539341E0,9.614907319E-1,2.832193486E-2,8.164721727E-2,2.608968616E-1,3.190464380E1,5.627609777E0,8.176784495E0,3.076545169E1
8.536539341E0,9.613144459E-1,2.905527502E-2,8.102741838E-2,2.616579533E-1,3.197806276E1,5.696046359E0,8.081442599E0,3.085538271E1
8.541539341E0,9.611514474E-1,2.977962978E-2,8.037806302E-2,2.623746097E-1,3.204580205E1,5.762019059E0,7.983281724E0,3.093954671E1
8.546539341E0,9.610014273E-1,3.049080260E-2,7.970764488E-2,2.630461156E-1,3.210802470E1,5.825334563E0,7.883387354E0,3.101791750E1
8.551539341E0,9.608638721E-1,3.117403761E-2,7.904021442E-2,2.636691928E-1,3.216497444E1,5.885105327E0,7.784902598E0,3.109025333E1
8.556539341E0,9.607417756E-1,3.180598095E-2,7.836946845E-2,2.642382383E-1,3.221544191E1,5.938508456E0,7.687901734E0,3.115566734E1
8.561539341E0,9.606390717E-1,3.236311302E-2,7.769189775E-2,2.647435963E-1,3.225783409E1,5.982763553E0,7.592803573E0,3.121282456E1
8.566539341E0,9.605585083E-1,3.283690289E-2,7.698322833E-2,2.651842237E-1,3.229104964E1,6.016162388E0,7.497222642E0,3.126131266E1
8.571539341E0,9.605001586E-1,3.322627768E-2,7.623720169E-2,2.655623257E-1,3.231508593E1,6.038425824E0,7.400508259E0,3.130134838E1
8.576539341E0,9.604612122E-1,3.353292868E-2,7.546976209E-2,2.658836544E-1,3.233111966E1,6.050320147E0,7.304345867E0,3.133382189E1
8.581539341E0,9.604378899E-1,3.375582024E-2,7.469063252E-2,2.661595643E-1,3.234071742E1,6.052149969E0,7.209778799E0,3.136020899E1
8.586539341E0,9.604257251E-1,3.390311822E-2,7.390066981E-2,2.664051354E-1,3.234572247E1,6.044979648E0,7.116559847E0,3.138239661E1
8.591539341E0,9.604192992E-1,3.398389742E-2,7.311052084E-2,2.666359246E-1,3.234836604E1,6.030285090E0,7.025487396E0,3.140242997E1
8.596539341E0,9.604176869E-1,3.400380909E-2,7.232819498E-2,2.668524683E-1,3.234902926E1,6.008962316E0,6.937268171E0,3.142050604E1
8.601539341E0,9.604264033E-1,3.396755457E-2,7.153148204E-2,2.670404017E-1,3.234544345E1,5.980725113E0,6.849398699E0,3.143472965E1
8.606539341E0,9.604498706E-1,3.386441618E-2,7.069832087E-2,2.671909332E-1,3.233578737E1,5.943626536E0,6.759834844E0,3.144378539E1
8.611539341E0,9.604924209E-1,3.366627917E-2,6.982854009E-2,2.672917247E-1,3.231827207E1,5.894472959E0,6.669505813E0,3.144605831E1
8.616539341E0,9.605647573E-1,3.332281858E-2,6.888348609E-2,2.673200369E-1,3.228847443E1,5.826311871E0,6.575846965E0,3.143820020E1
8.621539341E0,9.606771270E-1,3.278978169E-2,6.783284247E-2,2.672508061E-1,3.224213268E1,5.733133555E0,6.477021330E0,3.141674241E1
8.626539341E0,9.608372116E-1,3.202806041E-2,6.666037440E-2,2.670626342E-1,3.217600087E1,5.609994860E0,6.372534311E0,3.137886123E1
8.631539341E0,9.610456605E-1,3.101206198E-2,6.536430866E-2,2.667526901E-1,3.208969069E1,5.454053262E0,6.262922311E0,3.132420000E1
8.636539341E0,9.612992345E-1,2.974895202E-2,6.397420168E-2,2.663195133E-1,3.198439028E1,5.267108255E0,6.151123450E0,3.125305214E1
8.641539341E0,9.615895040E-1,2.825928107E-2,6.254045665E-2,2.657738328E-1,3.186343555E1,5.053169401E0,6.041877898E0,3.116739512E1
8.646539341E0,9.619014148E-1,2.658575587E-2,6.112267449E-2,2.651469111E-1,3.173296240E1,4.819087943E0,5.940159381E0,3.107178565E1
8.651539341E0,9.622178642E-1,2.476938255E-2,5.979587510E-2,2.644762993E-1,3.160005444E1,4.571999047E0,5.852708929E0,3.097154825E1
8.656539341E0,9.625194922E-1,2.286792547E-2,5.862162635E-2,2.638120353E-1,3.147286232E1,4.320494199E0,5.784275160E0,3.087336268E1
8.661539341E0,9.627899985E-1,2.095221914E-2,5.764199048E-2,2.631992102E-1,3.135836614E1,4.073935410E0,5.737157836E0,3.078314597E1
8.666539341E0,9.630149358E-1,1.909113862E-2,5.689035729E-2,2.626808882E-1,3.126284648E1,3.841169507E0,5.712841933E0,3.070644543E1
8.671539341E0,9.631823192E-1,1.735723391E-2,5.638941377E-2,2.622952163E-1,3.119158206E1,3.631093548E0,5.711595910E0,3.064814515E1
8.676539341E0,9.632800320E-1,1.580397412E-2,5.617625266E-2,2.620802224E-1,3.114990675E1,3.450951570E0,5.735894326E0,3.061312561E1
8.681539341E0,9.633019679E-1,1.448440086E-2,5.625519156E-2,2.620589137E-1,3.114054346E1,3.306873570E0,5.784660582E0,3.060429156E1
8.686539341E0,9.632466923E-1,1.341701485E-2,5.661226064E-2,2.622419596E-1,3.116413249E1,3.200565212E0,5.855856439E0,3.062285014E1
8.691539341E0,9.631159125E-1,1.261211559E-2,5.720786378E-2,2.626326978E-1,3.121987406E1,3.132029312E0,5.944836238E0,3.066900180E1
8.696539341E0,9.629164302E-1,1.206485555E-2,5.799254030E-2,2.632171214E-1,3.130471188E1,3.099202522E0,6.046328633E0,3.074079805E1
8.701539341E0,9.626543691E-1,1.175898127E-2,5.894584954E-2,2.639766634E-1,3.141582433E1,3.099631521E0,6.158587226E0,3.083590822E1
8.706539341E0,9.623408165E-1,1.166807394E-2,6.002450362E-2,2.648793459E-1,3.154826759E1,3.128937925E0,6.277662605E0,3.095021170E1
8.711539341E0,9.619893893E-1,1.177326124E-2,6.119280308E-2,2.658820152E-1,3.169606782E1,3.183718383E0,6.400237855E0,3.107833604E1
8.716539341E0,9.616135756E-1,1.203275099E-2,6.239607185E-2,2.669480741E-1,3.185338484E1,3.257439748E0,6.521588849E0,3.121540361E1
8.721539341E0,9.612272270E-1,1.242139097E-2,6.358631700E-2,2.680386305E-1,3.201432676E1,3.345559960E0,6.637251175E0,3.135635283E1
8.726539341E0,9.608450951E-1,1.292113215E-2,6.469730288E-2,2.691170871E-1,3.217274075E1,3.443710855E0,6.740548378E0,3.149625301E1
8.731539341E0,9.604767719E-1,1.352125593E-2,6.569758803E-2,2.701580524E-1,3.232471487E1,3.549469904E0,6.828407026E0,3.163175263E1
8.736539341E0,9.601311533E-1,1.421171520E-2,6.655595452E-2,2.711392641E-1,3.246669103E1,3.660492203E0,6.897769016E0,3.175984576E1
8.741539341E0,9.598146797E-1,1.498100068E-2,6.724786758E-2,2.720460892E-1,3.259616695E1,3.774522928E0,6.946352029E0,3.187845285E1
8.746539341E0,9.595324996E-1,1.582532190E-2,6.773963571E-2,2.728704512E-1,3.271119213E1,3.889907220E0,6.970612303E0,3.198623513E1
8.751539341E0,9.592867683E-1,1.674319431E-2,6.801555306E-2,2.736100256E-1,3.281104016E1,4.005867384E0,6.968903147E0,3.208268500E1
8.756539341E0,9.590765877E-1,1.773959585E-2,6.808678061E-2,2.742655575E-1,3.289620901E1,4.123247350E0,6.942324294E0,3.216792049E1
8.761539341E0,9.589009786E-1,1.880262233E-2,6.797616184E-2,2.748356164E-1,3.296720477E1,4.241408181E0,6.893808321E0,3.224180399E1
8.766539341E0,9.587570177E-1,1.992493123E-2,6.770881265E-2,2.753243446E-1,3.302529503E1,4.360353162E0,6.826369990E0,3.230492950E1
8.771539341E0,9.586439311E-1,2.109331079E-2,6.731913984E-2,2.757263482E-1,3.307085753E1,4.479692272E0,6.744277147E0,3.235680857E1
8.776539341E0,9.585599411E-1,2.228242345E-2,6.684146076E-2,2.760408521E-1,3.310465755E1,4.597744290E0,6.652156642E0,3.239745329E1
