"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.386539341E0,-1.521691203E0,5.140219331E-1,9.674224854E0
9.391539341E0,-1.518648267E0,5.238338709E-1,9.674176216E0
9.396539341E0,-1.521546006E0,5.331554413E-1,9.673212051E0
9.401539341E0,-1.529503942E0,5.414320230E-1,9.671496391E0
9.406539341E0,-1.541886091E0,5.483816862E-1,9.669138908E0
9.411539341E0,-1.558064103E0,5.539818406E-1,9.666225433E0
9.416539341E0,-1.577484369E0,5.584053397E-1,9.662820816E0
9.421539341E0,-1.599374056E0,5.617864132E-1,9.659026146E0
9.426539341E0,-1.623020172E0,5.645060539E-1,9.654922485E0
9.431539341E0,-1.647919536E0,5.669164062E-1,9.650562286E0
9.436539341E0,-1.673174381E0,5.692464113E-1,9.646079063E0
9.441539341E0,-1.697880745E0,5.718410015E-1,9.641607285E0
9.446539341E0,-1.721245646E0,5.752318501E-1,9.637261391E0
9.451539341E0,-1.742626667E0,5.796629786E-1,9.633152962E0
9.456539341E0,-1.761345744E0,5.852339864E-1,9.629410744E0
9.461539341E0,-1.777317405E0,5.919519067E-1,9.626064301E0
9.466539341E0,-1.789962053E0,5.997684598E-1,9.623237610E0
9.471539341E0,-1.799189568E0,6.085923314E-1,9.620962143E0
9.476539341E0,-1.805205822E0,6.181263328E-1,9.619227409E0
9.481539341E0,-1.808397055E0,6.279258132E-1,9.617992401E0
9.486539341E0,-1.808837771E0,6.377704740E-1,9.617261887E0
9.491539341E0,-1.806825757E0,6.474493742E-1,9.616994858E0
9.496539341E0,-1.802707434E0,6.568855047E-1,9.617126465E0
9.501539341E0,-1.797021627E0,6.660104990E-1,9.617564201E0
9.506539341E0,-1.790610790E0,6.744306684E-1,9.618173599E0
9.511539341E0,-1.784024239E0,6.817610860E-1,9.618879318E0
9.516539341E0,-1.777620196E0,6.878308654E-1,9.619633675E0
9.521539341E0,-1.772272706E0,6.924803853E-1,9.620285988E0
9.526539341E0,-1.768630028E0,6.959491968E-1,9.620705605E0
9.531539341E0,-1.767330170E0,6.981444955E-1,9.620785713E0
9.536539341E0,-1.768702388E0,6.991698146E-1,9.620459557E0
9.541539341E0,-1.772885799E0,6.991934776E-1,9.619687080E0
9.546539341E0,-1.779362082E0,6.985075474E-1,9.618541718E0
9.551539341E0,-1.787166953E0,6.976829767E-1,9.617155075E0
9.556539341E0,-1.795752287E0,6.971546412E-1,9.615592957E0
9.561539341E0,-1.804563880E0,6.975468397E-1,9.613915443E0
9.566539341E0,-1.812830210E0,6.992209554E-1,9.612237930E0
9.571539341E0,-1.819784045E0,7.026143670E-1,9.610675812E0
9.576539341E0,-1.824767590E0,7.081339955E-1,9.609326363E0
9.581539341E0,-1.827663422E0,7.156838775E-1,9.608217239E0
9.586539341E0,-1.828448415E0,7.252022624E-1,9.607354164E0
9.591539341E0,-1.827127576E0,7.362623811E-1,9.606763840E0
9.596539341E0,-1.823984385E0,7.487470508E-1,9.606395721E0
9.601539341E0,-1.819056392E0,7.623438835E-1,9.606261253E0
9.606539341E0,-1.812560201E0,7.768352032E-1,9.606327057E0
9.611539341E0,-1.804939628E0,7.918518782E-1,9.606536865E0
9.616539341E0,-1.796171546E0,8.069145083E-1,9.606926918E0
9.621539341E0,-1.786390543E0,8.214619160E-1,9.607518196E0
9.626539341E0,-1.775567174E0,8.350983858E-1,9.608347893E0
9.631539341E0,-1.763842583E0,8.473767638E-1,9.609432220E0
9.636539341E0,-1.751484036E0,8.582693934E-1,9.610726357E0
9.641539341E0,-1.738598108E0,8.675640821E-1,9.612232208E0
9.646539341E0,-1.725263000E0,8.751245737E-1,9.613948822E0
9.651539341E0,-1.711715341E0,8.808608651E-1,9.615846634E0
9.656539341E0,-1.698447943E0,8.846433759E-1,9.617852211E0
9.661539341E0,-1.685644269E0,8.864247799E-1,9.619940758E0
9.666539341E0,-1.673431873E0,8.860564828E-1,9.622105598E0
9.671539341E0,-1.662153006E0,8.835737109E-1,9.624289513E0
9.676539341E0,-1.652346730E0,8.792935610E-1,9.626369476E0
9.681539341E0,-1.644130468E0,8.733031750E-1,9.628320694E0
9.686539341E0,-1.637364984E0,8.655339479E-1,9.630175591E0
9.691539341E0,-1.631659746E0,8.557636142E-1,9.632017136E0
9.696539341E0,-1.626648307E0,8.435815573E-1,9.633938789E0
9.701539341E0,-1.621716619E0,8.283529878E-1,9.636090279E0
9.706539341E0,-1.616299868E0,8.097616434E-1,9.638581276E0
9.711539341E0,-1.609544277E0,7.870807052E-1,9.641590118E0
9.716539341E0,-1.601002455E0,7.598266602E-1,9.645198822E0
9.721539341E0,-1.590302467E0,7.275914550E-1,9.649452209E0
9.726539341E0,-1.577272773E0,6.899981499E-1,9.654352188E0
9.731539341E0,-1.562395215E0,6.473268270E-1,9.659724236E0
9.736539341E0,-1.546275258E0,6.005507708E-1,9.665338516E0
9.741539341E0,-1.530070186E0,5.508656502E-1,9.670874596E0
9.746539341E0,-1.514921188E0,5.003568530E-1,9.676003456E0
9.751539341E0,-1.501867533E0,4.514752328E-1,9.680442810E0
9.756539341E0,-1.491927028E0,4.064833522E-1,9.683972359E0
9.761539341E0,-1.486117840E0,3.675263822E-1,9.686421394E0
9.766539341E0,-1.485358596E0,3.362554908E-1,9.687674522E0
9.771539341E0,-1.489808321E0,3.134578168E-1,9.687755585E0
9.776539341E0,-1.498987198E0,2.992403805E-1,9.686789513E0
9.781539341E0,-1.511670232E0,2.932340205E-1,9.685001373E0
9.786539341E0,-1.526353598E0,2.944706976E-1,9.682661057E0
9.791539341E0,-1.541656017E0,3.016335666E-1,9.680016518E0
9.796539341E0,-1.556311369E0,3.130363524E-1,9.677308083E0
9.801539341E0,-1.569516540E0,3.272237182E-1,9.674706459E0
9.806539341E0,-1.580545783E0,3.429331779E-1,9.672366142E0
9.811539341E0,-1.588519335E0,3.591506183E-1,9.670470238E0
9.816539341E0,-1.592478633E0,3.746593595E-1,9.669230461E0
9.821539341E0,-1.591932654E0,3.886984885E-1,9.668766975E0
9.826539341E0,-1.586645126E0,4.007214904E-1,9.669145584E0
9.831539341E0,-1.576837182E0,4.105136096E-1,9.670338631E0
9.836539341E0,-1.562812805E0,4.181652963E-1,9.672286987E0
9.841539341E0,-1.545080304E0,4.240714312E-1,9.674879074E0
9.846539341E0,-1.524424553E0,4.287611246E-1,9.677948952E0
9.851539341E0,-1.501524091E0,4.325145185E-1,9.681361198E0
9.856539341E0,-1.477564335E0,4.357773960E-1,9.684899330E0
9.861539341E0,-1.453638077E0,4.390411377E-1,9.688372612E0
9.866539341E0,-1.431320786E0,4.426670074E-1,9.691531181E0
9.871539341E0,-1.411565900E0,4.469741583E-1,9.694230080E0
9.876539341E0,-1.395448804E0,4.521967173E-1,9.696320534E0
9.881539341E0,-1.383750796E0,4.585137963E-1,9.697699547E0
9.886539341E0,-1.376656771E0,4.661089182E-1,9.698347092E0
9.891539341E0,-1.374224305E0,4.749711752E-1,9.698263168E0
9.896539341E0,-1.376304746E0,4.850450158E-1,9.697469711E0
9.901539341E0,-1.382719040E0,4.961285293E-1,9.695995331E0
9.906539341E0,-1.393096805E0,5.078872442E-1,9.693900108E0
9.911539341E0,-1.407108188E0,5.201442838E-1,9.691226959E0
9.916539341E0,-1.424068570E0,5.326688886E-1,9.688069344E0
9.921539341E0,-1.443603873E0,5.453249812E-1,9.684473038E0
9.926539341E0,-1.465046763E0,5.578919053E-1,9.680536270E0
9.931539341E0,-1.487711787E0,5.697422028E-1,9.676388741E0
9.936539341E0,-1.510647774E0,5.803294778E-1,9.672204971E0
9.941539341E0,-1.532826543E0,5.893868804E-1,9.668167114E0
9.946539341E0,-1.553514242E0,5.970150828E-1,9.664396286E0
9.951539341E0,-1.571704626E0,6.034244299E-1,9.661055565E0
9.956539341E0,-1.586579919E0,6.090404391E-1,9.658271790E0
9.961539341E0,-1.597573638E0,6.142543554E-1,9.656129837E0
9.966539341E0,-1.604327798E0,6.196243763E-1,9.654665947E0
9.971539341E0,-1.607081890E0,6.253336072E-1,9.653840065E0
9.976539341E0,-1.606206536E0,6.313636899E-1,9.653593063E0
9.981539341E0,-1.602064610E0,6.379998326E-1,9.653845787E0
9.986539341E0,-1.595135808E0,6.452519298E-1,9.654511452E0
9.991539341E0,-1.585923910E0,6.531533599E-1,9.655497551E0
9.996539341E0,-1.575270295E0,6.608979702E-1,9.656714439E0
1.000153934E1,-1.564193130E0,6.679937243E-1,9.658026695E0
1.000653934E1,-1.553563595E0,6.735223532E-1,9.659358025E0
1.001153934E1,-1.544068694E0,6.771013737E-1,9.660630226E0
1.001653934E1,-1.536309123E0,6.782415509E-1,9.661787987E0
1.002153934E1,-1.530660987E0,6.768013239E-1,9.662784576E0
1.002653934E1,-1.527537107E0,6.729538441E-1,9.663548470E0
1.003153934E1,-1.526853800E0,6.667608023E-1,9.664085388E0
1.003653934E1,-1.528697371E0,6.581997871E-1,9.664380074E0
1.004153934E1,-1.532842398E0,6.475443244E-1,9.664443016E0
1.004653934E1,-1.539146185E0,6.350853443E-1,9.664269447E0
1.005153934E1,-1.546961546E0,6.211631894E-1,9.663926125E0
1.005653934E1,-1.555532098E0,6.063371301E-1,9.663491249E0
1.006153934E1,-1.564554095E0,5.911169648E-1,9.662978172E0
1.006653934E1,-1.573804975E0,5.759115219E-1,9.662393570E0
1.007153934E1,-1.583087325E0,5.609340072E-1,9.661758423E0
1.007653934E1,-1.592333555E0,5.462824106E-1,9.661078453E0
1.008153934E1,-1.601462245E0,5.320353508E-1,9.660364151E0
1.008653934E1,-1.610656023E0,5.184554458E-1,9.659574509E0
1.009153934E1,-1.620009065E0,5.056484342E-1,9.658689499E0
1.009653934E1,-1.629840016E0,4.936289489E-1,9.657657623E0
1.010153934E1,-1.640281081E0,4.823364019E-1,9.656460762E0
1.010653934E1,-1.651545525E0,4.717687070E-1,9.655061722E0
1.011153934E1,-1.663858294E0,4.618202448E-1,9.653428078E0
1.011653934E1,-1.677232862E0,4.523448646E-1,9.651561737E0
1.012153934E1,-1.691894054E0,4.430712759E-1,9.649433136E0
1.012653934E1,-1.707857966E0,4.338023961E-1,9.647042274E0
1.013153934E1,-1.724825501E0,4.248850942E-1,9.644419670E0
1.013653934E1,-1.742704511E0,4.166897833E-1,9.641562462E0
1.014153934E1,-1.761483192E0,4.095569551E-1,9.638456345E0
1.014653934E1,-1.781062245E0,4.039045572E-1,9.635094643E0
1.015153934E1,-1.801221490E0,4.000446796E-1,9.631508827E0
1.015653934E1,-1.821577072E0,3.983339965E-1,9.627750397E0
1.016153934E1,-1.841946721E0,3.988130391E-1,9.623854637E0
1.016653934E1,-1.862066865E0,4.012571275E-1,9.619878769E0
1.017153934E1,-1.881668806E0,4.054045975E-1,9.615891457E0
1.017653934E1,-1.900517941E0,4.108954072E-1,9.611949921E0
1.018153934E1,-1.918446302E0,4.172697365E-1,9.608113289E0
1.018653934E1,-1.935722828E0,4.241233766E-1,9.604347229E0
1.019153934E1,-1.952128887E0,4.311101139E-1,9.600714684E0
1.019653934E1,-1.967992544E0,4.381127059E-1,9.597158432E0
1.020153934E1,-1.983414888E0,4.447458386E-1,9.593677521E0
1.020653934E1,-1.998164654E0,4.510093927E-1,9.590324402E0
1.021153934E1,-2.011719227E0,4.566702247E-1,9.587222099E0
1.021653934E1,-2.023326635E0,4.615529180E-1,9.584546089E0
1.022153934E1,-2.031790972E0,4.652702808E-1,9.582574844E0
1.022653934E1,-2.034771442E0,4.668264687E-1,9.581867218E0
1.023153934E1,-2.029399633E0,4.640572667E-1,9.583140373E0
1.023653934E1,-2.012633562E0,4.544368684E-1,9.587136269E0
1.024153934E1,-1.982555866E0,4.354255497E-1,9.594283104E0
1.024653934E1,-1.939075947E0,4.061287940E-1,9.604448318E0
1.025153934E1,-1.884063482E0,3.681256473E-1,9.616921425E0
1.025653934E1,-1.820410609E0,3.244444132E-1,9.630743980E0
1.026153934E1,-1.751706123E0,2.789964080E-1,9.644899368E0
1.026653934E1,-1.682195425E0,2.354951352E-1,9.658422470E0
1.027153934E1,-1.616396427E0,1.975830048E-1,9.670501709E0
1.027653934E1,-1.558716774E0,1.686547995E-1,9.680513382E0
1.028153934E1,-1.512751460E0,1.509903669E-1,9.688094139E0
1.028653934E1,-1.481219530E0,1.458178312E-1,9.693044662E0
1.029153934E1,-1.465814829E0,1.530456692E-1,9.695274353E0
1.029653934E1,-1.466449380E0,1.709923744E-1,9.694878578E0
1.030153934E1,-1.481158257E0,1.962588727E-1,9.692164421E0
1.030653934E1,-1.507444859E0,2.247623503E-1,9.687490463E0
1.031153934E1,-1.543425918E0,2.530321777E-1,9.681125641E0
1.031653934E1,-1.587087870E0,2.785452902E-1,9.673363686E0
1.032153934E1,-1.636168122E0,2.990800440E-1,9.664567947E0
1.032653934E1,-1.687589288E0,3.128493130E-1,9.655286789E0
1.033153934E1,-1.738411188E0,3.190776110E-1,9.646061897E0
1.033653934E1,-1.786064386E0,3.177616298E-1,9.637394905E0
1.034153934E1,-1.828598380E0,3.095737994E-1,9.629681587E0
1.034653934E1,-1.864266276E0,2.956904471E-1,9.623278618E0
1.035153934E1,-1.891703248E0,2.771845460E-1,9.618473053E0
1.035653934E1,-1.910045862E0,2.554985285E-1,9.615447998E0
1.036153934E1,-1.918849230E0,2.319788337E-1,9.614290237E0
1.036653934E1,-1.918453813E0,2.082842737E-1,9.614912033E0
1.037153934E1,-1.910109401E0,1.860863566E-1,9.617029190E0
1.037653934E1,-1.895878077E0,1.667996794E-1,9.620198250E0
1.038153934E1,-1.877990007E0,1.511957496E-1,9.623963356E0
1.038653934E1,-1.858520627E0,1.393060088E-1,9.627922058E0
1.039153934E1,-1.838849425E0,1.306312978E-1,9.631819725E0
1.039653934E1,-1.820385098E0,1.246689484E-1,9.635405540E0
1.040153934E1,-1.804630995E0,1.205483004E-1,9.638420105E0
1.040653934E1,-1.792481661E0,1.175318509E-1,9.640725136E0
1.041153934E1,-1.784442067E0,1.147265956E-1,9.642250061E0
1.041653934E1,-1.780628800E0,1.113892719E-1,9.642994881E0
1.042153934E1,-1.781091452E0,1.067226082E-1,9.642961502E0
1.042653934E1,-1.785408497E0,1.003196910E-1,9.642231941E0
1.043153934E1,-1.793168187E0,9.185675532E-2,9.640876770E0
1.043653934E1,-1.803414583E0,8.142327517E-2,9.639058113E0
1.044153934E1,-1.815309286E0,6.929969788E-2,9.636920929E0
1.044653934E1,-1.827857852E0,5.605370924E-2,9.634634972E0
1.045153934E1,-1.840346456E0,4.239076376E-2,9.632327080E0
1.045653934E1,-1.851923108E0,2.899426781E-2,9.630157471E0
1.046153934E1,-1.861817360E0,1.656316221E-2,9.628278732E0
1.046653934E1,-1.869554758E0,5.618588999E-3,9.626791954E0
1.047153934E1,-1.874927521E0,-3.565978957E-3,9.625747681E0
1.047653934E1,-1.877947688E0,-1.059723832E-2,9.625153542E0
1.048153934E1,-1.878620744E0,-1.540715620E-2,9.625016212E0
1.048653934E1,-1.877447486E0,-1.802835613E-2,9.625240326E0
1.049153934E1,-1.875340462E0,-1.874623075E-2,9.625649452E0
1.049653934E1,-1.872742414E0,-1.794672571E-2,9.626156807E0
1.050153934E1,-1.870323062E0,-1.563784666E-2,9.626631737E0
1.050653934E1,-1.868878484E0,-1.195978560E-2,9.626917839E0
1.051153932E1,-1.869133592E0,-6.997180637E-3,9.626872063E0
1.051653932E1,-1.871784806E0,-1.061863382E-3,9.626359940E0
1.052153932E1,-1.877181530E0,5.273362622E-3,9.625308037E0
1.052653932E1,-1.885064125E0,1.167020667E-2,9.623761177E0
1.053153932E1,-1.895045757E0,1.783123240E-2,9.621791840E0
1.053653932E1,-1.906719327E0,2.367882431E-2,9.619471550E0
1.054153932E1,-1.919484019E0,2.921628393E-2,9.616918564E0
1.054653932E1,-1.932992220E0,3.426522762E-2,9.614194870E0
1.055153932E1,-1.946443558E0,3.877950832E-2,9.611464500E0
1.055653932E1,-1.959370852E0,4.306959361E-2,9.608818054E0
1.056153932E1,-1.971158147E0,4.730391130E-2,9.606388092E0
1.056653932E1,-1.981197596E0,5.181665346E-2,9.604298592E0
1.057153932E1,-1.988871336E0,5.686679482E-2,9.602684021E0
1.057653932E1,-1.994062066E0,6.262274086E-2,9.601571083E0
1.058153932E1,-1.996491075E0,6.942680478E-2,9.601020813E0
1.058653932E1,-1.995858908E0,7.741944492E-2,9.601091385E0
1.059153932E1,-1.992530107E0,8.654058725E-2,9.601704597E0
1.059653932E1,-1.987227917E0,9.649362415E-2,9.602707863E0
1.060153932E1,-1.980228782E0,1.068544611E-1,9.604043961E0
1.060653932E1,-1.971626043E0,1.172000095E-1,9.605693817E0
1.061153932E1,-1.961408019E0,1.273319870E-1,9.607655525E0
1.061653932E1,-1.949884534E0,1.368516088E-1,9.609870911E0
1.062153932E1,-1.937040210E0,1.458378881E-1,9.612336159E0
1.062653932E1,-1.923001528E0,1.537933499E-1,9.615030289E0
1.063153932E1,-1.908239126E0,1.606158763E-1,9.617859840E0
1.063653932E1,-1.893467546E0,1.661740839E-1,9.620683670E0
1.064153932E1,-1.878681779E0,1.705706269E-1,9.623504639E0
1.064653932E1,-1.863989234E0,1.739868075E-1,9.626300812E0
1.065153932E1,-1.849534988E0,1.767644137E-1,9.629036903E0
1.065653932E1,-1.835270286E0,1.793295294E-1,9.631719589E0
1.066153932E1,-1.821505427E0,1.817578226E-1,9.634285927E0
1.066653932E1,-1.808120966E0,1.841382533E-1,9.636761665E0
1.067153932E1,-1.794833302E0,1.870151013E-1,9.639190674E0
1.067653932E1,-1.781428695E0,1.909933239E-1,9.641598701E0
1.068153932E1,-1.769043922E0,1.964240670E-1,9.643768311E0
1.068653932E1,-1.758069396E0,2.033042610E-1,9.645632744E0
1.069153932E1,-1.748607397E0,2.115333825E-1,9.647176743E0
1.069653932E1,-1.740885854E0,2.210048139E-1,9.648360252E0
1.070153932E1,-1.735621452E0,2.315718532E-1,9.649061203E0
1.070653932E1,-1.733342171E0,2.429337502E-1,9.649191856E0
1.071153932E1,-1.734687567E0,2.542813718E-1,9.648657799E0
1.071653932E1,-1.739470005E0,2.644686401E-1,9.647522926E0
1.072153932E1,-1.747125983E0,2.727053165E-1,9.645909309E0
1.072653932E1,-1.757390857E0,2.788771987E-1,9.643868446E0
1.073153932E1,-1.769982934E0,2.831990719E-1,9.641438484E0
1.073653932E1,-1.784309149E0,2.862487137E-1,9.638708115E0
1.074153932E1,-1.799583197E0,2.889108062E-1,9.635788918E0
1.074653932E1,-1.815165877E0,2.920800447E-1,9.632769585E0
1.075153932E1,-1.830741167E0,2.968729436E-1,9.629674911E0
1.075653932E1,-1.846093535E0,3.043376803E-1,9.626509666E0
1.076153932E1,-1.860711098E0,3.151905239E-1,9.623347282E0
1.076653932E1,-1.873831153E0,3.297531009E-1,9.620312691E0
1.077153932E1,-1.884877801E0,3.478654623E-1,9.617516518E0
1.077653932E1,-1.892781973E0,3.685066402E-1,9.615194321E0
1.078153932E1,-1.896077275E0,3.904252350E-1,9.613680840E0
1.078653932E1,-1.893636584E0,4.121104181E-1,9.613256454E0
1.079153932E1,-1.884098291E0,4.320243597E-1,9.614255905E0
1.079653932E1,-1.866324782E0,4.486733675E-1,9.616960526E0
1.080153932E1,-1.839499354E0,4.603550434E-1,9.621574402E0
1.080653932E1,-1.804110527E0,4.657897949E-1,9.628012657E0
1.081153932E1,-1.761380553E0,4.643249512E-1,9.635991096E0
1.081653932E1,-1.713380575E0,4.564692676E-1,9.645016670E0
1.082153932E1,-1.663128853E0,4.436847270E-1,9.654404640E0
1.082653932E1,-1.613863111E0,4.279484749E-1,9.663472176E0
1.083153932E1,-1.568845272E0,4.114912748E-1,9.671597481E0
1.083653932E1,-1.530718565E0,3.959456980E-1,9.678352356E0
1.084153932E1,-1.501441717E0,3.823369145E-1,9.683485031E0
1.084653932E1,-1.482370019E0,3.714621365E-1,9.686845779E0
1.085153932E1,-1.474242568E0,3.633735776E-1,9.688391685E0
1.085653932E1,-1.476873040E0,3.576188385E-1,9.688205719E0
1.086153932E1,-1.488666177E0,3.533430994E-1,9.686557770E0
1.086653932E1,-1.507351875E0,3.494020104E-1,9.683811188E0
1.087153932E1,-1.530457497E0,3.455365598E-1,9.680324554E0
1.087653932E1,-1.556150317E0,3.420748711E-1,9.676351547E0
1.088153932E1,-1.582485437E0,3.391050994E-1,9.672183990E0
1.088653932E1,-1.607569575E0,3.370171785E-1,9.668119431E0
1.089153932E1,-1.629376650E0,3.357778192E-1,9.664510727E0
1.089653932E1,-1.646328330E0,3.355315626E-1,9.661645889E0
1.090153932E1,-1.657193422E0,3.362914920E-1,9.659761429E0
1.090653932E1,-1.661007166E0,3.381674290E-1,9.659042358E0
1.091153932E1,-1.657501578E0,3.413400352E-1,9.659532547E0
1.091653932E1,-1.646834970E0,3.459117711E-1,9.661193848E0
1.092153932E1,-1.629526734E0,3.520194292E-1,9.663908958E0
1.092653932E1,-1.606667280E0,3.599461913E-1,9.667442322E0
1.093153932E1,-1.579410195E0,3.698436916E-1,9.671560287E0
1.093653932E1,-1.549185872E0,3.817753196E-1,9.675983429E0
1.094153932E1,-1.517620802E0,3.956586123E-1,9.680427551E0
1.094653932E1,-1.486126423E0,4.112950265E-1,9.684659958E0
1.095153932E1,-1.455959916E0,4.283547103E-1,9.688503265E0
1.095653932E1,-1.428224087E0,4.465065598E-1,9.691811562E0
1.096153932E1,-1.403607726E0,4.651194215E-1,9.694531441E0
1.096653932E1,-1.382452250E0,4.833059609E-1,9.696681976E0
1.097153932E1,-1.364901543E0,5.003860593E-1,9.698300362E0
1.097653932E1,-1.350702167E0,5.157709122E-1,9.699483871E0
1.098153932E1,-1.339765668E0,5.288915038E-1,9.700293541E0
1.098653932E1,-1.331701517E0,5.395023823E-1,9.700819969E0
1.099153932E1,-1.326094270E0,5.472027063E-1,9.701155663E0
1.099653932E1,-1.322050214E0,5.518400669E-1,9.701445580E0
1.100153932E1,-1.319100380E0,5.533519983E-1,9.701760292E0
1.100653932E1,-1.316758513E0,5.518883467E-1,9.702162743E0
1.101153932E1,-1.314497590E0,5.475904942E-1,9.702712059E0
1.101653932E1,-1.311961889E0,5.406901240E-1,9.703442574E0
1.102153932E1,-1.308795571E0,5.316553712E-1,9.704368591E0
1.102653932E1,-1.304585099E0,5.209879279E-1,9.705514908E0
1.103153932E1,-1.299259186E0,5.091024041E-1,9.706859589E0
1.103653932E1,-1.292517424E0,4.965169430E-1,9.708411217E0
1.104153932E1,-1.284607530E0,4.833559990E-1,9.710125923E0
1.104653932E1,-1.275300741E0,4.699300528E-1,9.712010384E0
1.105153932E1,-1.264426947E0,4.564121664E-1,9.714076996E0
1.105653932E1,-1.252211571E0,4.432760775E-1,9.716267586E0
1.106153932E1,-1.238966942E0,4.308340549E-1,9.718524933E0
1.106653932E1,-1.225258708E0,4.194207191E-1,9.720762253E0
1.107153932E1,-1.211556077E0,4.086787403E-1,9.722936630E0
1.107653932E1,-1.198154569E0,3.982214630E-1,9.725030899E0
1.108153932E1,-1.185070753E0,3.873514235E-1,9.727073669E0
1.108653932E1,-1.172452450E0,3.753208518E-1,9.729073524E0
1.109153932E1,-1.160423517E0,3.615906239E-1,9.731035233E0
1.109653932E1,-1.149005532E0,3.461551964E-1,9.732952118E0
1.110153932E1,-1.138101578E0,3.291016519E-1,9.734824181E0
1.110653932E1,-1.127820015E0,3.106439114E-1,9.736627579E0
1.111153932E1,-1.118268728E0,2.909305692E-1,9.738337517E0
1.111653932E1,-1.109407425E0,2.700544596E-1,9.739953041E0
1.112153932E1,-1.101188183E0,2.480161488E-1,9.741470337E0
1.112653932E1,-1.093290687E0,2.246550918E-1,9.742926598E0
1.113153932E1,-1.085472703E0,2.002393603E-1,9.744333267E0
1.113653932E1,-1.077683210E0,1.747817546E-1,9.745687485E0
1.114153932E1,-1.069955707E0,1.483201385E-1,9.746978760E0
1.114653932E1,-1.062141061E0,1.208639145E-1,9.748211861E0
1.115153932E1,-1.054270029E0,9.250200540E-2,9.749377251E0
1.115653932E1,-1.046140313E0,6.346765161E-2,9.750484467E0
1.116153932E1,-1.037983894E0,3.376196325E-2,9.751504898E0
1.116653932E1,-1.029888988E0,3.619930707E-3,9.752420425E0
1.117153932E1,-1.022289753E0,-2.668032423E-2,9.753184319E0
1.117653932E1,-1.015719414E0,-5.686283857E-2,9.753741264E0
1.118153932E1,-1.010222912E0,-8.658899367E-2,9.754093170E0
1.118653932E1,-1.006091237E0,-1.154507697E-1,9.754220963E0
1.119153932E1,-1.003597021E0,-1.432518363E-1,9.754110336E0
1.119653932E1,-1.003117442E0,-1.697779894E-1,9.753732681E0
1.120153932E1,-1.005261660E0,-1.951825768E-1,9.753037453E0
1.120653932E1,-1.010478973E0,-2.195092142E-1,9.751980782E0
1.121153932E1,-1.018532395E0,-2.433567494E-1,9.750576973E0
1.121653932E1,-1.029317498E0,-2.669779360E-1,9.748826981E0
1.122153932E1,-1.042609215E0,-2.903005779E-1,9.746747017E0
1.122653932E1,-1.058159590E0,-3.133257031E-1,9.744358063E0
1.123153932E1,-1.075848103E0,-3.359535933E-1,9.741666794E0
1.123653932E1,-1.095426798E0,-3.580135107E-1,9.738698959E0
1.124153932E1,-1.116491556E0,-3.797047734E-1,9.735484123E0
1.124653932E1,-1.138744473E0,-4.009189904E-1,9.732055664E0
1.125153932E1,-1.161222339E0,-4.214867651E-1,9.728529930E0
1.125653932E1,-1.183412910E0,-4.412028193E-1,9.724981308E0
1.126153932E1,-1.204862595E0,-4.595553577E-1,9.721496582E0
1.126653932E1,-1.224705935E0,-4.762227237E-1,9.718214035E0
1.127153932E1,-1.242701173E0,-4.905235469E-1,9.715218544E0
1.127653932E1,-1.258563638E0,-5.020832419E-1,9.712586403E0
1.128153932E1,-1.272393942E0,-5.105862021E-1,9.710340500E0
1.128653932E1,-1.284309387E0,-5.157170296E-1,9.708499908E0
1.129153932E1,-1.294546962E0,-5.175049901E-1,9.707045555E0
1.129653932E1,-1.303388238E0,-5.158660412E-1,9.705948830E0
1.130153932E1,-1.311116934E0,-5.109232664E-1,9.705169678E0
1.130653932E1,-1.318137169E0,-5.027986765E-1,9.704643250E0
1.131153932E1,-1.324823737E0,-4.917356670E-1,9.704299927E0
1.131653932E1,-1.331467628E0,-4.782155752E-1,9.704066277E0
1.132153932E1,-1.337940812E0,-4.631596208E-1,9.703906059E0
1.132653932E1,-1.343535304E0,-4.479461014E-1,9.703846931E0
1.133153932E1,-1.346706629E0,-4.343827963E-1,9.704025269E0
1.133653932E1,-1.345222831E0,-4.246311486E-1,9.704661369E0
1.134153932E1,-1.336874843E0,-4.207499623E-1,9.705983162E0
1.134653932E1,-1.319765925E0,-4.236116111E-1,9.708200455E0
1.135153932E1,-1.293680072E0,-4.330038726E-1,9.711296082E0
1.135653932E1,-1.259530306E0,-4.470479488E-1,9.715148926E0
1.136153932E1,-1.220366955E0,-4.630652368E-1,9.719395638E0
1.136653932E1,-1.179485440E0,-4.787577391E-1,9.723682404E0
1.137153932E1,-1.140259027E0,-4.920020103E-1,9.727700233E0
1.137653932E1,-1.105348825E0,-5.005303621E-1,9.731292725E0
1.138153932E1,-1.077446818E0,-5.021135211E-1,9.734339714E0
1.138653932E1,-1.058804870E0,-4.954396486E-1,9.736727715E0
1.139153932E1,-1.050883651E0,-4.802997112E-1,9.738344193E0
1.139653932E1,-1.054225564E0,-4.582199454E-1,9.739046097E0
1.140153932E1,-1.067659378E0,-4.322132468E-1,9.738772392E0
1.140653932E1,-1.088930488E0,-4.051895142E-1,9.737578392E0
1.141153932E1,-1.116098881E0,-3.794425428E-1,9.735539436E0
1.141653932E1,-1.147276878E0,-3.564079702E-1,9.732785225E0
1.142153932E1,-1.180427313E0,-3.371453583E-1,9.729507446E0
