"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.588932990E-1,-3.985892609E-2,7.177661173E-3,-1.397353113E-1
7.609999140E-1,-2.153298259E-2,3.512472380E-3,-1.287397593E-1
7.631065800E-1,-3.207040019E-3,5.955931731E-3,-1.214093715E-1
7.652131950E-1,1.023198478E-2,-6.261364091E-3,-1.104138121E-1
7.673198090E-1,2.733619884E-2,-8.704823442E-3,-1.018617004E-1
7.694264240E-1,4.444041103E-2,-1.847865991E-2,-9.575305134E-2
7.715330390E-1,5.787943676E-2,-2.458730713E-2,-8.842267841E-2
7.736397050E-1,7.009673119E-2,-3.191768378E-2,-8.475748450E-2
7.757463200E-1,8.597921580E-2,-4.291325063E-2,-7.742711157E-2
7.778529340E-1,9.819651395E-2,-5.390881747E-2,-7.376192510E-2
7.799595490E-1,1.079703495E-1,-5.757400393E-2,-6.887500733E-2
7.820661640E-1,1.214093715E-1,-6.856957078E-2,-6.765327603E-2
7.841727780E-1,1.299614757E-1,-7.834340632E-2,-6.398808211E-2
7.862794450E-1,1.397353113E-1,-8.811724186E-2,-6.276635826E-2
7.883860590E-1,1.482874304E-1,-9.666935354E-2,-5.910116807E-2
7.904926740E-1,1.556178033E-1,-1.015562713E-1,-5.665770918E-2
7.925992890E-1,1.641699076E-1,-1.076649204E-1,-5.543597788E-2
7.947059030E-1,1.702785641E-1,-1.125518382E-1,-5.299251899E-2
7.968125180E-1,1.739437431E-1,-1.149952933E-1,-5.177079141E-2
7.989191840E-1,1.788306683E-1,-1.113301069E-1,-5.054906011E-2
8.010257990E-1,1.776089370E-1,-1.113301069E-1,-5.177079141E-2
8.031324140E-1,1.763872057E-1,-1.064431891E-1,-5.299251899E-2
8.052390280E-1,1.776089370E-1,-1.064431891E-1,-5.299251899E-2
8.073456430E-1,1.739437431E-1,-9.911280870E-2,-5.787943676E-2
8.094522570E-1,1.702785641E-1,-9.666935354E-2,-6.032289565E-2
8.115589240E-1,1.617264450E-1,-9.056070447E-2,-6.520981342E-2
8.136655390E-1,1.580612659E-1,-8.445205539E-2,-7.131846249E-2
8.157721530E-1,1.482874304E-1,-8.323032409E-2,-7.498364896E-2
8.178787680E-1,1.397353113E-1,-7.712167501E-2,-8.109229803E-2
8.199853820E-1,1.311832070E-1,-7.223475724E-2,-8.597921580E-2
8.220920490E-1,1.214093715E-1,-6.001746282E-2,-9.086613357E-2
8.241986640E-1,1.079703495E-1,-4.902189970E-2,-9.453132749E-2
8.263052780E-1,9.453132749E-2,-3.680460155E-2,-9.941824526E-2
8.284118930E-1,8.231402934E-2,-2.214384824E-2,-1.030834317E-1
8.305185590E-1,6.887500733E-2,-6.261364091E-3,-1.079703495E-1
8.326251220E-1,5.421425030E-2,1.069013379E-3,-1.104138121E-1
8.347317890E-1,4.077522457E-2,1.572976820E-2,-1.128572673E-1
8.368384030E-1,2.733619884E-2,2.916879393E-2,-1.128572673E-1
8.389450180E-1,1.267544460E-2,4.016435891E-2,-1.128572673E-1
8.410516320E-1,-7.635809598E-4,5.482511222E-2,-1.104138121E-1
8.431582470E-1,-1.298087649E-2,6.826414168E-2,-1.079703495E-1
8.452649140E-1,-2.397644334E-2,7.925970852E-2,-1.030834317E-1
8.473715280E-1,-3.008509055E-2,9.147699922E-2,-9.941824526E-2
8.494781430E-1,-3.985892609E-2,9.636391699E-2,-9.330959618E-2
8.515847570E-1,-4.352411628E-2,1.024725661E-1,-8.720094711E-2
8.536913720E-1,-4.474584386E-2,1.110246703E-1,-8.109229803E-2
8.557980390E-1,-4.718930274E-2,1.122464016E-1,-7.376192510E-2
8.579046530E-1,-4.841103405E-2,1.207985133E-1,-6.643154472E-2
8.600112680E-1,-4.230238497E-2,1.220202371E-1,-6.032289565E-2
8.621178820E-1,-3.985892609E-2,1.232419685E-1,-5.299251899E-2
8.642244970E-1,-3.130681813E-2,1.256854236E-1,-4.810560122E-2
8.663311640E-1,-2.031125315E-2,1.183550507E-1,-4.077522457E-2
8.684377780E-1,-6.872228812E-3,1.146898642E-1,-3.588830680E-2
8.705443930E-1,5.345067009E-3,1.098029464E-1,-2.855792828E-2
8.726510070E-1,2.000582218E-2,1.061377525E-1,-2.367101051E-2
8.747576220E-1,3.711003438E-2,9.880737960E-2,-1.878409274E-2
8.768642890E-1,5.543597788E-2,9.025526792E-2,-1.023198478E-2
8.789709030E-1,7.498364896E-2,8.048143238E-2,-5.345067009E-3
8.810775180E-1,9.330959618E-2,7.070759684E-2,7.635809598E-4
8.831841320E-1,1.189659163E-1,6.337722391E-2,8.093958721E-3
8.852907470E-1,1.385135949E-1,5.238165334E-2,1.420260593E-2
8.873974140E-1,1.605047137E-1,4.016435891E-2,1.908952370E-2
8.895040280E-1,1.788306683E-1,2.550360374E-2,2.397644334E-2
8.916105910E-1,1.959348768E-1,1.206457894E-2,3.008509055E-2
8.937172570E-1,2.130390853E-1,2.290742937E-3,3.375028074E-2
8.958238720E-1,2.289215773E-1,-7.483093534E-3,3.619373962E-2
8.979304870E-1,2.362519503E-1,-2.703076601E-2,3.985892609E-2
9.000371010E-1,2.484692484E-1,-3.680460155E-2,3.741546720E-2
9.021437160E-1,2.533561587E-1,-5.390881747E-2,3.863719851E-2
9.042503820E-1,2.557996213E-1,-6.612611562E-2,3.741546720E-2
9.063569970E-1,2.570213675E-1,-8.200860023E-2,3.252854943E-2
9.084636120E-1,2.557996213E-1,-9.666935354E-2,2.764163166E-2
9.105702260E-1,2.472475171E-1,-1.076649204E-1,2.275471389E-2
9.126768410E-1,2.386954129E-1,-1.186604798E-1,1.664606482E-2
9.147835070E-1,2.276998460E-1,-1.272125840E-1,8.093958721E-3
9.168901220E-1,2.154825479E-1,-1.345429718E-1,-4.581485991E-4
9.189967370E-1,2.020435184E-1,-1.394298822E-1,-5.345067009E-3
9.211033510E-1,1.873827726E-1,-1.406516135E-1,-1.023198478E-2
9.232099660E-1,1.751654744E-1,-1.394298822E-1,-1.389717404E-2
9.253166320E-1,1.617264450E-1,-1.345429718E-1,-1.756236330E-2
9.274232470E-1,1.507308781E-1,-1.308777779E-1,-2.122755162E-2
9.295298620E-1,1.360701323E-1,-1.272125840E-1,-2.244928107E-2
9.316364760E-1,1.238528341E-1,-1.186604798E-1,-2.611446939E-2
9.337430910E-1,1.140789986E-1,-1.137735620E-1,-2.733619884E-2
9.358497050E-1,9.941824526E-2,-1.088866442E-1,-3.100138716E-2
9.379563720E-1,9.208786488E-2,-9.911280870E-2,-3.711003438E-2
9.400629340E-1,7.987056673E-2,-9.544762224E-2,-3.955349326E-2
9.421696010E-1,7.009673119E-2,-9.056070447E-2,-4.810560122E-2
9.442762160E-1,6.154462695E-2,-8.689551800E-2,-5.054906011E-2
9.463828300E-1,5.054906011E-2,-8.811724186E-2,-5.665770918E-2
9.484894450E-1,4.688387364E-2,-7.956513762E-2,-6.154462695E-2
9.505961120E-1,4.199695215E-2,-8.078686893E-2,-6.520981342E-2
9.527027260E-1,3.833176568E-2,-7.345648855E-2,-6.887500733E-2
9.548093410E-1,3.222311661E-2,-7.467821985E-2,-7.376192510E-2
9.569160070E-1,2.977965772E-2,-7.345648855E-2,-7.620538026E-2
9.590226220E-1,3.100138716E-2,-7.467821985E-2,-7.987056673E-2
9.611292370E-1,3.100138716E-2,-7.345648855E-2,-7.987056673E-2
9.632358510E-1,3.222311661E-2,-7.101303339E-2,-8.231402934E-2
9.653424660E-1,3.466657549E-2,-7.834340632E-2,-7.987056673E-2
9.674490800E-1,3.833176568E-2,-8.078686893E-2,-7.864884287E-2
9.695557470E-1,4.444041103E-2,-8.445205539E-2,-7.742711157E-2
9.716623090E-1,5.054906011E-2,-9.056070447E-2,-7.498364896E-2
9.737689760E-1,5.787943676E-2,-9.422589093E-2,-7.009673119E-2
9.758755910E-1,7.009673119E-2,-1.027780026E-1,-6.765327603E-2
9.779822050E-1,7.864884287E-2,-1.088866442E-1,-6.154462695E-2
9.800888200E-1,9.086613357E-2,-1.162170246E-1,-5.787943676E-2
9.821954870E-1,1.006399691E-1,-1.198822111E-1,-5.421425030E-2
9.843020490E-1,1.128572673E-1,-1.272125840E-1,-5.054906011E-2
9.864087160E-1,1.238528341E-1,-1.333212405E-1,-4.810560122E-2
9.885153300E-1,1.324049383E-1,-1.406516135E-1,-4.566214234E-2
9.906219450E-1,1.409570426E-1,-1.455385387E-1,-4.444041103E-2
9.927285590E-1,1.458439678E-1,-1.479819864E-1,-4.321868345E-2
9.948351740E-1,1.531743407E-1,-1.540906429E-1,-4.321868345E-2
9.969418410E-1,1.519526094E-1,-1.565341055E-1,-4.077522457E-2
9.990484550E-1,1.543960720E-1,-1.589775532E-1,-4.077522457E-2
1.001155070E0,1.507308781E-1,-1.699731201E-1,-4.077522457E-2
1.003261684E0,1.470656991E-1,-1.748600453E-1,-4.199695215E-2
1.005368299E0,1.385135949E-1,-1.834121495E-1,-4.321868345E-2
1.007474966E0,1.262962967E-1,-1.968511790E-1,-4.444041103E-2
1.009581580E0,1.165224537E-1,-2.054032832E-1,-4.932733253E-2
1.011688195E0,1.018617004E-1,-2.176205814E-1,-5.543597788E-2
1.013794809E0,8.231402934E-2,-2.322813272E-1,-6.032289565E-2
1.015901424E0,6.887500733E-2,-2.408334464E-1,-7.009673119E-2
1.018008091E0,5.177079141E-2,-2.506072819E-1,-8.109229803E-2
1.020114705E0,3.222311661E-2,-2.603811026E-1,-9.208786488E-2
1.022221320E0,1.267544460E-2,-2.677114904E-1,-1.018617004E-1
1.024327934E0,-6.872228812E-3,-2.762635946E-1,-1.165224537E-1
1.026434549E0,-2.764163166E-2,-2.811505198E-1,-1.287397593E-1
1.028541164E0,-4.718930274E-2,-2.848156989E-1,-1.409570426E-1
1.030647830E0,-6.795870513E-2,-2.835939825E-1,-1.543960720E-1
1.032754445E0,-9.117157012E-2,-2.835939825E-1,-1.653916389E-1
1.034861059E0,-1.131627038E-1,-2.774853408E-1,-1.776089370E-1
1.036967674E0,-1.388190240E-1,-2.567159235E-1,-1.873827726E-1
1.039074289E0,-1.718057245E-1,-2.237292230E-1,-1.922696829E-1
1.041180955E0,-2.060141414E-1,-1.919642538E-1,-1.959348768E-1
1.043287518E0,-2.377791107E-1,-1.663079411E-1,-1.983783394E-1
1.045394184E0,-2.683223486E-1,-1.418733448E-1,-1.971566081E-1
1.047500799E0,-2.964221239E-1,-1.259908676E-1,-1.983783394E-1
1.049607414E0,-3.220784664E-1,-1.137735620E-1,-1.934914142E-1
1.051714028E0,-3.416261375E-1,-1.088866442E-1,-1.898262352E-1
1.053820695E0,-3.587303460E-1,-1.088866442E-1,-1.849393100E-1
1.055927309E0,-3.697259128E-1,-1.076649204E-1,-1.788306683E-1
1.058033924E0,-3.758345544E-1,-1.076649204E-1,-1.739437431E-1
1.060140539E0,-3.831649423E-1,-1.052214578E-1,-1.678351015E-1
1.062247153E0,-3.880518377E-1,-1.027780026E-1,-1.617264450E-1
1.064353768E0,-3.880518377E-1,-9.789107740E-2,-1.519526094E-1
1.066460382E0,-3.880518377E-1,-8.689551800E-2,-1.446222365E-1
1.068567049E0,-3.843866587E-1,-7.345648855E-2,-1.360701323E-1
1.070673664E0,-3.807214797E-1,-5.024362728E-2,-1.250745654E-1
1.072780278E0,-3.770562708E-1,-3.436114267E-2,-1.140789986E-1
1.074886893E0,-3.721693754E-1,-1.359174121E-2,-1.030834317E-1
1.076993507E0,-3.721693754E-1,4.734201822E-3,-9.086613357E-2
1.079100174E0,-3.733910918E-1,2.428187430E-2,-7.498364896E-2
1.081206789E0,-3.770562708E-1,4.138609022E-2,-6.032289565E-2
1.083313403E0,-3.770562708E-1,3.039052337E-2,-3.833176568E-2
1.085420018E0,-3.733910918E-1,-3.817904973E-3,-1.389717404E-2
1.087526632E0,-3.843866587E-1,7.177661173E-3,1.298087649E-2
1.089633299E0,-3.978256881E-1,7.177661173E-3,3.863719851E-2
1.091739914E0,-4.137081802E-1,-8.704823442E-3,6.307178736E-2
1.093846528E0,-4.344775677E-1,-2.214384824E-2,8.506292105E-2
1.095953143E0,-4.564687014E-1,-4.046979174E-2,1.070540547E-1
1.098059757E0,-4.833467603E-1,-6.612611562E-2,1.266017258E-1
1.100166424E0,-5.114465356E-1,-9.666935354E-2,1.449276656E-1
1.102273039E0,-5.395463109E-1,-1.284343153E-1,1.620318890E-1
1.104379653E0,-5.627591610E-1,-1.699731201E-1,1.779143661E-1
1.106486268E0,-5.871937871E-1,-2.163988501E-1,1.925751269E-1
1.108592882E0,-6.055197120E-1,-2.689332068E-1,2.084576041E-1
1.110699497E0,-6.214022040E-1,-3.239110410E-1,2.231183648E-1
1.112806164E0,-6.323977709E-1,-3.678933084E-1,2.402225733E-1
1.114912778E0,-6.385064125E-1,-4.057669342E-1,2.536616027E-1
1.117019393E0,-6.385064125E-1,-4.448622763E-1,2.695440948E-1
1.119126007E0,-6.385064125E-1,-4.680751264E-1,2.829830945E-1
1.121232674E0,-6.287325621E-1,-4.949531853E-1,2.964221239E-1
1.123339237E0,-6.189587116E-1,-5.206094980E-1,3.074176908E-1
1.125445851E0,-6.091849208E-1,-5.450441241E-1,3.171915412E-1
1.127552518E0,-5.896372199E-1,-5.658134818E-1,3.257436454E-1
1.129659132E0,-5.700895786E-1,-5.926915407E-1,3.330740333E-1
1.131765747E0,-5.480984449E-1,-6.097957492E-1,3.391826749E-1
1.133872362E0,-5.261073112E-1,-6.256782413E-1,3.428478539E-1
1.135979028E0,-5.004509687E-1,-6.427824497E-1,3.452913165E-1
1.138085643E0,-4.686860144E-1,-6.562215090E-1,3.428478539E-1
1.140192257E0,-4.356993139E-1,-6.757691503E-1,3.416261375E-1
1.142298872E0,-3.990474045E-1,-6.928733587E-1,3.367392123E-1
1.144405487E0,-3.648389876E-1,-7.173079848E-1,3.306305707E-1
1.146512101E0,-3.294088244E-1,-7.356339097E-1,3.220784664E-1
1.148618716E0,-2.939786613E-1,-7.551816106E-1,3.110828996E-1
1.150725382E0,-2.561050653E-1,-7.747292519E-1,2.952004075E-1
1.152831997E0,-2.194531709E-1,-7.893900275E-1,2.793179154E-1
1.154938612E0,-1.840230078E-1,-8.028290272E-1,2.597702444E-1
1.157045226E0,-1.498145908E-1,-8.113811612E-1,2.390008420E-1
1.159151841E0,-1.229365394E-1,-8.113811612E-1,2.194531709E-1
1.161258455E0,-9.972367436E-2,-8.089376688E-1,1.974620372E-1
1.163365122E0,-7.406735420E-2,-8.003855944E-1,1.754709035E-1
1.165471737E0,-5.696314201E-2,-7.796161771E-1,1.559232324E-1
1.167578351E0,-4.352411628E-2,-7.551816106E-1,1.375972927E-1
1.169684966E0,-3.619373962E-2,-7.160862088E-1,1.204930767E-1
1.171791580E0,-3.375028074E-2,-6.684387922E-1,1.058323234E-1
1.173898247E0,-3.375028074E-2,-6.244565248E-1,9.239330143E-2
1.176004862E0,-3.619373962E-2,-5.816959739E-1,8.017600328E-2
1.178111476E0,-3.741546720E-2,-5.401571989E-1,7.162389904E-2
1.180218091E0,-3.985892609E-2,-5.047270060E-1,6.429351866E-2
1.182324705E0,-4.718930274E-2,-4.680751264E-1,6.185005978E-2
1.184431372E0,-5.696314201E-2,-4.363101721E-1,5.940660089E-2
1.186537987E0,-6.307178736E-2,-3.996582925E-1,6.307178736E-2
1.188644601E0,-6.918043643E-2,-3.740019500E-1,7.040216774E-2
1.190751216E0,-7.284562290E-2,-3.520108163E-1,8.017600328E-2
1.192857830E0,-7.773254067E-2,-3.312414289E-1,9.728021920E-2
1.194964497E0,-7.895427197E-2,-3.129154742E-1,1.168278903E-1
1.197071112E0,-8.017600328E-2,-2.958112657E-1,1.424842030E-1
1.199177726E0,-7.773254067E-2,-2.750418782E-1,1.693622619E-1
1.201284341E0,-7.284562290E-2,-2.591593862E-1,1.986837685E-1
1.203390955E0,-6.795870513E-2,-2.371682525E-1,2.292270064E-1
1.205497570E0,-5.818486959E-2,-2.200640440E-1,2.597702444E-1
1.207604184E0,-5.329795182E-2,-2.054032832E-1,2.915352285E-1
1.209710799E0,-4.596757516E-2,-1.968511790E-1,3.184132576E-1
1.211817466E0,-4.108065739E-2,-1.870773435E-1,3.428478539E-1
1.213924080E0,-3.741546720E-2,-1.809686869E-1,3.636172712E-1
1.216030695E0,-3.863719851E-2,-1.736383140E-1,3.819431961E-1
1.218137309E0,-4.108065739E-2,-1.614210159E-1,3.953822255E-1
1.220243924E0,-4.474584386E-2,-1.479819864E-1,4.039343297E-1
1.222350539E0,-4.718930274E-2,-1.406516135E-1,4.075995386E-1
1.224457205E0,-5.207622424E-2,-1.296560466E-1,4.063777924E-1
1.226563820E0,-6.185005978E-2,-1.174387559E-1,4.002691507E-1
1.228670434E0,-6.673697382E-2,-1.027780026E-1,3.892735839E-1
1.230777049E0,-7.406735420E-2,-8.933897316E-2,3.758345544E-1
1.232883664E0,-8.261945844E-2,-7.956513762E-2,3.587303460E-1
1.234990330E0,-8.384118974E-2,-6.368265301E-2,3.404043913E-1
1.237096945E0,-8.506292105E-2,-5.146535859E-2,3.184132576E-1
1.239203559E0,-8.261945844E-2,-3.436114267E-2,2.939786613E-1
1.241310174E0,-8.139773458E-2,-2.947422490E-2,2.683223486E-1
1.243416841E0,-7.162389904E-2,-2.458730713E-2,2.414443046E-1
1.245523455E0,-5.818486959E-2,-1.847865991E-2,2.133445293E-1
1.247630070E0,-4.474584386E-2,-1.114828233E-2,1.864664704E-1
1.249736684E0,-2.031125315E-2,-8.704823442E-3,1.559232324E-1
1.251843299E0,6.566796452E-3,-1.374445739E-3,1.266017258E-1
1.253949966E0,2.977965772E-2,1.328630932E-2,9.850194305E-2
1.256056580E0,6.032289565E-2,2.916879393E-2,6.795870513E-2
1.258163195E0,9.208786488E-2,4.505127668E-2,3.863719851E-2
1.260269809E0,1.226311028E-1,5.360338464E-2,1.053741761E-2
1.262376424E0,1.495091617E-1,7.070759684E-2,-1.634063199E-2
1.264483039E0,1.763872057E-1,9.514218569E-2,-4.566214234E-2
1.266589705E0,2.105956376E-1,1.317940801E-1,-7.620538026E-2
1.268696320E0,2.448040545E-1,1.672242284E-1,-1.067486182E-1
1.270802934E0,2.790125012E-1,2.014326602E-1,-1.348484010E-1
1.272909549E0,3.119991720E-1,2.393062711E-1,-1.592829973E-1
1.275016164E0,3.437641561E-1,2.735147178E-1,-1.824958473E-1
1.277122778E0,3.681987524E-1,3.040579557E-1,-1.996000707E-1
1.279229393E0,3.865246773E-1,3.321577311E-1,-2.154825479E-1
1.281336059E0,3.975202441E-1,3.602575064E-1,-2.264781147E-1
1.283442674E0,3.950767815E-1,3.785834610E-1,-2.350302190E-1
1.285549289E0,3.853029609E-1,4.005745649E-1,-2.411388755E-1
1.287655903E0,3.633118272E-1,4.164570570E-1,-2.448040545E-1
1.289762518E0,3.315468729E-1,4.225656986E-1,-2.472475171E-1
1.291869184E0,2.875646055E-1,4.225656986E-1,-2.496909797E-1
1.293975799E0,2.362519503E-1,4.189005196E-1,-2.484692484E-1
1.296082414E0,1.739437431E-1,4.054614902E-1,-2.496909797E-1
1.298189028E0,1.030834317E-1,3.785834610E-1,-2.496909797E-1
1.300295643E0,3.100138716E-2,3.480401933E-1,-2.496909797E-1
1.302402309E0,-5.085449293E-2,3.028362095E-1,-2.509126961E-1
1.304508924E0,-1.412624866E-1,2.588539422E-1,-2.521344423E-1
1.306615539E0,-2.353356630E-1,2.075413018E-1,-2.545779049E-1
1.308722153E0,-3.355174661E-1,1.550069451E-1,-2.557996213E-1
1.310828768E0,-4.418079555E-1,1.012508348E-1,-2.619082630E-1
1.312935382E0,-5.468766689E-1,4.749473557E-2,-2.655734718E-1
1.315042049E0,-6.470585465E-1,-2.596175298E-3,-2.729038298E-1
1.317148664E0,-7.447968721E-1,-6.001746282E-2,-2.826776803E-1
1.319255278E0,-8.364266157E-1,-1.149952933E-1,-2.900080681E-1
1.321361893E0,-9.158390164E-1,-1.675296724E-1,-3.022253513E-1
1.323468507E0,-9.879210591E-1,-2.188423127E-1,-3.119991720E-1
1.325575122E0,-1.045342326E0,-2.689332068E-1,-3.217730224E-1
1.327681737E0,-1.094211578E0,-3.092502952E-1,-3.291034102E-1
1.329788403E0,-1.125976562E0,-3.446804583E-1,-3.352120519E-1
1.331894966E0,-1.144302487E0,-3.740019500E-1,-3.376555145E-1
1.334001632E0,-1.147967696E0,-3.984365463E-1,-3.388772309E-1
1.336108247E0,-1.138193846E0,-4.216494262E-1,-3.364337683E-1
1.338214914E0,-1.112537503E0,-4.460839927E-1,-3.352120519E-1
1.340321528E0,-1.075885534E0,-4.583013058E-1,-3.339903057E-1
1.342428143E0,-1.024572968E0,-4.680751264E-1,-3.291034102E-1
1.344534757E0,-9.659299254E-1,-4.729620516E-1,-3.229947388E-1
1.346641372E0,-8.962913752E-1,-4.717403352E-1,-3.156643808E-1
1.348747987E0,-8.181006312E-1,-4.656316638E-1,-3.095557392E-1
1.350854653E0,-7.313578725E-1,-4.558578432E-1,-3.022253513E-1
1.352961268E0,-6.446150541E-1,-4.424188137E-1,-2.924515009E-1
1.355067882E0,-5.542070866E-1,-4.192059636E-1,-2.802342176E-1
1.357174497E0,-4.613556266E-1,-3.972148299E-1,-2.667951882E-1
1.359281112E0,-3.648389876E-1,-3.691150546E-1,-2.545779049E-1
1.361387726E0,-2.671006322E-1,-3.446804583E-1,-2.435823381E-1
1.363494393E0,-1.754709035E-1,-3.214675784E-1,-2.350302190E-1
1.365601007E0,-8.506292105E-2,-2.921460867E-1,-2.325867712E-1
1.367707622E0,-3.207040019E-3,-2.591593862E-1,-2.338084877E-1
1.369814237E0,7.498364896E-2,-2.286161482E-1,-2.386954129E-1
1.371920851E0,1.446222365E-1,-2.005163580E-1,-2.448040545E-1
1.374027466E0,2.069304436E-1,-1.699731201E-1,-2.533561587E-1
1.376134132E0,2.594648004E-1,-1.418733448E-1,-2.643517256E-1
1.378240747E0,3.022253513E-1,-1.186604798E-1,-2.765690386E-1
1.380347362E0,3.352120519E-1,-9.422589093E-2,-2.863428593E-1
1.382453976E0,3.547597229E-1,-7.712167501E-2,-2.948949635E-1
1.384560591E0,3.681987524E-1,-5.879573524E-2,-3.010036349E-1
1.386667205E0,3.730856776E-1,-4.291325063E-2,-3.022253513E-1
1.388773820E0,3.681987524E-1,-3.924806044E-2,-3.010036349E-1
1.390880434E0,3.535379767E-1,-3.191768378E-2,-2.936732471E-1
1.392987101E0,3.352120519E-1,-3.069595434E-2,-2.851211429E-1
1.395093716E0,3.083339930E-1,-2.825249545E-2,-2.729038298E-1
1.397200330E0,2.790125012E-1,-3.558287397E-2,-2.582430840E-1
1.399306945E0,2.460257858E-1,-4.413498193E-2,-2.448040545E-1
1.401413612E0,2.118173689E-1,-5.635227636E-2,-2.301433086E-1
1.403520226E0,1.763872057E-1,-6.734783947E-2,-2.154825479E-1
1.405626841E0,1.421787739E-1,-8.200860023E-2,-2.008218020E-1
1.407733455E0,1.091920808E-1,-1.003345400E-1,-1.886045039E-1
1.409840070E0,8.231402934E-2,-1.162170246E-1,-1.763872057E-1
1.411946737E0,5.665770918E-2,-1.284343153E-1,-1.678351015E-1
1.414053299E0,3.711003438E-2,-1.455385387E-1,-1.592829973E-1
1.416159966E0,2.367101051E-2,-1.589775532E-1,-1.556178033E-1
1.418266580E0,1.511890348E-2,-1.724165827E-1,-1.507308781E-1
1.420373195E0,1.145371422E-2,-1.846338809E-1,-1.470656991E-1
1.422479862E0,5.345067009E-3,-1.956294477E-1,-1.434005052E-1
1.424586424E0,7.788525894E-3,-2.102901936E-1,-1.409570426E-1
1.426693091E0,1.023198478E-2,-2.237292230E-1,-1.348484010E-1
1.428799705E0,2.122755162E-2,-2.579376400E-1,-1.250745654E-1
1.430906320E0,2.733619884E-2,-2.713766694E-1,-1.091920808E-1
1.433012934E0,2.122755162E-2,-2.420551628E-1,-9.086613357E-2
1.435119549E0,1.878409274E-2,-2.298378795E-1,-7.620538026E-2
1.437226216E0,1.634063199E-2,-2.371682525E-1,-6.032289565E-2
1.439332830E0,1.023198478E-2,-2.396117151E-1,-4.688387364E-2
1.441439445E0,7.788525894E-3,-2.420551628E-1,-3.588830680E-2
1.443546059E0,1.679878100E-3,-2.506072819E-1,-2.733619884E-2
1.445652674E0,-9.315688163E-3,-2.603811026E-1,-2.000582218E-2
1.447759289E0,-1.542433538E-2,-2.652680278E-1,-1.511890348E-2
1.449865903E0,-2.519817278E-2,-2.750418782E-1,-1.267544460E-2
1.451972518E0,-4.474584386E-2,-2.848156989E-1,-9.010255337E-3
1.454079184E0,-7.040216774E-2,-3.043633699E-1,-4.581485991E-4
1.456185799E0,-1.021671370E-1,-3.226893246E-1,6.872228812E-3
1.458292414E0,-1.339320987E-1,-3.263545036E-1,1.053741761E-2
1.460399028E0,-1.693622619E-1,-3.239110410E-1,1.053741761E-2
1.462505643E0,-1.999054998E-1,-3.178023994E-1,6.872228812E-3
1.464612309E0,-2.341139317E-1,-3.055851161E-1,1.985310577E-3
1.466718924E0,-2.658788860E-1,-2.958112657E-1,-2.901607659E-3
1.468825539E0,-2.939786613E-1,-2.994764447E-1,-6.566796452E-3
1.470932153E0,-3.233001828E-1,-2.848156989E-1,-1.145371422E-2
1.473038768E0,-3.562868834E-1,-2.530507445E-1,-2.000582218E-2
1.475145434E0,-3.917170465E-1,-2.273944169E-1,-3.344484791E-2
1.477252049E0,-4.247037470E-1,-2.078467458E-1,-4.810560122E-2
1.479358664E0,-4.540252388E-1,-1.907425225E-1,-6.276635826E-2
1.481465278E0,-4.870119393E-1,-1.724165827E-1,-7.864884287E-2
1.483571893E0,-5.163334608E-1,-1.553123742E-1,-9.208786488E-2
1.485678507E0,-5.432115197E-1,-1.406516135E-1,-1.067486182E-1
1.487785174E0,-5.676460862E-1,-1.284343153E-1,-1.177441850E-1
1.489891737E0,-5.945241451E-1,-1.259908676E-1,-1.262962967E-1
1.491998403E0,-6.189587116E-1,-1.174387559E-1,-1.336266696E-1
1.494105018E0,-6.421716213E-1,-1.088866442E-1,-1.372918636E-1
1.496211632E0,-6.629409790E-1,-1.027780026E-1,-1.385135949E-1
1.498318247E0,-6.800451875E-1,-9.300415963E-2,-1.385135949E-1
1.500424914E0,-6.983711720E-1,-7.956513762E-2,-1.397353113E-1
1.502531528E0,-7.142536640E-1,-6.368265301E-2,-1.409570426E-1
1.504638143E0,-7.252492309E-1,-5.024362728E-2,-1.385135949E-1
1.506744757E0,-7.374665141E-1,-4.413498193E-2,-1.348484010E-1
1.508851372E0,-7.447968721E-1,-2.947422490E-2,-1.275180280E-1
1.510957987E0,-7.557924390E-1,-1.970038936E-2,-1.165224537E-1
1.513064601E0,-7.655662894E-1,-1.481347065E-2,-1.006399691E-1
1.515171268E0,-7.716749310E-1,-8.704823442E-3,-8.231402934E-2
1.517277882E0,-7.790052891E-1,-8.704823442E-3,-5.787943676E-2
1.519384497E0,-7.887791395E-1,-8.704823442E-3,-3.100138716E-2
1.521491112E0,-7.948877811E-1,-9.926552884E-3,-2.901607659E-3
1.523597726E0,-8.009964228E-1,-9.926552884E-3,2.764163166E-2
1.525704393E0,-8.058833480E-1,-8.704823442E-3,5.940660089E-2
1.527811007E0,-8.132137656E-1,-5.039634649E-3,8.994983882E-2
1.529917622E0,-8.193224072E-1,-2.596175298E-3,1.217148080E-1
1.532024237E0,-8.242093325E-1,1.069013379E-3,1.547015011E-1
1.534130851E0,-8.278744817E-1,1.084284950E-2,1.852447391E-1
1.536237466E0,-8.327614069E-1,1.817322709E-2,2.170097083E-1
1.538344132E0,-8.376483321E-1,2.672533318E-2,2.475529462E-1
